"",BBK01.OEAH33N,BBK01.OEAH33N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:23,
2002-01,44.858,
2002-04,44.809,
2002-07,45.460,
2002-10,45.990,
2003-01,48.035,
2003-04,48.619,
2003-07,50.333,
2003-10,44.760,
2004-01,45.843,
2004-04,49.317,
2004-07,51.301,
2004-10,45.063,
2005-01,49.183,
2005-04,50.337,
2005-07,51.437,
2005-10,54.219,
2006-01,57.269,
2006-04,61.359,
2006-07,65.239,
2006-10,68.700,
2007-01,71.289,
2007-04,74.469,
2007-07,76.503,
2007-10,77.290,
2008-01,79.165,
2008-04,80.599,
2008-07,76.231,
2008-10,76.521,
2009-01,78.416,
2009-04,79.971,
2009-07,80.254,
2009-10,80.187,
2010-01,80.485,
2010-04,75.171,
2010-07,74.577,
2010-10,73.789,
2011-01,73.532,
2011-04,73.613,
2011-07,73.031,
2011-10,72.904,
2012-01,71.907,
2012-04,70.807,
2012-07,69.900,
2012-10,65.682,
2013-01,68.189,
2013-04,67.729,
2013-07,65.459,
2013-10,64.380,
2014-01,62.337,
2014-04,59.860,
2014-07,61.975,
