"",BBK01.QUK898,BBK01.QUK898_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Netherlands / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:59,
2002-03,1.342,
2002-04,0.957,
2002-05,0.810,
2002-06,0.738,
2002-07,0.741,
2002-08,0.661,
2002-09,0.644,
2002-10,0.519,
2002-11,0.503,
2002-12,0.401,
2003-01,0.565,
2003-02,0.556,
2003-03,1.554,
2003-04,1.154,
2003-05,1.926,
2003-06,0.428,
2003-07,1.601,
2003-08,0.793,
2003-09,0.800,
2003-10,0.879,
2003-11,1.007,
2003-12,1.604,
2004-01,0.902,
2004-02,1.130,
2004-03,1.177,
2004-04,1.136,
2004-05,1.146,
2004-06,1.201,
2004-07,1.077,
2004-08,1.000,
2004-09,1.107,
2004-10,1.187,
2004-11,1.237,
2004-12,1.198,
2005-01,1.280,
2005-02,1.460,
2005-03,1.090,
2005-04,1.257,
2005-05,1.138,
2005-06,1.435,
2005-07,2.311,
2005-08,1.405,
2005-09,1.404,
2005-10,1.366,
2005-11,1.346,
2005-12,1.346,
2006-01,2.389,
2006-02,1.244,
2006-03,1.214,
2006-04,1.165,
2006-05,1.138,
2006-06,1.119,
2006-07,1.048,
2006-08,0.516,
2006-09,0.531,
2006-10,0.589,
2006-11,0.574,
2006-12,0.514,
2007-01,0.467,
2007-02,0.481,
2007-03,0.473,
2007-04,0.453,
2007-05,0.447,
2007-06,0.515,
2007-07,0.418,
2007-08,0.553,
2007-09,0.455,
2007-10,0.380,
2007-11,0.410,
2007-12,0.409,
2008-01,0.417,
2008-02,0.450,
2008-03,0.394,
2008-04,0.391,
2008-05,0.392,
2008-06,0.370,
2008-07,0.381,
2008-08,0.410,
2008-09,0.385,
2008-10,0.574,
2008-11,0.755,
2008-12,0.508,
2009-01,0.396,
2009-02,0.463,
2009-03,0.391,
2009-04,0.343,
2009-05,0.332,
2009-06,0.330,
2009-07,0.325,
2009-08,0.356,
2009-09,0.325,
2009-10,0.326,
2009-11,0.324,
2009-12,0.315,
2010-01,0.343,
2010-02,0.311,
2010-03,0.314,
2010-04,0.313,
2010-05,0.619,
2010-06,0.571,
2010-07,0.405,
2010-08,0.750,
2010-09,0.823,
2010-10,0.830,
2010-11,0.787,
2010-12,0.841,
2011-01,0.868,
2011-02,0.951,
2011-03,0.799,
2011-04,0.719,
2011-05,0.799,
2011-06,0.713,
2011-07,0.758,
2011-08,0.861,
2011-09,1.424,
2011-10,1.370,
2011-11,1.435,
2011-12,2.060,
2012-01,2.004,
2012-02,2.096,
2012-03,2.098,
2012-04,1.517,
2012-05,2.079,
2012-06,1.462,
2012-07,1.316,
2012-08,1.446,
2012-09,1.382,
2012-10,1.363,
2012-11,1.511,
2012-12,1.624,
2013-01,1.436,
2013-02,1.440,
2013-03,1.437,
2013-04,1.631,
2013-05,1.388,
2013-06,1.141,
2013-07,1.129,
2013-08,0.953,
2013-09,0.964,
2013-10,1.068,
2013-11,1.152,
2013-12,1.097,
2014-01,1.325,
2014-02,1.377,
2014-03,1.420,
2014-04,1.584,
2014-05,1.636,
2014-06,1.781,
2014-07,1.890,
2014-08,2.191,
2014-09,2.104,
2014-10,2.156,
