"",BBK01.DU7834,BBK01.DU7834_FLAGS
"","Pay rates, production sector (incl. construction), excluding ancillary benefits, excluding one-off payments, on a monthly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:19,
1991-01,51.9,
1991-02,52.0,
1991-03,52.0,
1991-04,53.9,
1991-05,54.1,
1991-06,55.5,
1991-07,56.0,
1991-08,56.2,
1991-09,56.2,
1991-10,56.5,
1991-11,56.6,
1991-12,56.8,
1992-01,57.2,
1992-02,57.2,
1992-03,57.3,
1992-04,61.9,
1992-05,62.2,
1992-06,62.2,
1992-07,62.7,
1992-08,62.9,
1992-09,62.9,
1992-10,63.1,
1992-11,63.1,
1992-12,63.2,
1993-01,63.3,
1993-02,63.6,
1993-03,63.6,
1993-04,65.0,
1993-05,65.2,
1993-06,66.2,
1993-07,66.3,
1993-08,66.3,
1993-09,66.4,
1993-10,66.5,
1993-11,66.5,
1993-12,66.7,
1994-01,66.7,
1994-02,66.9,
1994-03,66.7,
1994-04,67.2,
1994-05,67.3,
1994-06,68.0,
1994-07,68.4,
1994-08,68.7,
1994-09,68.8,
1994-10,68.8,
1994-11,68.9,
1994-12,68.9,
1995-01,69.1,
1995-02,69.2,
1995-03,69.7,
1995-04,70.3,
1995-05,71.3,
1995-06,71.5,
1995-07,72.0,
1995-08,71.9,
1995-09,71.9,
1995-10,72.0,
1995-11,73.1,
1995-12,73.1,
1996-01,73.2,
1996-02,73.2,
1996-03,73.3,
1996-04,73.5,
1996-05,73.6,
1996-06,73.7,
1996-07,74.0,
1996-08,74.0,
1996-09,74.1,
1996-10,74.3,
1996-11,74.4,
1996-12,74.4,
1997-01,74.7,
1997-02,74.7,
1997-03,74.7,
1997-04,75.1,
1997-05,75.2,
1997-06,75.3,
1997-07,75.3,
1997-08,75.3,
1997-09,75.3,
1997-10,75.5,
1997-11,75.5,
1997-12,75.5,
1998-01,75.5,
1998-02,75.5,
1998-03,75.7,
1998-04,76.7,
1998-05,76.7,
1998-06,76.8,
1998-07,76.9,
1998-08,76.9,
1998-09,76.9,
1998-10,77.0,
1998-11,77.0,
1998-12,77.0,
1999-01,77.4,
1999-02,77.4,
1999-03,78.3,
1999-04,78.7,
1999-05,78.9,
1999-06,79.2,
1999-07,79.4,
1999-08,79.5,
1999-09,79.5,
1999-10,79.5,
1999-11,79.5,
1999-12,79.6,
2000-01,79.6,
2000-02,79.6,
2000-03,79.6,
2000-04,79.8,
2000-05,80.7,
2000-06,80.8,
2000-07,81.0,
2000-08,81.1,
2000-09,81.2,
2000-10,81.3,
2000-11,81.3,
2000-12,81.3,
2001-01,81.4,
2001-02,81.4,
2001-03,81.4,
2001-04,81.5,
2001-05,82.1,
2001-06,82.3,
2001-07,82.5,
2001-08,82.5,
2001-09,82.6,
2001-10,82.7,
2001-11,82.7,
2001-12,82.7,
2002-01,82.8,
2002-02,82.8,
2002-03,82.7,
2002-04,82.8,
2002-05,83.2,
2002-06,84.2,
2002-07,84.3,
2002-08,84.3,
2002-09,84.7,
2002-10,84.9,
2002-11,84.9,
2002-12,85.0,
2003-01,85.0,
2003-02,85.1,
2003-03,85.1,
2003-04,85.2,
2003-05,85.4,
2003-06,86.5,
2003-07,86.6,
2003-08,86.6,
2003-09,86.6,
2003-10,86.6,
2003-11,86.7,
2003-12,86.7,
2004-01,86.9,
2004-02,86.9,
2004-03,87.5,
2004-04,87.4,
2004-05,87.5,
2004-06,87.6,
2004-07,87.7,
2004-08,87.7,
2004-09,87.7,
2004-10,87.7,
2004-11,87.8,
2004-12,87.8,
2005-01,87.8,
2005-02,87.9,
2005-03,88.6,
2005-04,88.6,
2005-05,88.7,
2005-06,88.8,
2005-07,88.9,
2005-08,89.0,
2005-09,88.9,
2005-10,89.0,
2005-11,89.0,
2005-12,89.0,
2006-01,89.0,
2006-02,89.0,
2006-03,89.1,
2006-04,89.3,
2006-05,89.3,
2006-06,90.4,
2006-07,90.5,
2006-08,90.5,
2006-09,90.6,
2006-10,90.6,
2006-11,90.6,
2006-12,90.6,
2007-01,90.7,
2007-02,90.9,
2007-03,91.1,
2007-04,91.2,
2007-05,91.4,
2007-06,93.3,
2007-07,93.6,
2007-08,93.7,
2007-09,93.8,
2007-10,93.8,
2007-11,93.8,
2007-12,93.8,
2008-01,93.8,
2008-02,93.8,
2008-03,94.2,
2008-04,94.6,
2008-05,94.8,
2008-06,95.6,
2008-07,95.9,
2008-08,95.9,
2008-09,96.2,
2008-10,96.2,
2008-11,96.2,
2008-12,96.3,
2009-01,96.3,
2009-02,97.1,
2009-03,97.2,
2009-04,97.4,
2009-05,98.5,
2009-06,98.9,
2009-07,99.1,
2009-08,99.2,
2009-09,99.2,
2009-10,99.3,
2009-11,99.3,
2009-12,99.3,
2010-01,99.6,
2010-02,99.6,
2010-03,99.6,
2010-04,100.0,
2010-05,100.0,
2010-06,100.0,
2010-07,100.1,
