"",BBK01.OEAC15G,BBK01.OEAC15G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:09,
2002-01,12.990,
2002-04,13.051,
2002-07,13.012,
2002-10,12.702,
2003-01,12.408,
2003-04,12.209,
2003-07,11.161,
2003-10,9.979,
2004-01,9.270,
2004-04,9.022,
2004-07,8.785,
2004-10,8.629,
2005-01,8.601,
2005-04,8.409,
2005-07,8.271,
2005-10,8.650,
2006-01,8.639,
2006-04,8.487,
2006-07,9.225,
2006-10,9.152,
2007-01,9.460,
2007-04,9.802,
2007-07,9.726,
2007-10,9.622,
2008-01,9.627,
2008-04,9.646,
2008-07,9.560,
2008-10,9.335,
2009-01,9.469,
2009-04,9.455,
2009-07,9.309,
2009-10,9.015,
2010-01,8.920,
2010-04,8.929,
2010-07,8.904,
2010-10,8.666,
2011-01,8.682,
2011-04,8.619,
2011-07,8.531,
2011-10,8.339,
2012-01,8.324,
2012-04,8.326,
2012-07,8.229,
2012-10,8.113,
2013-01,8.162,
2013-04,8.063,
2013-07,7.989,
2013-10,7.762,
2014-01,7.724,
2014-04,7.768,
2014-07,7.627,
