"",BBNZ1.Q.DE.N.H.0058.A,BBNZ1.Q.DE.N.H.0058.A_FLAGS
"","Germany / National accounts / Origin of GDP / Wholesale / retail trade, transport and storage, hotel and restaurant services / Chain-linked index",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:25,
1991-01,72.69,
1991-04,79.48,
1991-07,77.11,
1991-10,78.08,
1992-01,73.43,
1992-04,78.19,
1992-07,77.92,
1992-10,79.66,
1993-01,70.72,
1993-04,77.11,
1993-07,76.79,
1993-10,77.25,
1994-01,71.69,
1994-04,77.57,
1994-07,77.85,
1994-10,80.06,
1995-01,73.29,
1995-04,79.93,
1995-07,79.63,
1995-10,80.45,
1996-01,72.38,
1996-04,79.64,
1996-07,79.48,
1996-10,80.68,
1997-01,72.89,
1997-04,81.73,
1997-07,80.84,
1997-10,81.61,
1998-01,77.11,
1998-04,82.40,
1998-07,82.75,
1998-10,83.70,
1999-01,76.49,
1999-04,82.84,
1999-07,83.63,
1999-10,85.75,
2000-01,79.88,
2000-04,87.48,
2000-07,86.48,
2000-10,86.79,
2001-01,83.98,
2001-04,90.93,
2001-07,89.80,
2001-10,91.12,
2002-01,84.44,
2002-04,92.40,
2002-07,92.42,
2002-10,92.41,
2003-01,85.29,
2003-04,93.57,
2003-07,94.99,
2003-10,94.40,
2004-01,87.78,
2004-04,96.57,
2004-07,95.94,
2004-10,96.93,
2005-01,89.08,
2005-04,99.27,
2005-07,98.87,
2005-10,98.96,
2006-01,96.74,
2006-04,105.53,
2006-07,105.63,
2006-10,108.67,
2007-01,99.62,
2007-04,108.43,
2007-07,109.47,
2007-10,109.79,
2008-01,102.54,
2008-04,111.05,
2008-07,110.37,
2008-10,106.15,
2009-01,95.94,
2009-04,102.60,
2009-07,103.66,
2009-10,102.96,
2010-01,92.50,
2010-04,101.02,
2010-07,104.04,
2010-10,102.44,
2011-01,98.13,
2011-04,105.20,
2011-07,107.30,
2011-10,105.20,
2012-01,97.88,
2012-04,102.85,
2012-07,103.74,
2012-10,101.84,
2013-01,95.40,
2013-04,103.12,
2013-07,105.14,
2013-10,102.67,
2014-01,97.69,
2014-04,104.10,
2014-07,106.39,
2014-10,103.98,
