"",BBDE1.M.DE.Y.AEB5.N2C200000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C200000.F.C.I10.A_FLAGS
"",Orders received from abroad / At constant prices / Germany / 20 Manufacture of chemicals and chemical products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:24,
1991-01,65.1,
1991-02,63.9,
1991-03,61.8,
1991-04,63.9,
1991-05,63.0,
1991-06,62.2,
1991-07,64.5,
1991-08,64.1,
1991-09,64.2,
1991-10,68.0,
1991-11,66.6,
1991-12,66.5,
1992-01,64.6,
1992-02,64.5,
1992-03,65.2,
1992-04,62.8,
1992-05,63.9,
1992-06,64.4,
1992-07,61.4,
1992-08,60.4,
1992-09,61.2,
1992-10,59.1,
1992-11,60.3,
1992-12,59.9,
1993-01,58.4,
1993-02,63.3,
1993-03,60.3,
1993-04,61.1,
1993-05,61.1,
1993-06,62.1,
1993-07,61.2,
1993-08,61.6,
1993-09,62.0,
1993-10,62.8,
1993-11,63.6,
1993-12,65.8,
1994-01,65.6,
1994-02,67.3,
1994-03,67.1,
1994-04,66.6,
1994-05,67.3,
1994-06,66.5,
1994-07,67.3,
1994-08,67.8,
1994-09,71.3,
1994-10,70.9,
1994-11,71.7,
1994-12,74.4,
1995-01,73.3,
1995-02,72.5,
1995-03,71.6,
1995-04,71.4,
1995-05,70.6,
1995-06,73.5,
1995-07,70.6,
1995-08,69.9,
1995-09,68.7,
1995-10,68.1,
1995-11,67.6,
1995-12,68.4,
1996-01,70.6,
1996-02,69.4,
1996-03,70.0,
1996-04,72.6,
1996-05,72.8,
1996-06,69.2,
1996-07,71.6,
1996-08,72.3,
1996-09,72.8,
1996-10,73.1,
1996-11,75.4,
1996-12,71.4,
1997-01,78.2,
1997-02,77.7,
1997-03,79.5,
1997-04,78.8,
1997-05,81.3,
1997-06,77.6,
1997-07,80.8,
1997-08,81.8,
1997-09,81.0,
1997-10,82.9,
1997-11,78.9,
1997-12,81.8,
1998-01,82.7,
1998-02,80.3,
1998-03,80.1,
1998-04,78.7,
1998-05,78.4,
1998-06,78.6,
1998-07,77.2,
1998-08,76.7,
1998-09,72.5,
1998-10,71.0,
1998-11,71.3,
1998-12,76.3,
1999-01,76.0,
1999-02,74.4,
1999-03,75.6,
1999-04,78.1,
1999-05,77.1,
1999-06,79.3,
1999-07,80.4,
1999-08,79.7,
1999-09,80.9,
1999-10,84.0,
1999-11,86.3,
1999-12,85.4,
2000-01,83.0,
2000-02,85.0,
2000-03,88.3,
2000-04,85.8,
2000-05,87.7,
2000-06,90.4,
2000-07,92.2,
2000-08,92.1,
2000-09,94.3,
2000-10,93.8,
2000-11,93.9,
2000-12,92.1,
2001-01,88.3,
2001-02,88.1,
2001-03,85.9,
2001-04,87.3,
2001-05,85.9,
2001-06,89.2,
2001-07,86.2,
2001-08,89.4,
2001-09,84.7,
2001-10,84.4,
2001-11,83.2,
2001-12,80.8,
2002-01,84.5,
2002-02,89.1,
2002-03,89.8,
2002-04,93.3,
2002-05,93.5,
2002-06,90.5,
2002-07,89.2,
2002-08,88.4,
2002-09,89.7,
2002-10,84.8,
2002-11,89.7,
2002-12,88.7,
2003-01,89.5,
2003-02,90.7,
2003-03,91.4,
2003-04,88.4,
2003-05,84.3,
2003-06,87.7,
2003-07,90.1,
2003-08,90.5,
2003-09,89.3,
2003-10,92.3,
2003-11,89.4,
2003-12,97.1,
2004-01,95.5,
2004-02,92.0,
2004-03,92.1,
2004-04,94.9,
2004-05,93.6,
2004-06,96.1,
2004-07,96.9,
2004-08,99.0,
2004-09,99.9,
2004-10,99.0,
2004-11,98.2,
2004-12,104.6,
2005-01,100.6,
