"",BBK01.OUA401,BBK01.OUA401_FLAGS
"",Balances and loans to banks (MFIs) / medium-term / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:05,
1999-01,177.697,
1999-02,177.163,
1999-03,179.850,
1999-04,179.226,
1999-05,180.052,
1999-06,181.683,
1999-07,184.954,
1999-08,190.151,
1999-09,193.069,
1999-10,196.307,
1999-11,198.452,
1999-12,199.584,
2000-01,200.570,
2000-02,203.556,
2000-03,205.371,
2000-04,205.510,
2000-05,205.561,
2000-06,205.008,
2000-07,201.912,
2000-08,203.416,
2000-09,203.479,
2000-10,200.976,
2000-11,197.304,
2000-12,191.756,
2001-01,189.402,
2001-02,187.178,
2001-03,187.851,
2001-04,186.937,
2001-05,187.718,
2001-06,190.503,
2001-07,190.058,
2001-08,190.105,
2001-09,189.412,
2001-10,188.621,
2001-11,188.704,
2001-12,187.248,
2002-01,186.357,
2002-02,188.085,
2002-03,188.439,
2002-04,188.987,
2002-05,187.700,
2002-06,178.394,
2002-07,181.797,
2002-08,182.760,
2002-09,181.313,
2002-10,179.332,
2002-11,180.542,
2002-12,183.568,
2003-01,182.675,
2003-02,181.572,
2003-03,182.836,
2003-04,181.678,
2003-05,180.785,
2003-06,179.444,
2003-07,177.995,
2003-08,181.915,
2003-09,171.812,
2003-10,171.786,
2003-11,172.901,
2003-12,174.866,
2004-01,176.045,
2004-02,174.468,
2004-03,169.832,
2004-04,168.425,
2004-05,164.332,
2004-06,162.919,
2004-07,164.757,
2004-08,162.619,
2004-09,162.637,
2004-10,160.803,
2004-11,157.331,
2004-12,156.781,
2005-01,156.700,
2005-02,160.486,
2005-03,161.541,
2005-04,164.246,
2005-05,167.942,
2005-06,171.721,
2005-07,174.714,
2005-08,175.524,
2005-09,179.174,
2005-10,179.373,
2005-11,175.100,
2005-12,180.767,
2006-01,184.469,
2006-02,187.702,
2006-03,193.435,
2006-04,196.208,
2006-05,199.651,
2006-06,203.919,
2006-07,205.382,
2006-08,205.341,
2006-09,208.594,
2006-10,209.300,
2006-11,212.283,
2006-12,219.044,
2007-01,224.403,
2007-02,224.108,
2007-03,226.457,
2007-04,230.022,
2007-05,233.022,
2007-06,235.594,
2007-07,236.942,
2007-08,243.545,
2007-09,247.128,
2007-10,255.468,
2007-11,255.339,
2007-12,257.652,
2008-01,263.387,
2008-02,270.650,
2008-03,276.732,
2008-04,280.849,
2008-05,286.946,
2008-06,293.734,
2008-07,304.771,
2008-08,312.272,
2008-09,325.725,
2008-10,342.726,
2008-11,357.257,
2008-12,348.988,
2009-01,362.621,
2009-02,361.125,
2009-03,347.551,
2009-04,348.629,
2009-05,350.229,
2009-06,375.217,
2009-07,368.094,
2009-08,364.328,
2009-09,355.482,
2009-10,351.021,
2009-11,355.767,
2009-12,359.499,
2010-01,357.940,
2010-02,359.150,
2010-03,357.956,
2010-04,354.666,
2010-05,362.091,
2010-06,363.348,
2010-07,329.077,
2010-08,328.803,
2010-09,318.123,
2010-10,311.682,
2010-11,315.624,
2010-12,309.366,
2011-01,305.135,
2011-02,306.535,
2011-03,307.593,
2011-04,306.264,
2011-05,305.478,
2011-06,301.529,
2011-07,304.712,
2011-08,311.077,
2011-09,315.095,
2011-10,314.942,
2011-11,320.949,
2011-12,331.409,
2012-01,324.780,
2012-02,321.608,
2012-03,316.432,
2012-04,315.953,
2012-05,312.801,
2012-06,306.866,
2012-07,304.329,
2012-08,297.062,
2012-09,290.366,
2012-10,285.352,
2012-11,281.758,
2012-12,270.821,
2013-01,268.744,
2013-02,262.821,
2013-03,262.429,
2013-04,257.417,
2013-05,257.024,
2013-06,251.855,
2013-07,248.153,
2013-08,251.530,
2013-09,253.220,
2013-10,250.485,
2013-11,251.045,
2013-12,237.728,
2014-01,236.375,
2014-02,233.598,
2014-03,237.963,
2014-04,234.273,
2014-05,240.250,
2014-06,237.310,
2014-07,235.402,
2014-08,240.118,
2014-09,247.993,
2014-10,252.446,
2014-11,252.314,
2014-12,260.248,Provisional value
