"",BBK01.TUB615,BBK01.TUB615_FLAGS
"",Other claims on euro area credit institutions denominated in euro / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:40:01,
2002-01,3,
2002-02,2,
2002-03,1,
2002-04,2,
2002-05,2,
2002-06,1,
2002-07,1,
2002-08,1,
2002-09,1,
2002-10,2,
2002-11,5,
2002-12,1,
2003-01,2,
2003-02,2,
2003-03,2,
2003-04,1,
2003-05,2,
2003-06,2,
2003-07,1,
2003-08,1,
2003-09,2,
2003-10,13,
2003-11,2,
2003-12,2,
2004-01,2,
2004-02,2,
2004-03,2,
2004-04,2,
2004-05,2,
2004-06,5,
2004-07,4,
2004-08,2,
2004-09,6,
2004-10,8,
2004-11,4,
2004-12,3,
2005-01,26,
2005-02,21,
2005-03,24,
2005-04,24,
2005-05,19,
2005-06,20,
2005-07,25,
2005-08,59,
2005-09,122,
2005-10,116,
2005-11,116,
2005-12,116,
2006-01,121,
2006-02,239,
2006-03,313,
2006-04,318,
2006-05,317,
2006-06,289,
2006-07,250,
2006-08,1616,
2006-09,2975,
2006-10,3011,
2006-11,3010,
2006-12,3049,
2007-01,3076,
2007-02,3079,
2007-03,3110,
2007-04,3102,
2007-05,3165,
2007-06,3200,
2007-07,3261,
2007-08,3305,
2007-09,4294,
2007-10,6987,
2007-11,10076,
2007-12,13077,
2008-01,17345,
2008-02,18452,
2008-03,20597,
2008-04,19949,
2008-05,19911,
2008-06,18354,
2008-07,20328,
2008-08,22920,
2008-09,25212,
2008-10,38469,
2008-11,23500,
2008-12,22031,
2009-01,3914,
2009-02,4406,
2009-03,5036,
2009-04,5973,
2009-05,5870,
2009-06,6519,
2009-07,4527,
2009-08,5975,
2009-09,6763,
2009-10,6760,
2009-11,6902,
2009-12,7136,
2010-01,7747,
2010-02,7249,
2010-03,7258,
2010-04,7751,
2010-05,8416,
2010-06,8764,
2010-07,9258,
2010-08,8705,
2010-09,8880,
2010-10,10632,
2010-11,9065,
2010-12,9610,
2011-01,9958,
2011-02,10016,
2011-03,9643,
2011-04,8307,
2011-05,7718,
2011-06,6745,
2011-07,8136,
2011-08,7800,
2011-09,9654,
2011-10,8501,
2011-11,9194,
2011-12,8464,
2012-01,8402,
2012-02,8466,
2012-03,9390,
2012-04,10137,
2012-05,8035,
2012-06,8778,
2012-07,7586,
2012-08,9433,
2012-09,8933,
2012-10,5013,
2012-11,2546,
2012-12,1442,
2013-01,4924,
2013-02,4951,
2013-03,5686,
2013-04,5836,
2013-05,4901,
2013-06,4771,
2013-07,4479,
2013-08,4551,
2013-09,4945,
2013-10,5008,
2013-11,5124,
2013-12,4691,
2014-01,5086,
2014-02,5745,
2014-03,5626,
2014-04,5701,
2014-05,3844,
2014-06,2292,
2014-07,1642,
2014-08,1091,
2014-09,1843,
2014-10,1726,
2014-11,1457,
2014-12,2011,
