"",BBK01.OUK345,BBK01.OUK345_FLAGS
"",Loans to domestic general governments / Total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:54:16,
1999-01,3.407,
1999-02,4.462,
1999-03,4.528,
1999-04,4.161,
1999-05,3.643,
1999-06,3.399,
1999-07,3.577,
1999-08,3.909,
1999-09,3.403,
1999-10,3.381,
1999-11,6.212,
1999-12,4.945,
2000-01,4.752,
2000-02,4.748,
2000-03,4.341,
2000-04,3.632,
2000-05,3.426,
2000-06,3.485,
2000-07,3.426,
2000-08,3.861,
2000-09,2.771,
2000-10,3.879,
2000-11,4.925,
2000-12,4.317,
2001-01,4.491,
2001-02,4.178,
2001-03,3.593,
2001-04,3.343,
2001-05,3.177,
2001-06,2.680,
2001-07,2.927,
2001-08,3.151,
2001-09,2.974,
2001-10,2.353,
2001-11,4.025,
2001-12,3.495,
2002-01,2.557,
2002-02,2.372,
2002-03,1.960,
2002-04,2.958,
2002-05,2.090,
2002-06,1.915,
2002-07,3.128,
2002-08,1.750,
2002-09,1.711,
2002-10,2.037,
2002-11,2.456,
2002-12,3.097,
2003-01,3.807,
2003-02,2.480,
2003-03,2.734,
2003-04,2.531,
2003-05,3.532,
2003-06,2.191,
2003-07,1.983,
2003-08,2.991,
2003-09,2.094,
2003-10,2.157,
2003-11,3.015,
2003-12,2.105,
2004-01,3.134,
2004-02,2.628,
2004-03,2.032,
2004-04,2.020,
2004-05,2.204,
2004-06,2.082,
2004-07,1.794,
2004-08,2.554,
2004-09,1.717,
2004-10,1.986,
2004-11,2.004,
2004-12,3.050,
2005-01,2.389,
2005-02,1.729,
2005-03,1.969,
2005-04,2.178,
2005-05,1.784,
2005-06,2.818,
2005-07,2.355,
2005-08,2.605,
2005-09,2.187,
2005-10,2.394,
2005-11,2.076,
2005-12,2.902,
2006-01,2.409,
2006-02,1.965,
2006-03,1.903,
2006-04,2.536,
2006-05,1.911,
2006-06,2.425,
2006-07,1.596,
2006-08,2.070,
2006-09,1.886,
2006-10,3.294,
2006-11,2.140,
2006-12,3.009,
2007-01,2.312,
2007-02,2.722,
2007-03,2.506,
2007-04,2.349,
2007-05,2.393,
2007-06,1.926,
2007-07,2.382,
2007-08,2.456,
2007-09,2.221,
2007-10,2.925,
2007-11,2.295,
2007-12,2.502,
2008-01,2.356,
2008-02,2.598,
2008-03,3.066,
2008-04,2.386,
2008-05,2.804,
2008-06,2.129,
2008-07,2.019,
2008-08,2.180,
2008-09,2.038,
2008-10,3.834,
2008-11,2.967,
2008-12,1.978,
2009-01,2.067,
2009-02,2.374,
2009-03,2.047,
2009-04,2.352,
2009-05,2.706,
2009-06,2.499,
2009-07,2.546,
2009-08,2.540,
2009-09,2.430,
2009-10,2.435,
2009-11,2.492,
2009-12,2.455,
2010-01,2.402,
2010-02,2.161,
2010-03,2.366,
2010-04,2.926,
2010-05,3.338,
2010-06,2.476,
2010-07,1.883,
2010-08,2.058,
2010-09,2.025,
2010-10,1.937,
2010-11,2.126,
2010-12,1.736,
2011-01,3.205,
2011-02,1.976,
2011-03,2.348,
2011-04,2.507,
2011-05,2.193,
2011-06,2.085,
2011-07,2.296,
2011-08,2.272,
2011-09,1.914,
2011-10,2.788,
2011-11,2.007,
2011-12,2.126,
2012-01,2.156,
2012-02,2.106,
2012-03,2.063,
2012-04,2.493,
2012-05,2.222,
2012-06,2.150,
2012-07,2.129,
2012-08,1.889,
2012-09,2.148,
2012-10,1.719,
2012-11,1.531,
2012-12,1.610,
2013-01,1.430,
2013-02,1.593,
2013-03,1.619,
2013-04,1.605,
2013-05,1.595,
2013-06,1.698,
2013-07,1.452,
2013-08,1.443,
2013-09,1.455,
2013-10,1.494,
2013-11,1.512,
2013-12,1.397,
2014-01,1.930,
2014-02,1.559,
2014-03,1.558,
2014-04,1.421,
2014-05,2.201,
2014-06,1.590,
2014-07,1.679,
2014-08,1.755,
2014-09,1.826,
2014-10,1.741,
2014-11,1.540,
2014-12,1.375,Provisional value
