"",BBK01.PQG353,BBK01.PQG353_FLAGS
"",Lending to domestic enterprises and resident individuals / Long-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:10,
1958-10,3.750,
1959-01,-,Nothing exists
1959-04,4.017,
1959-07,-,Nothing exists
1959-10,4.446,
1960-01,-,Nothing exists
1960-04,4.731,
1960-07,-,Nothing exists
1960-10,5.499,
1961-01,-,Nothing exists
1961-04,5.963,
1961-07,-,Nothing exists
1961-10,6.606,
1962-01,-,Nothing exists
1962-04,7.224,
1962-07,-,Nothing exists
1962-10,7.886,
1963-01,-,Nothing exists
1963-04,8.406,
1963-07,-,Nothing exists
1963-10,9.129,
1964-01,-,Nothing exists
1964-04,9.709,
1964-07,-,Nothing exists
1964-10,10.350,
1965-01,10.605,
1965-04,10.828,
1965-07,11.090,
1965-10,11.404,
1966-01,11.553,
1966-04,11.711,
1966-07,11.912,
1966-10,12.013,
1967-01,12.135,
1967-04,12.320,
1967-07,12.499,
1967-10,13.084,
1968-01,13.297,
1968-04,13.549,
1968-07,13.846,
1968-10,14.940,
1969-01,15.397,
1969-04,15.844,
1969-07,16.212,
1969-10,16.601,
1970-01,16.888,
1970-04,17.355,
1970-07,17.984,
1970-10,19.111,
1971-01,19.459,
1971-04,19.805,
1971-07,20.349,
1971-10,21.014,
1972-01,21.766,
1972-04,22.571,
1972-07,28.126,
1972-10,29.152,
1973-01,29.941,
1973-04,30.860,
1973-07,32.509,
1973-10,33.696,
1974-01,34.087,
1974-04,34.287,
1974-07,34.932,
1974-10,36.164,
1975-01,37.199,
1975-04,38.152,
1975-07,39.023,
1975-10,39.940,
1976-01,40.637,
1976-04,42.265,
1976-07,42.747,
1976-10,43.468,
1977-01,43.952,
1977-04,44.799,
1977-07,45.890,
1977-10,47.026,
1978-01,47.661,
1978-04,48.320,
1978-07,49.062,
1978-10,50.184,
1979-01,50.426,
1979-04,50.910,
1979-07,51.005,
1979-10,51.094,
1980-01,51.484,
1980-04,51.798,
1980-07,52.264,
1980-10,53.316,
1981-01,53.604,
1981-04,53.975,
1981-07,54.576,
1981-10,55.432,
1982-01,55.549,
1982-04,55.382,
1982-07,55.825,
1982-10,57.327,
1983-01,57.583,
1983-04,61.580,
1983-07,62.095,
1983-10,63.215,
1984-01,63.378,
1984-04,63.638,
1984-07,63.974,
1984-10,65.637,
1985-01,66.423,
1985-04,66.841,
1985-07,67.473,
1985-10,68.366,
1986-01,68.865,
1986-04,69.588,
1986-07,70.213,
1986-10,70.896,
1987-01,71.108,
1987-04,71.774,
1987-07,72.284,
1987-10,72.615,
1988-01,72.518,
1988-04,72.183,
1988-07,72.049,
1988-10,72.349,
1989-01,72.065,
1989-04,72.144,
1989-07,72.228,
1989-10,73.153,
1990-01,72.767,
1990-04,72.749,
1990-07,72.520,
1990-10,73.523,
1991-01,77.082,
1991-04,77.803,
1991-07,78.522,
1991-10,83.508,
1992-01,107.566,
1992-04,109.243,
1992-07,110.344,
1992-10,106.143,
1993-01,117.781,
1993-04,120.767,
1993-07,125.491,
1993-10,131.862,
1994-01,132.381,
1994-04,135.198,
1994-07,137.907,
1994-10,142.279,
1995-01,138.171,
1995-04,141.578,
1995-07,144.840,
1995-10,149.773,
1996-01,150.949,
1996-04,151.893,
1996-07,154.607,
1996-10,159.756,
1997-01,162.479,
1997-04,164.781,
1997-07,167.607,
1997-10,172.129,
1998-01,173.817,
1998-04,175.965,
1998-07,178.357,
1998-10,183.233,
1999-01,176.725,
1999-04,181.245,
1999-07,182.628,
1999-10,185.030,
2000-01,186.656,
2000-04,185.177,
2000-07,187.265,
2000-10,189.729,
2001-01,191.548,
2001-04,191.765,
2001-07,193.078,
2001-10,194.733,
2002-01,194.680,
2002-04,194.881,
2002-07,195.301,
2002-10,197.083,
2003-01,197.653,
2003-04,195.011,
2003-07,197.929,
2003-10,196.332,
2004-01,197.105,
2004-04,199.498,
2004-07,186.582,
2004-10,181.457,
2005-01,180.645,
2005-04,181.182,
2005-07,185.985,
2005-10,186.906,
2006-01,187.824,
2006-04,188.523,
2006-07,189.201,
2006-10,187.255,
2007-01,187.145,
2007-04,186.139,
2007-07,185.775,
2007-10,186.827,
2008-01,185.832,
2008-04,185.776,
2008-07,189.468,
2008-10,190.541,
2009-01,189.231,
2009-04,187.896,
2009-07,187.097,
2009-10,186.278,
2010-01,186.862,
2010-04,188.033,
2010-07,184.246,
2010-10,183.624,
2011-01,181.002,
2011-04,179.563,
2011-07,178.229,
2011-10,178.267,
2012-01,175.832,
2012-04,176.121,
2012-07,175.052,
2012-10,171.007,
2013-01,169.308,
2013-04,166.363,
2013-07,161.382,
2013-10,162.681,
2014-01,160.738,
2014-04,158.367,
2014-07,159.038,
2014-10,159.638,
