"",BBK01.TS1348O,BBK01.TS1348O_FLAGS
"","Credit to financial corporations (from June 2010, excluding reverse repos to central counterparties) / Loans / All maturities / Domestic / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:34,
2003-01,34.78811,
2003-02,36.23491,
2003-03,40.17879,
2003-04,38.14813,
2003-05,38.31409,
2003-06,40.31719,
2003-07,37.16214,
2003-08,36.05494,
2003-09,43.35873,
2003-10,43.39395,
2003-11,45.19741,
2003-12,48.07552,
2004-01,46.56158,
2004-02,46.03428,
2004-03,45.32826,
2004-04,46.19584,
2004-05,46.31841,
2004-06,43.44769,
2004-07,43.55721,
2004-08,40.86219,
2004-09,44.34344,
2004-10,44.54885,
2004-11,51.16884,
2004-12,53.74092,
2005-01,52.40897,
2005-02,55.57450,
2005-03,54.36571,
2005-04,55.09184,
2005-05,57.42121,
2005-06,60.14839,
2005-07,62.80247,
2005-08,67.59872,
2005-09,67.37244,
2005-10,75.18140,
2005-11,71.40655,
2005-12,66.91188,
2006-01,73.47185,
2006-02,75.42459,
2006-03,79.37520,
2006-04,81.37157,
2006-05,82.44105,
2006-06,80.79266,
2006-07,73.26355,
2006-08,79.61024,
2006-09,86.10004,
2006-10,80.93474,
2006-11,76.27528,
2006-12,68.92502,
2007-01,74.52006,
2007-02,76.75275,
2007-03,79.68084,
2007-04,78.14143,
2007-05,74.32040,
2007-06,81.08693,
2007-07,83.04840,
2007-08,84.14854,
2007-09,83.87152,
2007-10,86.90413,
2007-11,82.65484,
2007-12,88.96200,
2008-01,92.89419,
2008-02,93.75978,
2008-03,97.44939,
2008-04,99.23251,
2008-05,100.70002,
2008-06,103.81983,
2008-07,110.76654,
2008-08,108.38625,
2008-09,111.44242,
2008-10,104.75624,
2008-11,106.83523,
2008-12,110.30550,
2009-01,119.51971,
2009-02,113.41754,
2009-03,128.66525,
2009-04,130.72333,
2009-05,131.26576,
2009-06,140.42416,
2009-07,129.25854,
2009-08,119.80414,
2009-09,131.82448,
2009-10,128.72522,
2009-11,131.61967,
2009-12,136.54712,
2010-01,126.38899,
2010-02,121.92494,
2010-03,122.39545,
2010-04,131.85339,
2010-05,127.71073,
2010-06,129.36405,
2010-07,131.32878,
2010-08,128.38275,
2010-09,123.98858,
2010-10,124.95139,
2010-11,125.37572,
2010-12,130.28811,
2011-01,124.17777,
2011-02,125.14470,
2011-03,123.20339,
2011-04,121.55886,
2011-05,120.86282,
2011-06,121.91845,
2011-07,122.45722,
2011-08,125.31294,
2011-09,125.93863,
2011-10,129.47905,
2011-11,128.67533,
2011-12,128.62949,
2012-01,133.54029,
2012-02,129.33508,
2012-03,127.57048,
2012-04,123.74130,
2012-05,123.75561,
2012-06,126.78951,
2012-07,126.19688,
2012-08,127.75495,
2012-09,127.11119,
2012-10,127.62580,
2012-11,126.78366,
2012-12,129.93003,
2013-01,127.39835,
2013-02,125.66398,
2013-03,126.30631,
2013-04,126.02903,
2013-05,126.11945,
2013-06,126.72809,
2013-07,124.82578,
2013-08,125.44984,
2013-09,125.03913,
2013-10,125.78016,
2013-11,124.27050,
2013-12,123.23810,
2014-01,124.31769,
2014-02,125.85610,
2014-03,126.33189,
2014-04,126.46971,
2014-05,126.69988,
2014-06,125.58687,
2014-07,126.20115,
2014-08,126.04623,
2014-09,129.95829,
2014-10,126.20329,
2014-11,128.92297,
2014-12,127.68302,Provisional value
2015-01,128.90271,
"",General: 1 Statistical changes have been eliminated.,
