"",BBK01.TXI365,BBK01.TXI365_FLAGS
1996-07,120089,
1996-08,121083,
1996-09,124218,
1996-10,122753,
1996-11,123320,
1996-12,127976,
1997-01,125566,
1997-02,127910,
1997-03,127481,
1997-04,126320,
1997-05,125748,
1997-06,129627,
1997-07,131864,
1997-08,135851,
1997-09,135423,
1997-10,138903,
1997-11,139772,
1997-12,141803,
1998-01,147201,
1998-02,145089,
1998-03,143316,
1998-04,142952,
1998-05,149886,
1998-06,152695,
1998-07,158333,
1998-08,159697,
1998-09,163612,
1998-10,165973,
1998-11,168800,
1998-12,168215,
1999-01,172915,
1999-02,174004,
1999-03,176234,
1999-04,173569,
1999-05,178194,
1999-06,181492,
1999-07,174219,
1999-08,179550,
1999-09,177691,
1999-10,184633,
1999-11,197501,
1999-12,198715,
2000-01,197533,
2000-02,198834,
2000-03,199657,
2000-04,204949,
2000-05,210563,
2000-06,206997,
2000-07,215270,
2000-08,221581,
2000-09,235786,
2000-10,242263,
2000-11,240648,
2000-12,231385,
2001-01,229127,
2001-02,231527,
2001-03,242092,
2001-04,244482,
2001-05,250854,
2001-06,243068,
2001-07,226523,
2001-08,224907,
2001-09,226826,
2001-10,227580,
2001-11,194543,
2001-12,185384,
2002-01,186189,
2002-02,184424,
2002-03,189344,
2002-04,190112,
2002-05,186715,
2002-06,182325,
2002-07,184929,
2002-08,181521,
2002-09,186133,
2002-10,187962,
2002-11,193548,
2002-12,191054,
2003-01,184266,
2003-02,190207,
2003-03,182916,
2003-04,180271,
2003-05,177685,
2003-06,170614,
2003-07,165052,
2003-08,164407,
2003-09,169794,
2003-10,171259,
2003-11,170178,
2003-12,171140,
2004-01,161029,
2004-02,161543,
2004-03,165479,
2004-04,165660,
2004-05,169258,
2004-06,168643,
2004-07,169126,
2004-08,165792,
2004-09,167367,
2004-10,169757,
2004-11,172439,
2004-12,179157,
2005-01,170768,
2005-02,173904,
2005-03,166934,
2005-04,172177,
2005-05,177785,
2005-06,172490,
2005-07,173114,
2005-08,172932,
2005-09,173444,
2005-10,176504,
2005-11,183144,
2005-12,174788,
2006-01,170842,
2006-02,168299,
2006-03,167896,
2006-04,174323,
2006-05,180489,
2006-06,174763,
2006-07,174289,
2006-08,172537,
2006-09,177825,
2006-10,180976,
2006-11,187746,
2006-12,197511,
2007-01,191293,
2007-02,194549,
2007-03,193287,
2007-04,201089,
2007-05,213940,
2007-06,213546,
2007-07,212375,
2007-08,220303,
2007-09,231588,
2007-10,232284,
2007-11,233829,
2007-12,234594,
2008-01,225162,
2008-02,232998,
2008-03,234096,
2008-04,245324,
2008-05,246481,
2008-06,249202,
2008-07,252760,
2008-08,250568,
2008-09,253493,
2008-10,271131,
2008-11,285015,
2008-12,289050,
2009-01,294571,
2009-02,294623,
2009-03,329499,
2009-04,315784,
2009-05,284257,
2009-06,251603,
2009-07,245504,
2009-08,266307,
2009-09,265500,
2009-10,267258,
2009-11,271551,
2009-12,253286,
2010-01,251544,
2010-02,241453,
2010-03,258164,
2010-04,254601,
2010-05,270315,
2010-06,284025,
2010-07,278288,
2010-08,288773,
2010-09,275828,
2010-10,272398,
2010-11,282772,
2010-12,1195447,
2011-01,1095222,
2011-02,1047231,
2011-03,969961,
2011-04,976304,
2011-05,1020621,
2011-06,941573,
2011-07,1062233,
2011-08,1221306,
2011-09,1355719,
2011-10,1242788,
2011-11,1237987,
2011-12,1328857,
2012-01,1328911,
2012-02,1299163,
2012-03,1242083,
2012-04,1276432,
2012-05,1532712,
2012-06,1376959,
2012-07,1458474,
2012-08,1422784,
2012-09,1366151,
2012-10,1309488,
2012-11,1288052,
2012-12,1253661,
2013-01,1151873,
2013-02,1153476,
2013-03,1153954,
2013-04,1156428,
2013-05,1060804,
2013-06,975558,
2013-07,954749,
2013-08,885982,
2013-09,916901,
2013-10,918765,
2013-11,915655,
2013-12,862134,
2014-01,880725,
2014-02,851093,
2014-03,836346,
2014-04,839596,
2014-05,873220,
2014-06,875547,
2014-07,900915,
2014-08,989029,
2014-09,972372,
2014-10,976517,
2014-11,1023453,
2014-12,1058665,
2015-01,1190933,
