"",BBK01.TXI365,BBK01.TXI365_FLAGS
"",OTHER ASSETS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:25,
1980-01,47607,
1980-02,46091,
1980-03,48316,
1980-04,41575,
1980-05,42363,
1980-06,47457,
1980-07,44712,
1980-08,45321,
1980-09,46667,
1980-10,42013,
1980-11,46871,
1980-12,43779,
1981-01,41949,
1981-02,43769,
1981-03,46584,
1981-04,38401,
1981-05,44755,
1981-06,44444,
1981-07,38029,
1981-08,42322,
1981-09,44137,
1981-10,39568,
1981-11,44075,
1981-12,39526,
1982-01,44133,
1982-02,44741,
1982-03,44076,
1982-04,38876,
1982-05,44151,
1982-06,44389,
1982-07,40170,
1982-08,44940,
1982-09,45572,
1982-10,43051,
1982-11,47956,
1982-12,44170,
1983-01,48530,
1983-02,48017,
1983-03,43191,
1983-04,41720,
1983-05,47120,
1983-06,47718,
1983-07,47348,
1983-08,48171,
1983-09,43453,
1983-10,45344,
1983-11,50423,
1983-12,48623,
1984-01,53608,
1984-02,54269,
1984-03,48780,
1984-04,48087,
1984-05,52267,
1984-06,48134,
1984-07,51343,
1984-08,47026,
1984-09,53220,
1984-10,49744,
1984-11,49010,
1984-12,52559,
1985-01,56907,
1985-02,58152,
1985-03,57777,
1985-04,50798,
1985-05,51427,
1985-06,56035,
1985-07,54678,
1985-08,49666,
1985-09,56272,
1985-10,51798,
1985-11,51660,
1985-12,57608,
1986-01,56819,
1986-02,58393,
1986-03,62471,
1986-04,56177,
1986-05,55686,
1986-06,60577,
1986-07,59716,
1986-08,60162,
1986-09,61046,
1986-10,55620,
1986-11,63206,
1986-12,61869,
1987-01,58486,
1987-02,58898,
1987-03,62784,
1987-04,55816,
1987-05,61360,
1987-06,62677,
1987-07,56258,
1987-08,62852,
1987-09,63376,
1987-10,58134,
1987-11,65306,
1987-12,61844,
1988-01,66165,
1988-02,65987,
1988-03,59349,
1988-04,58466,
1988-05,66105,
1988-06,64827,
1988-07,64805,
1988-08,66054,
1988-09,60415,
1988-10,62134,
1988-11,69099,
1988-12,64790,
1989-01,69563,
1989-02,70866,
1989-03,63108,
1989-04,61586,
1989-05,68654,
1989-06,61877,
1989-07,67627,
1989-08,67438,
1989-09,62565,
1989-10,66459,
1989-11,71044,
1989-12,71588,
1990-01,72584,
1990-02,73800,
1990-03,66863,
1990-04,65434,
1990-05,72074,
1990-06,70296,
1990-07,77953,
1990-08,74683,
1990-09,83364,
1990-10,77332,
1990-11,74213,
1990-12,80367,
1991-01,83476,
1991-02,84331,
1991-03,80141,
1991-04,77708,
1991-05,76440,
1991-06,83500,
1991-07,84291,
1991-08,75792,
1991-09,86289,
1991-10,82213,
1991-11,83387,
1991-12,89748,
1992-01,87779,
1992-02,88804,
1992-03,94004,
1992-04,90333,
1992-05,93919,
1992-06,94163,
1992-07,91184,
1992-08,98329,
1992-09,94186,
1992-10,97076,
1992-11,101784,
1992-12,98158,
1993-01,98852,
1993-02,97860,
1993-03,93725,
1993-04,89461,
1993-05,92177,
1993-06,91409,
1993-07,91514,
1993-08,95177,
1993-09,93645,
1993-10,98515,
1993-11,103633,
1993-12,105961,
1994-01,105794,
1994-02,108187,
1994-03,103766,
1994-04,104231,
1994-05,105199,
1994-06,102398,
1994-07,103116,
1994-08,103374,
1994-09,103924,
1994-10,105875,
1994-11,105678,
1994-12,109855,
1995-01,112392,
1995-02,115951,
1995-03,112224,
1995-04,111026,
1995-05,103406,
1995-06,105048,
1995-07,103524,
1995-08,108005,
1995-09,111451,
1995-10,110718,
1995-11,113381,
1995-12,119106,
1996-01,119908,
1996-02,121201,
1996-03,121798,
1996-04,119514,
1996-05,121880,
1996-06,121261,
