"",BBK01.OUE040,BBK01.OUE040_FLAGS
"",Foreign securities / Bonds and debt securities issued by foreign non-banks / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:06,
1968-12,0.005,
1969-01,0.005,
1969-02,0.005,
1969-03,0.006,
1969-04,0.005,
1969-05,0.005,
1969-06,0.005,
1969-07,0.005,
1969-08,0.005,
1969-09,0.005,
1969-10,0.012,
1969-11,0.012,
1969-12,0.005,
1970-01,0.005,
1970-02,0.006,
1970-03,0.006,
1970-04,0.006,
1970-05,0.007,
1970-06,0.006,
1970-07,0.007,
1970-08,0.006,
1970-09,0.007,
1970-10,0.006,
1970-11,0.006,
1970-12,0.007,
1971-01,0.006,
1971-02,0.007,
1971-03,0.006,
1971-04,0.006,
1971-05,0.008,
1971-06,0.008,
1971-07,0.007,
1971-08,0.007,
1971-09,0.007,
1971-10,0.007,
1971-11,0.008,
1971-12,0.008,
1972-01,0.008,
1972-02,0.007,
1972-03,0.007,
1972-04,0.007,
1972-05,0.007,
1972-06,0.008,
1972-07,0.004,
1972-08,0.004,
1972-09,0.004,
1972-10,0.006,
1972-11,0.007,
1972-12,0.007,
1973-01,0.006,
1973-02,0.006,
1973-03,0.006,
1973-04,0.006,
1973-05,0.006,
1973-06,0.006,
1973-07,0.006,
1973-08,0.006,
1973-09,0.006,
1973-10,0.006,
1973-11,0.006,
1973-12,0.006,
1974-01,0.006,
1974-02,0.006,
1974-03,0.006,
1974-04,0.006,
1974-05,0.006,
1974-06,0.006,
1974-07,0.006,
1974-08,0.006,
1974-09,0.006,
1974-10,0.006,
1974-11,0.006,
1974-12,0.005,
1975-01,0.005,
1975-02,0.006,
1975-03,0.006,
1975-04,0.006,
1975-05,0.006,
1975-06,0.006,
1975-07,0.006,
1975-08,0.006,
1975-09,0.006,
1975-10,0.006,
1975-11,0.006,
1975-12,0.007,
1976-01,0.007,
1976-02,0.011,
1976-03,0.011,
1976-04,0.011,
1976-05,0.013,
1976-06,0.015,
1976-07,0.021,
1976-08,0.021,
1976-09,0.027,
1976-10,0.026,
1976-11,0.024,
1976-12,0.032,
1977-01,0.031,
1977-02,0.033,
1977-03,0.036,
1977-04,0.040,
1977-05,0.042,
1977-06,0.042,
1977-07,0.042,
1977-08,0.050,
1977-09,0.052,
1977-10,0.055,
1977-11,0.056,
1977-12,0.055,
1978-01,0.055,
1978-02,0.051,
1978-03,0.061,
1978-04,0.067,
1978-05,0.067,
1978-06,0.066,
1978-07,0.068,
1978-08,0.070,
1978-09,0.076,
1978-10,0.078,
1978-11,0.079,
1978-12,0.080,
1979-01,0.079,
1979-02,0.084,
1979-03,0.083,
1979-04,0.081,
1979-05,0.079,
1979-06,0.080,
1979-07,0.078,
1979-08,0.077,
1979-09,0.073,
1979-10,0.073,
1979-11,0.088,
1979-12,0.087,
1980-01,0.093,
1980-02,0.094,
1980-03,0.093,
1980-04,0.095,
1980-05,0.096,
1980-06,0.096,
1980-07,0.104,
1980-08,0.103,
1980-09,0.104,
1980-10,0.107,
1980-11,0.111,
1980-12,0.110,
1981-01,0.118,
1981-02,0.114,
1981-03,0.119,
1981-04,0.119,
1981-05,0.114,
1981-06,0.107,
1981-07,0.107,
1981-08,0.116,
1981-09,0.117,
1981-10,0.095,
1981-11,0.095,
