"",BBK01.RJ1815,BBK01.RJ1815_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:17,
1989,.,No value available
1990,.,No value available
1991,76,
1992,84,
1993,93,
1994,111,
1995,124,
1996,138,
1997,154,
1998,125,
1999,141,
2000,170,
2001,189,
2002,204,
2003,186,
2004,213,
2005,2531,
2006,15654,
2007,17290,
2008,20345,
2009,21809,
2010,23269,
2011,19396,
2012,19470,
