"",BBK01.OEAH03H,BBK01.OEAH03H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:43,
2002-01,164.073,
2002-04,157.458,
2002-07,158.074,
2002-10,157.221,
2003-01,157.374,
2003-04,154.706,
2003-07,151.410,
2003-10,157.001,
2004-01,155.369,
2004-04,153.926,
2004-07,152.270,
2004-10,155.869,
2005-01,154.552,
2005-04,153.605,
2005-07,154.097,
2005-10,154.574,
2006-01,154.687,
2006-04,154.623,
2006-07,160.926,
2006-10,163.670,
2007-01,172.964,
2007-04,175.073,
2007-07,188.739,
2007-10,199.405,
2008-01,209.381,
2008-04,216.594,
2008-07,222.781,
2008-10,228.920,
2009-01,215.826,
2009-04,215.665,
2009-07,206.126,
2009-10,196.300,
2010-01,196.502,
2010-04,192.636,
2010-07,191.214,
2010-10,197.890,
2011-01,187.908,
2011-04,192.891,
2011-07,204.541,
2011-10,206.813,
2012-01,193.839,
2012-04,192.323,
2012-07,192.856,
2012-10,183.072,
2013-01,183.668,
2013-04,187.458,
2013-07,158.462,
2013-10,159.943,
2014-01,160.171,
2014-04,156.290,
2014-07,155.144,
