"",BBNZ1.Q.DE.Y.G.0078.A,BBNZ1.Q.DE.Y.G.0078.A_FLAGS
"",Germany / National accounts / Origin of GDP / Other service / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:49,
1991-01,13.774,
1991-04,14.283,
1991-07,14.350,
1991-10,14.529,
1992-01,15.749,
1992-04,15.617,
1992-07,16.153,
1992-10,16.152,
1993-01,15.892,
1993-04,16.182,
1993-07,16.213,
1993-10,16.450,
1994-01,17.006,
1994-04,16.982,
1994-07,17.327,
1994-10,17.555,
1995-01,17.592,
1995-04,17.649,
1995-07,17.882,
1995-10,18.041,
1996-01,18.242,
1996-04,18.287,
1996-07,18.472,
1996-10,18.521,
1997-01,18.572,
1997-04,18.833,
1997-07,18.724,
1997-10,18.804,
1998-01,18.682,
1998-04,18.810,
1998-07,19.123,
1998-10,19.385,
1999-01,19.259,
1999-04,19.649,
1999-07,19.669,
1999-10,19.992,
2000-01,20.497,
2000-04,20.325,
2000-07,20.571,
2000-10,20.494,
2001-01,20.641,
2001-04,20.598,
2001-07,20.797,
2001-10,21.288,
2002-01,21.033,
2002-04,21.031,
2002-07,21.134,
2002-10,21.070,
2003-01,21.327,
2003-04,21.363,
2003-07,21.671,
2003-10,21.643,
2004-01,22.013,
2004-04,22.210,
2004-07,22.123,
2004-10,22.187,
2005-01,22.222,
2005-04,22.396,
2005-07,22.395,
2005-10,22.477,
2006-01,22.742,
2006-04,22.824,
2006-07,23.014,
2006-10,23.203,
2007-01,23.332,
2007-04,23.312,
2007-07,23.495,
2007-10,23.405,
2008-01,23.953,
2008-04,24.299,
2008-07,24.234,
2008-10,24.404,
2009-01,23.630,
2009-04,23.803,
2009-07,23.829,
2009-10,24.078,
2010-01,24.190,
2010-04,24.072,
2010-07,24.161,
2010-10,24.272,
2011-01,24.921,
2011-04,24.931,
2011-07,24.751,
2011-10,24.775,
2012-01,25.152,
2012-04,25.167,
2012-07,25.474,
2012-10,25.613,
2013-01,25.283,
2013-04,25.883,
2013-07,26.317,
2013-10,26.334,
2014-01,26.663,
2014-04,26.745,
2014-07,27.173,
2014-10,27.424,
