"",BBK01.OUG323,BBK01.OUG323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:37,
1999-01,38.859,
1999-02,41.204,
1999-03,43.920,
1999-04,44.509,
1999-05,43.298,
1999-06,43.514,
1999-07,42.640,
1999-08,43.132,
1999-09,44.207,
1999-10,43.200,
1999-11,56.069,
1999-12,56.069,
2000-01,55.387,
2000-02,57.094,
2000-03,57.981,
2000-04,59.148,
2000-05,58.142,
2000-06,57.978,
2000-07,59.073,
2000-08,60.326,
2000-09,62.327,
2000-10,63.722,
2000-11,62.887,
2000-12,62.304,
2001-01,62.435,
2001-02,64.861,
2001-03,66.619,
2001-04,66.983,
2001-05,68.673,
2001-06,69.559,
2001-07,68.706,
2001-08,67.475,
2001-09,67.784,
2001-10,67.875,
2001-11,66.770,
2001-12,67.529,
2002-01,67.819,
2002-02,67.339,
2002-03,66.996,
2002-04,65.013,
2002-05,63.702,
2002-06,62.034,
2002-07,62.542,
2002-08,63.222,
2002-09,62.955,
2002-10,63.037,
2002-11,62.144,
2002-12,60.755,
2003-01,60.670,
2003-02,59.684,
2003-03,59.127,
2003-04,58.431,
2003-05,57.182,
2003-06,58.148,
2003-07,57.920,
2003-08,58.183,
2003-09,56.920,
2003-10,56.424,
2003-11,55.526,
2003-12,55.336,
2004-01,54.428,
2004-02,53.434,
2004-03,52.429,
2004-04,52.693,
2004-05,52.550,
2004-06,52.853,
2004-07,53.264,
2004-08,52.825,
2004-09,52.646,
2004-10,52.186,
2004-11,50.976,
2004-12,50.678,
2005-01,52.412,
2005-02,52.211,
2005-03,52.336,
2005-04,52.089,
2005-05,53.191,
2005-06,56.352,
2005-07,58.453,
2005-08,57.862,
2005-09,57.958,
2005-10,58.056,
2005-11,58.649,
2005-12,57.205,
2006-01,55.896,
2006-02,54.551,
2006-03,52.867,
2006-04,52.096,
2006-05,50.366,
2006-06,50.377,
2006-07,50.305,
2006-08,50.158,
2006-09,50.327,
2006-10,50.376,
2006-11,49.689,
2006-12,48.980,
2007-01,48.507,
2007-02,47.840,
2007-03,47.802,
2007-04,47.272,
2007-05,47.144,
2007-06,46.769,
2007-07,46.680,
2007-08,46.457,
2007-09,44.968,
2007-10,44.072,
2007-11,42.049,
2007-12,41.318,
2008-01,40.041,
2008-02,38.607,
2008-03,37.148,
2008-04,36.051,
2008-05,36.911,
2008-06,36.356,
2008-07,36.019,
2008-08,37.107,
2008-09,36.366,
2008-10,41.931,
2008-11,42.047,
2008-12,39.243,
2009-01,40.702,
2009-02,40.666,
2009-03,38.298,
2009-04,37.711,
2009-05,18.891,
2009-06,18.792,
2009-07,19.881,
2009-08,19.383,
2009-09,18.670,
2009-10,18.393,
2009-11,18.031,
2009-12,16.980,
2010-01,16.850,
2010-02,17.336,
2010-03,16.653,
2010-04,16.647,
2010-05,17.138,
2010-06,16.813,
2010-07,16.162,
2010-08,16.306,
2010-09,15.813,
2010-10,15.596,
2010-11,15.695,
2010-12,15.489,
2011-01,15.295,
2011-02,13.978,
2011-03,13.799,
2011-04,12.538,
2011-05,12.678,
2011-06,12.442,
2011-07,12.632,
2011-08,12.537,
2011-09,12.689,
2011-10,12.452,
2011-11,12.426,
2011-12,12.408,
2012-01,12.275,
2012-02,12.014,
2012-03,11.678,
2012-04,11.659,
2012-05,11.974,
2012-06,11.810,
2012-07,11.462,
2012-08,11.289,
2012-09,11.153,
2012-10,11.062,
2012-11,11.020,
2012-12,9.629,
2013-01,9.265,
2013-02,8.895,
2013-03,8.974,
2013-04,8.771,
2013-05,8.330,
2013-06,8.068,
2013-07,8.116,
2013-08,8.083,
2013-09,7.859,
2013-10,7.781,
2013-11,7.896,
2013-12,8.107,
2014-01,8.190,
2014-02,8.164,
2014-03,8.514,
2014-04,8.627,
2014-05,8.733,
2014-06,7.929,
2014-07,7.967,
2014-08,7.977,
2014-09,8.122,
2014-10,7.986,
2014-11,8.456,
2014-12,8.453,Provisional value
