"",BBK01.CEL509,BBK01.CEL509_FLAGS
"",Equity and investment fund shares                                                     debtor: Total            creditor: Investment fund shares,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:48:59,
1999-01,10.1,
1999-04,3.5,
1999-07,-2.6,
1999-10,22.4,
2000-01,3.9,
2000-04,18.0,
2000-07,14.1,
2000-10,29.6,
2001-01,14.7,
2001-04,1.4,
2001-07,-5.5,
2001-10,28.9,
2002-01,5.3,
2002-04,5.7,
2002-07,1.2,
2002-10,8.7,
2003-01,-1.9,
2003-04,4.9,
2003-07,-13.2,
2003-10,20.2,
2004-01,8.7,
2004-04,-8.4,
2004-07,-5.7,
2004-10,18.4,
2005-01,-1.2,
2005-04,3.0,
2005-07,0.7,
2005-10,12.2,
2006-01,8.5,
2006-04,-16.7,
2006-07,-7.7,
2006-10,10.7,
2007-01,-4.0,
2007-04,-14.5,
2007-07,-14.0,
2007-10,7.0,
2008-01,-2.3,
2008-04,-4.2,
2008-07,1.6,
2008-10,17.4,
2009-01,9.8,
2009-04,-16.2,
2009-07,-3.6,
2009-10,26.8,
2010-01,2.1,
2010-04,22.3,
2010-07,10.7,
2010-10,14.9,
2011-01,-5.0,
2011-04,10.1,
2011-07,21.1,
2011-10,20.6,
2012-01,3.7,
2012-04,13.8,
2012-07,-11.8,
2012-10,16.6,
2013-01,15.1,
2013-04,3.3,
2013-07,14.6,
2013-10,7.0,
2014-01,4.6,
2014-04,13.7,
2014-07,7.6,
