"",BBK01.PC3694,BBK01.PC3694_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:21:05,
1985-10,0.433,
1986-01,0.425,
1986-04,0.431,
1986-07,0.442,
1986-10,0.452,
1987-01,0.445,
1987-04,0.451,
1987-07,0.475,
1987-10,0.491,
1988-01,0.511,
1988-04,0.538,
1988-07,0.581,
1988-10,0.586,
1989-01,0.605,
1989-04,0.658,
1989-07,0.719,
1989-10,0.785,
1990-01,0.878,
1990-04,0.914,
1990-07,0.945,
1990-10,0.978,
1991-01,0.967,
1991-04,0.994,
1991-07,1.034,
1991-10,1.069,
1992-01,1.086,
1992-04,1.130,
1992-07,1.133,
1992-10,3.326,
1993-01,3.340,
1993-04,3.476,
1993-07,3.672,
1993-10,4.227,
1994-01,4.399,
1994-04,4.682,
1994-07,6.206,
1994-10,6.681,
1995-01,6.909,
1995-04,7.019,
1995-07,7.296,
1995-10,7.619,
1996-01,7.785,
1996-04,7.976,
1996-07,8.220,
1996-10,8.547,
1997-01,8.699,
1997-04,8.957,
1997-07,9.084,
1997-10,9.316,
1998-01,9.409,
1998-04,9.514,
1998-07,9.445,
1998-10,9.780,
1999-01,9.332,
1999-04,9.564,
1999-07,9.883,
1999-10,10.283,
2000-01,10.431,
2000-04,10.544,
2000-07,10.509,
2000-10,10.730,
2001-01,10.959,
2001-04,10.883,
2001-07,10.849,
2001-10,10.892,
2002-01,11.004,
2002-04,15.386,
2002-07,17.412,
2002-10,17.648,
2003-01,17.667,
2003-04,17.849,
2003-07,18.099,
2003-10,18.547,
2004-01,18.857,
2004-04,19.353,
2004-07,20.120,
2004-10,21.242,
2005-01,22.108,
2005-04,23.566,
2005-07,25.696,
2005-10,95.050,
2006-01,95.528,
2006-04,95.412,
2006-07,96.336,
2006-10,96.333,
2007-01,96.186,
2007-04,95.491,
2007-07,95.432,
2007-10,98.911,
2008-01,97.099,
2008-04,97.926,
2008-07,97.496,
2008-10,96.795,
2009-01,94.075,
2009-04,93.460,
2009-07,93.760,
2009-10,93.429,
2010-01,92.763,
2010-04,92.865,
2010-07,92.861,
2010-10,93.365,
2011-01,93.572,
2011-04,94.084,
2011-07,94.568,
2011-10,96.482,
2012-01,96.825,
2012-04,97.561,
2012-07,97.748,
2012-10,97.911,
2013-01,97.425,
2013-04,96.102,
2013-07,96.775,
2013-10,96.989,
2014-01,97.102,
2014-04,97.156,
2014-07,98.034,
2014-10,97.068,
