"",BBNZ1.Q.DE.Y.H.0078.A,BBNZ1.Q.DE.Y.H.0078.A_FLAGS
"",Germany / National accounts / Origin of GDP / Other service / Chain-linked index / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:43,
1991-01,85.34,
1991-04,85.73,
1991-07,86.00,
1991-10,85.70,
1992-01,91.41,
1992-04,90.11,
1992-07,90.70,
1992-10,90.66,
1993-01,88.47,
1993-04,88.36,
1993-07,88.64,
1993-10,89.04,
1994-01,91.10,
1994-04,90.98,
1994-07,91.93,
1994-10,92.50,
1995-01,92.25,
1995-04,91.91,
1995-07,92.29,
1995-10,92.64,
1996-01,93.51,
1996-04,93.69,
1996-07,93.90,
1996-10,93.89,
1997-01,92.77,
1997-04,93.92,
1997-07,93.24,
1997-10,93.00,
1998-01,93.26,
1998-04,93.38,
1998-07,94.53,
1998-10,95.28,
1999-01,95.04,
1999-04,95.46,
1999-07,96.11,
1999-10,97.52,
2000-01,99.59,
2000-04,99.19,
2000-07,99.11,
2000-10,98.76,
2001-01,98.00,
2001-04,97.42,
2001-07,97.51,
2001-10,98.06,
2002-01,96.35,
2002-04,96.20,
2002-07,95.96,
2002-10,95.10,
2003-01,95.01,
2003-04,94.77,
2003-07,96.08,
2003-10,95.39,
2004-01,97.28,
2004-04,97.86,
2004-07,97.63,
2004-10,97.55,
2005-01,97.24,
2005-04,97.92,
2005-07,97.95,
2005-10,98.90,
2006-01,99.75,
2006-04,99.54,
2006-07,99.61,
2006-10,100.44,
2007-01,100.76,
2007-04,100.86,
2007-07,101.27,
2007-10,101.14,
2008-01,102.90,
2008-04,103.94,
2008-07,103.66,
2008-10,103.52,
2009-01,100.78,
2009-04,100.67,
2009-07,100.50,
2009-10,100.60,
2010-01,100.12,
2010-04,99.82,
2010-07,99.61,
2010-10,100.14,
2011-01,101.82,
2011-04,100.73,
2011-07,100.11,
2011-10,99.87,
2012-01,101.02,
2012-04,100.63,
2012-07,101.02,
2012-10,100.33,
2013-01,98.51,
2013-04,99.34,
2013-07,99.74,
2013-10,99.03,
2014-01,99.31,
2014-04,99.18,
2014-07,100.31,
2014-10,100.01,
