"",BBK01.OU9375,BBK01.OU9375_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:30,
1968-12,0.095,
1969-01,0.099,
1969-02,0.118,
1969-03,0.126,
1969-04,0.156,
1969-05,0.231,
1969-06,0.292,
1969-07,0.264,
1969-08,0.368,
1969-09,0.542,
1969-10,0.579,
1969-11,0.505,
1969-12,0.307,
1970-01,0.271,
1970-02,0.172,
1970-03,0.163,
1970-04,0.144,
1970-05,0.157,
1970-06,0.125,
1970-07,0.168,
1970-08,0.130,
1970-09,0.124,
1970-10,0.134,
1970-11,0.126,
1970-12,0.176,
1971-01,0.200,
1971-02,0.164,
1971-03,0.118,
1971-04,0.132,
1971-05,0.155,
1971-06,0.180,
1971-07,0.216,
1971-08,0.187,
1971-09,0.208,
1971-10,0.249,
1971-11,0.213,
1971-12,0.132,
1972-01,0.144,
1972-02,0.144,
1972-03,0.197,
1972-04,0.210,
1972-05,0.226,
1972-06,0.245,
1972-07,0.287,
1972-08,0.329,
1972-09,0.324,
1972-10,0.385,
1972-11,0.459,
1972-12,0.334,
1973-01,0.394,
1973-02,0.571,
1973-03,0.635,
1973-04,0.768,
1973-05,0.790,
1973-06,0.734,
1973-07,0.734,
1973-08,0.722,
1973-09,0.733,
1973-10,0.907,
1973-11,0.972,
1973-12,0.740,
1974-01,0.878,
1974-02,0.850,
1974-03,0.744,
1974-04,0.749,
1974-05,0.721,
1974-06,0.648,
1974-07,0.664,
1974-08,0.654,
1974-09,0.589,
1974-10,0.529,
1974-11,0.457,
1974-12,0.394,
1975-01,0.398,
1975-02,0.372,
1975-03,0.433,
1975-04,0.481,
1975-05,0.497,
1975-06,0.414,
1975-07,0.436,
1975-08,0.366,
1975-09,0.363,
1975-10,0.407,
1975-11,0.388,
1975-12,0.290,
1976-01,0.304,
1976-02,0.376,
1976-03,0.470,
1976-04,0.622,
1976-05,0.558,
1976-06,0.489,
1976-07,0.458,
1976-08,0.450,
1976-09,0.359,
1976-10,0.394,
1976-11,0.360,
1976-12,0.338,
1977-01,0.337,
1977-02,0.383,
1977-03,0.403,
1977-04,0.437,
1977-05,0.463,
1977-06,0.430,
1977-07,0.384,
1977-08,0.321,
1977-09,0.224,
1977-10,0.225,
1977-11,0.204,
1977-12,0.216,
1978-01,0.299,
1978-02,0.288,
1978-03,0.280,
