"",BBK01.TSD318,BBK01.TSD318_FLAGS
"",Monetary capital formation / All maturities / German contribution / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:14,
1999-01,1624.7,
1999-02,1643.6,
1999-03,1655.4,
1999-04,1666.9,
1999-05,1669.7,
1999-06,1674.7,
1999-07,1674.0,
1999-08,1685.0,
1999-09,1707.1,
1999-10,1713.9,
1999-11,1725.5,
1999-12,1735.9,
2000-01,1733.7,
2000-02,1737.3,
2000-03,1739.8,
2000-04,1755.0,
2000-05,1762.0,
2000-06,1768.6,
2000-07,1778.7,
2000-08,1789.1,
2000-09,1798.7,
2000-10,1807.5,
2000-11,1796.5,
2000-12,1786.3,
2001-01,1792.7,
2001-02,1796.7,
2001-03,1800.6,
2001-04,1787.3,
2001-05,1794.6,
2001-06,1805.3,
2001-07,1794.4,
2001-08,1798.0,
2001-09,1800.9,
2001-10,1805.1,
2001-11,1782.6,
2001-12,1786.9,
2002-01,1794.3,
2002-02,1799.5,
2002-03,1812.1,
2002-04,1801.5,
2002-05,1800.5,
2002-06,1789.2,
2002-07,1797.2,
2002-08,1810.7,
2002-09,1814.7,
2002-10,1814.5,
2002-11,1819.1,
2002-12,1812.5,
2003-01,1810.6,
2003-02,1814.9,
2003-03,1810.7,
2003-04,1803.1,
2003-05,1797.0,
2003-06,1800.3,
2003-07,1804.8,
2003-08,1822.4,
2003-09,1819.5,
2003-10,1824.5,
2003-11,1826.2,
2003-12,1824.5,
2004-01,1825.8,
2004-02,1823.1,
2004-03,1838.5,
2004-04,1847.9,
2004-05,1853.2,
2004-06,1857.5,
2004-07,1863.2,
2004-08,1871.1,
2004-09,1878.9,
2004-10,1881.7,
2004-11,1881.6,
2004-12,1881.3,
2005-01,1884.4,
2005-02,1884.6,
2005-03,1895.0,
2005-04,1906.8,
2005-05,1912.8,
2005-06,1922.2,
2005-07,1921.5,
2005-08,1923.8,
2005-09,1925.7,
2005-10,1930.0,
2005-11,1939.8,
2005-12,1940.3,
2006-01,1964.0,
2006-02,1987.4,
2006-03,1980.8,
2006-04,1979.6,
2006-05,1982.6,
2006-06,1988.8,
2006-07,2002.1,
2006-08,2000.3,
2006-09,1996.4,
2006-10,2001.8,
2006-11,1998.6,
2006-12,2006.8,
2007-01,2026.2,
2007-02,2034.2,
2007-03,2022.1,
2007-04,2024.3,
2007-05,2025.4,
2007-06,2028.9,
2007-07,2034.4,
2007-08,2030.6,
2007-09,2029.6,
2007-10,2036.7,
2007-11,2020.3,
2007-12,2023.8,
2008-01,2029.4,
2008-02,2023.9,
2008-03,2014.6,
2008-04,2008.2,
2008-05,1999.9,
2008-06,1998.0,
2008-07,2000.9,
2008-08,2008.3,
2008-09,2015.9,
2008-10,2018.9,
2008-11,2016.6,
2008-12,2029.2,
2009-01,2055.2,
2009-02,2048.1,
2009-03,2023.8,
2009-04,2012.0,
2009-05,2013.3,
2009-06,2039.1,
2009-07,2029.4,
2009-08,2033.5,
2009-09,2019.9,
2009-10,2019.0,
2009-11,2025.2,
2009-12,2019.4,
2010-01,2020.5,
2010-02,2028.9,
2010-03,2032.8,
2010-04,2035.2,
2010-05,2053.7,
2010-06,2048.7,
2010-07,2015.5,
2010-08,2029.5,
2010-09,2011.8,
2010-10,2011.1,
2010-11,2063.6,
2010-12,2061.5,
2011-01,2051.8,
2011-02,2056.6,
2011-03,2042.0,
2011-04,2034.0,
2011-05,2042.3,
2011-06,2036.5,
2011-07,2046.1,
2011-08,2064.0,
2011-09,2062.5,
2011-10,2057.1,
2011-11,2061.6,
2011-12,2060.4,
2012-01,2043.3,
2012-02,2050.2,
2012-03,2036.4,
2012-04,2042.5,
2012-05,2050.5,
2012-06,2040.9,
2012-07,2050.5,
2012-08,2040.4,
2012-09,2037.5,
2012-10,2015.9,
2012-11,2004.4,
2012-12,1983.5,
2013-01,1963.6,
2013-02,1962.2,
2013-03,1965.6,
2013-04,1939.9,
2013-05,1931.1,
2013-06,1901.8,
2013-07,1894.3,
2013-08,1891.5,
2013-09,1881.8,
2013-10,1873.9,
2013-11,1866.2,
2013-12,1855.2,
2014-01,1859.0,
2014-02,1856.3,
2014-03,1848.5,
2014-04,1829.2,
2014-05,1850.0,
2014-06,1853.5,
2014-07,1858.1,
2014-08,1859.2,
2014-09,1863.7,
2014-10,1860.2,
2014-11,1862.2,
2014-12,1857.6,Provisional value
2015-01,1891.2,
