"",BBDE1.M.DE.Y.AEB1.A2R240050.F.C.I10.A,BBDE1.M.DE.Y.AEB1.A2R240050.F.C.I10.A_FLAGS
"","Orders received from the domestic market / At constant prices / Germany / 24+25 Manufacture of basic metals and fabricated metal products, except machinery and equipment / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:09,
1991-01,95.3,
1991-02,96.8,
1991-03,94.3,
1991-04,92.0,
1991-05,91.4,
1991-06,91.5,
1991-07,89.0,
1991-08,90.5,
1991-09,90.4,
1991-10,91.3,
1991-11,93.2,
1991-12,94.6,
1992-01,98.5,
1992-02,98.1,
1992-03,93.8,
1992-04,93.7,
1992-05,92.2,
1992-06,90.0,
1992-07,87.8,
1992-08,89.2,
1992-09,88.0,
1992-10,84.6,
1992-11,83.3,
1992-12,82.3,
1993-01,84.5,
1993-02,82.6,
1993-03,80.5,
1993-04,81.7,
1993-05,82.1,
1993-06,80.5,
1993-07,80.6,
1993-08,79.9,
1993-09,83.6,
1993-10,84.6,
1993-11,85.5,
1993-12,85.3,
1994-01,83.3,
1994-02,85.1,
1994-03,88.3,
1994-04,91.4,
1994-05,91.4,
1994-06,92.1,
1994-07,91.6,
1994-08,94.4,
1994-09,96.4,
1994-10,95.1,
1994-11,95.0,
1994-12,98.0,
1995-01,89.8,
1995-02,94.0,
1995-03,93.1,
1995-04,91.2,
1995-05,88.8,
1995-06,88.0,
1995-07,86.6,
1995-08,85.8,
1995-09,86.8,
1995-10,84.8,
1995-11,82.9,
1995-12,82.5,
1996-01,83.6,
1996-02,79.8,
1996-03,81.0,
1996-04,81.8,
1996-05,83.8,
1996-06,84.8,
1996-07,84.2,
1996-08,85.4,
1996-09,85.7,
1996-10,84.8,
1996-11,85.1,
1996-12,87.0,
1997-01,83.3,
1997-02,85.5,
1997-03,87.9,
1997-04,86.6,
1997-05,87.9,
1997-06,89.2,
1997-07,90.9,
1997-08,88.7,
1997-09,88.6,
1997-10,92.0,
1997-11,93.3,
1997-12,92.5,
1998-01,92.8,
1998-02,91.7,
1998-03,93.6,
1998-04,96.0,
1998-05,92.1,
1998-06,93.8,
1998-07,88.9,
1998-08,92.0,
1998-09,87.7,
1998-10,88.9,
1998-11,87.2,
1998-12,87.2,
1999-01,89.1,
1999-02,86.1,
1999-03,87.5,
1999-04,87.5,
1999-05,87.9,
1999-06,88.8,
1999-07,91.0,
1999-08,91.5,
1999-09,91.8,
1999-10,92.9,
1999-11,95.0,
1999-12,95.5,
2000-01,94.2,
2000-02,97.0,
2000-03,93.4,
2000-04,95.4,
2000-05,99.2,
2000-06,93.7,
2000-07,96.8,
2000-08,96.1,
2000-09,96.8,
2000-10,95.4,
2000-11,95.6,
2000-12,95.3,
2001-01,97.9,
2001-02,97.4,
2001-03,93.6,
2001-04,93.1,
2001-05,93.0,
2001-06,92.2,
2001-07,92.9,
2001-08,91.9,
2001-09,93.2,
2001-10,90.7,
2001-11,87.7,
2001-12,92.9,
2002-01,92.8,
2002-02,92.7,
2002-03,88.8,
2002-04,92.8,
2002-05,91.8,
2002-06,92.5,
2002-07,93.9,
2002-08,91.8,
2002-09,96.3,
2002-10,94.8,
2002-11,93.5,
2002-12,93.2,
2003-01,90.5,
2003-02,91.9,
2003-03,90.6,
2003-04,90.0,
2003-05,87.6,
2003-06,90.0,
2003-07,89.5,
2003-08,88.6,
2003-09,89.7,
2003-10,93.2,
2003-11,95.3,
2003-12,94.2,
2004-01,95.0,
2004-02,96.0,
2004-03,98.3,
2004-04,96.9,
2004-05,95.8,
2004-06,94.6,
2004-07,95.3,
2004-08,94.4,
2004-09,93.3,
2004-10,95.3,
2004-11,92.3,
2004-12,97.1,
2005-01,92.3,
2005-02,88.3,
2005-03,89.2,
2005-04,87.2,
2005-05,88.3,
2005-06,90.8,
2005-07,94.1,
2005-08,93.2,
2005-09,95.8,
2005-10,98.1,
2005-11,96.6,
2005-12,99.7,
2006-01,100.4,
2006-02,99.0,
2006-03,99.6,
2006-04,102.3,
2006-05,103.9,
2006-06,103.4,
2006-07,102.3,
2006-08,107.2,
2006-09,106.7,
2006-10,108.6,
2006-11,108.4,
2006-12,110.1,
2007-01,108.6,
2007-02,108.0,
2007-03,106.8,
2007-04,106.4,
2007-05,111.5,
2007-06,111.3,
2007-07,106.4,
2007-08,109.3,
2007-09,108.2,
2007-10,111.0,
2007-11,124.0,
2007-12,119.5,
2008-01,112.2,
2008-02,113.7,
2008-03,112.6,
2008-04,113.4,
2008-05,111.8,
2008-06,111.2,
2008-07,107.7,
2008-08,108.8,
2008-09,101.3,
2008-10,92.2,
2008-11,81.2,
2008-12,73.8,
2009-01,72.4,
2009-02,65.8,
2009-03,68.9,
2009-04,72.6,
2009-05,75.0,
2009-06,81.0,
2009-07,82.3,
2009-08,87.2,
2009-09,87.2,
2009-10,87.4,
2009-11,91.1,
2009-12,87.5,
2010-01,88.9,
2010-02,92.8,
2010-03,95.1,
2010-04,107.5,
2010-05,99.5,
2010-06,101.7,
2010-07,100.1,
2010-08,101.1,
2010-09,101.7,
2010-10,103.1,
2010-11,103.9,
2010-12,99.6,
2011-01,107.0,
2011-02,107.8,
2011-03,107.4,
2011-04,107.6,
2011-05,107.0,
2011-06,106.2,
2011-07,107.7,
2011-08,109.0,
2011-09,104.3,
2011-10,104.9,
2011-11,102.5,
2011-12,102.7,
2012-01,103.9,
2012-02,102.4,
2012-03,101.4,
2012-04,105.2,
2012-05,104.1,
2012-06,101.9,
2012-07,100.6,
2012-08,100.9,
2012-09,99.8,
2012-10,100.2,
2012-11,98.8,
2012-12,100.9,
2013-01,102.0,
2013-02,100.9,
2013-03,100.0,
2013-04,100.6,
2013-05,101.0,
2013-06,102.8,
2013-07,102.5,
2013-08,102.3,
2013-09,103.3,
2013-10,103.2,
2013-11,102.4,
2013-12,104.9,
2014-01,102.8,
2014-02,104.3,
2014-03,103.6,
2014-04,104.9,
2014-05,101.7,
2014-06,103.2,
2014-07,102.6,
2014-08,104.4,
2014-09,99.5,
2014-10,99.9,
2014-11,98.9,
2014-12,101.4,Provisional value
