"",BBK01.CEB4Q2,BBK01.CEB4Q2_FLAGS
"",Loans (consolidated) debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:16:22,
1991-01,1676.1,
1991-04,1717.8,
1991-07,1757.5,
1991-10,1812.1,
1992-01,1836.8,
1992-04,1873.4,
1992-07,1893.5,
1992-10,1916.8,
1993-01,1936.3,
1993-04,1974.7,
1993-07,2009.5,
1993-10,2073.9,
1994-01,2091.5,
1994-04,2118.3,
1994-07,2147.4,
1994-10,2191.7,
1995-01,2206.0,
1995-04,2251.0,
1995-07,2297.7,
1995-10,2367.8,
1996-01,2405.3,
1996-04,2444.7,
1996-07,2476.4,
1996-10,2561.8,
1997-01,2602.7,
1997-04,2640.0,
1997-07,2680.0,
1997-10,2744.7,
1998-01,2784.7,
1998-04,2819.3,
1998-07,2857.8,
1998-10,2919.1,
1999-01,2979.5,
1999-04,3042.7,
1999-07,3074.6,
1999-10,3157.8,
2000-01,3201.9,
2000-04,3265.3,
2000-07,3264.1,
2000-10,3278.8,
2001-01,3395.3,
2001-04,3382.0,
2001-07,3382.0,
2001-10,3376.2,
2002-01,3401.9,
2002-04,3361.4,
2002-07,3393.7,
2002-10,3393.9,
2003-01,3416.5,
2003-04,3384.7,
2003-07,3399.0,
2003-10,3411.6,
2004-01,3447.8,
2004-04,3398.1,
2004-07,3443.0,
2004-10,3423.2,
2005-01,3436.9,
2005-04,3435.1,
2005-07,3475.7,
2005-10,3465.8,
2006-01,3485.8,
2006-04,3481.3,
2006-07,3530.4,
2006-10,3465.4,
2007-01,3514.9,
2007-04,3544.4,
2007-07,3591.9,
2007-10,3608.4,
2008-01,3705.3,
2008-04,3736.1,
2008-07,3800.8,
2008-10,3783.9,
2009-01,3824.4,
2009-04,3855.7,
2009-07,3827.1,
2009-10,3805.7,
2010-01,3843.5,
2010-04,3959.0,
2010-07,3970.4,
2010-10,4022.9,
2011-01,4003.5,
2011-04,4017.9,
2011-07,4198.2,
2011-10,4202.3,
2012-01,4389.5,
2012-04,4509.9,
2012-07,4494.3,
2012-10,4414.5,
2013-01,4372.9,
2013-04,4375.6,
2013-07,4216.4,
2013-10,4139.5,
2014-01,4100.8,
