"",BBNZ1.Q.DE.Y.G.0152.A,BBNZ1.Q.DE.Y.G.0152.A_FLAGS
"",Germany / National accounts / Use of GDP / Machinery and equipment / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:38:01,
1991-01,38.626,
1991-04,39.216,
1991-07,39.138,
1991-10,40.029,
1992-01,39.374,
1992-04,39.182,
1992-07,37.527,
1992-10,35.768,
1993-01,34.385,
1993-04,32.711,
1993-07,32.582,
1993-10,31.693,
1994-01,31.810,
1994-04,31.958,
1994-07,32.446,
1994-10,33.073,
1995-01,32.505,
1995-04,33.059,
1995-07,32.912,
1995-10,32.819,
1996-01,32.312,
1996-04,33.645,
1996-07,33.557,
1996-10,34.294,
1997-01,34.280,
1997-04,34.311,
1997-07,34.662,
1997-10,35.832,
1998-01,37.342,
1998-04,37.464,
1998-07,38.130,
1998-10,38.628,
1999-01,39.887,
1999-04,39.549,
1999-07,40.496,
1999-10,40.691,
2000-01,42.912,
2000-04,44.381,
2000-07,45.969,
2000-10,45.900,
2001-01,45.493,
2001-04,43.635,
2001-07,42.229,
2001-10,41.166,
2002-01,39.830,
2002-04,39.392,
2002-07,38.694,
2002-10,38.935,
2003-01,38.696,
2003-04,37.810,
2003-07,37.771,
2003-10,38.011,
2004-01,37.983,
2004-04,38.719,
2004-07,39.680,
2004-10,39.510,
2005-01,39.445,
2005-04,39.937,
2005-07,41.015,
2005-10,42.988,
2006-01,42.933,
2006-04,45.918,
2006-07,45.161,
2006-10,46.917,
2007-01,48.192,
2007-04,49.976,
2007-07,49.530,
2007-10,51.357,
2008-01,51.056,
2008-04,50.796,
2008-07,51.195,
2008-10,49.094,
2009-01,40.663,
2009-04,39.588,
2009-07,39.444,
2009-10,38.711,
2010-01,40.712,
2010-04,43.051,
2010-07,44.275,
2010-10,45.084,
2011-01,45.791,
2011-04,45.972,
2011-07,46.861,
2011-10,46.346,
2012-01,46.704,
2012-04,45.110,
2012-07,44.903,
2012-10,45.486,
2013-01,43.587,
2013-04,44.780,
2013-07,44.566,
2013-10,45.814,
2014-01,46.624,
2014-04,46.890,
2014-07,46.279,
2014-10,46.555,
