"",BBK01.TS1343S,BBK01.TS1343S_FLAGS
"","Credit to non-financial corporations (from January 2010, adjusted for sales and securitisations) / Loans / All maturities / Domestic / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:36,
1995-01,62.68835,
1995-02,63.20118,
1995-03,63.24199,
1995-04,63.83052,
1995-05,63.83914,
1995-06,64.54316,
1995-07,64.93201,
1995-08,65.41128,
1995-09,65.88921,
1995-10,66.27830,
1995-11,66.67055,
1995-12,66.68225,
1996-01,67.23190,
1996-02,67.70662,
1996-03,68.16873,
1996-04,68.48131,
1996-05,68.93091,
1996-06,69.27710,
1996-07,69.56465,
1996-08,70.14419,
1996-09,70.22190,
1996-10,70.65264,
1996-11,70.79990,
1996-12,71.54882,
1997-01,71.63045,
1997-02,72.01473,
1997-03,72.31931,
1997-04,72.42249,
1997-05,72.93787,
1997-06,73.54706,
1997-07,73.63187,
1997-08,74.01355,
1997-09,74.13823,
1997-10,74.51125,
1997-11,74.88343,
1997-12,75.61450,
1998-01,75.83541,
1998-02,76.15901,
1998-03,76.37415,
1998-04,77.20957,
1998-05,77.74705,
1998-06,77.89123,
1998-07,78.58586,
1998-08,78.88873,
1998-09,79.19040,
1998-10,79.71211,
1998-11,80.11050,
1998-12,81.66818,
1999-01,80.86871,
1999-02,80.67309,
1999-03,80.23913,
1999-04,80.11302,
1999-05,80.05815,
1999-06,81.20646,
1999-07,81.41368,
1999-08,81.34846,
1999-09,81.89053,
1999-10,82.48163,
1999-11,82.86034,
1999-12,83.85709,
2000-01,84.57461,
2000-02,85.25604,
2000-03,85.74136,
2000-04,86.33838,
2000-05,86.78199,
2000-06,87.03791,
2000-07,86.86222,
2000-08,87.51713,
2000-09,88.20488,
2000-10,88.48602,
2000-11,88.81749,
2000-12,89.15394,
2001-01,89.42934,
2001-02,89.92752,
2001-03,90.67355,
2001-04,90.30146,
2001-05,90.79894,
2001-06,90.96726,
2001-07,90.96715,
2001-08,90.93936,
2001-09,91.20688,
2001-10,91.37562,
2001-11,91.47227,
2001-12,91.88233,
2002-01,91.57981,
2002-02,91.56482,
2002-03,91.94014,
2002-04,91.97720,
2002-05,91.88441,
2002-06,91.40267,
2002-07,91.54345,
2002-08,91.40427,
2002-09,91.19581,
2002-10,91.17731,
2002-11,90.73352,
2002-12,90.77029,
2003-01,91.00124,
2003-02,90.59607,
