"",BBK01.OEAH28N,BBK01.OEAH28N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:21,
2002-01,5.371,
2002-04,5.365,
2002-07,5.311,
2002-10,5.335,
2003-01,5.237,
2003-04,5.201,
2003-07,5.145,
2003-10,5.144,
2004-01,5.051,
2004-04,5.012,
2004-07,4.918,
2004-10,3.470,
2005-01,4.857,
2005-04,4.800,
2005-07,4.747,
2005-10,4.728,
2006-01,4.623,
2006-04,4.521,
2006-07,4.466,
2006-10,4.459,
2007-01,4.375,
2007-04,4.306,
2007-07,4.207,
2007-10,4.172,
2008-01,4.050,
2008-04,3.988,
2008-07,3.934,
2008-10,3.931,
2009-01,3.848,
2009-04,3.804,
2009-07,3.770,
2009-10,4.034,
2010-01,3.601,
2010-04,3.574,
2010-07,3.506,
2010-10,3.439,
2011-01,3.371,
2011-04,3.231,
2011-07,3.175,
2011-10,3.132,
2012-01,3.069,
2012-04,3.036,
2012-07,2.985,
2012-10,3.142,
2013-01,3.080,
2013-04,3.044,
2013-07,2.985,
2013-10,2.942,
2014-01,2.878,
2014-04,2.828,
2014-07,2.750,
