"",BBK01.QUY326,BBK01.QUY326_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Luxemburg,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:49,
2002-03,9.482,
2002-04,9.446,
2002-05,9.610,
2002-06,9.753,
2002-07,9.552,
2002-08,9.559,
2002-09,9.468,
2002-10,9.973,
2002-11,9.893,
2002-12,11.671,
2003-01,11.658,
2003-02,11.458,
2003-03,11.799,
2003-04,11.754,
2003-05,11.354,
2003-06,11.497,
2003-07,11.584,
2003-08,12.848,
2003-09,12.846,
2003-10,12.471,
2003-11,12.666,
2003-12,13.525,
2004-01,14.006,
2004-02,14.649,
2004-03,15.503,
2004-04,14.776,
2004-05,14.982,
2004-06,14.236,
2004-07,15.182,
2004-08,15.360,
2004-09,15.916,
2004-10,16.068,
2004-11,16.448,
2004-12,19.602,
2005-01,19.662,
2005-02,21.474,
2005-03,22.602,
2005-04,22.927,
2005-05,23.193,
2005-06,25.945,
2005-07,26.468,
2005-08,27.476,
2005-09,28.055,
2005-10,28.507,
2005-11,30.862,
2005-12,24.896,
2006-01,25.493,
2006-02,29.568,
2006-03,29.287,
2006-04,29.320,
2006-05,29.290,
2006-06,29.076,
2006-07,29.458,
2006-08,26.439,
2006-09,29.566,
2006-10,27.603,
2006-11,28.534,
2006-12,29.660,
2007-01,29.082,
2007-02,30.420,
2007-03,33.033,
2007-04,29.740,
2007-05,30.433,
2007-06,32.095,
2007-07,30.627,
2007-08,29.042,
2007-09,28.962,
2007-10,29.564,
2007-11,28.924,
2007-12,29.238,
2008-01,26.157,
2008-02,24.953,
2008-03,25.089,
2008-04,25.385,
2008-05,25.087,
2008-06,23.416,
2008-07,23.919,
2008-08,21.511,
2008-09,23.584,
2008-10,21.709,
2008-11,22.086,
2008-12,22.669,
2009-01,23.209,
2009-02,25.379,
2009-03,25.098,
2009-04,24.944,
2009-05,31.401,
2009-06,30.291,
2009-07,30.025,
2009-08,30.088,
2009-09,35.479,
2009-10,35.241,
2009-11,39.307,
2009-12,27.249,
2010-01,30.522,
2010-02,31.850,
2010-03,32.182,
2010-04,31.843,
2010-05,32.823,
2010-06,32.812,
2010-07,37.206,
2010-08,33.490,
2010-09,33.028,
2010-10,34.162,
2010-11,36.625,
2010-12,35.876,
2011-01,35.978,
2011-02,35.396,
2011-03,36.039,
2011-04,36.924,
2011-05,37.186,
2011-06,35.136,
2011-07,30.406,
2011-08,30.131,
2011-09,26.815,
2011-10,26.306,
2011-11,24.756,
2011-12,24.262,
2012-01,25.070,
2012-02,25.480,
2012-03,26.261,
2012-04,32.629,
2012-05,34.248,
2012-06,35.280,
2012-07,37.283,
2012-08,38.604,
2012-09,37.786,
2012-10,38.907,
2012-11,39.083,
2012-12,38.018,
2013-01,38.108,
2013-02,40.003,
2013-03,38.365,
2013-04,38.715,
2013-05,38.805,
2013-06,37.824,
2013-07,38.251,
2013-08,37.150,
2013-09,35.606,
2013-10,37.583,
2013-11,38.103,
2013-12,37.258,
2014-01,37.967,
2014-02,36.611,
2014-03,38.431,
2014-04,35.557,
2014-05,35.657,
2014-06,35.890,
2014-07,37.116,
2014-08,36.852,
2014-09,36.128,
2014-10,36.550,
