"",BBK01.WXI046,BBK01.WXI046_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:41:50,
2009-09,1245,
2009-10,1195,
2009-11,1236,
2009-12,1236,
2010-01,1100,
2010-02,1332,
2010-03,1282,
2010-04,1159,
2010-05,1260,
2010-06,1203,
2010-07,1222,
2010-08,1231,
2010-09,1231,
2010-10,1357,
2010-11,1491,
2010-12,1672,
2011-01,1391,
2011-02,1457,
2011-03,1437,
2011-04,1492,
2011-05,1666,
2011-06,1604,
2011-07,1501,
2011-08,1581,
2011-09,1577,
2011-10,1639,
2011-11,1685,
2011-12,1654,
2012-01,1643,
2012-02,1742,
2012-03,1657,
2012-04,1732,
2012-05,1751,
2012-06,2080,
2012-07,1770,
2012-08,1901,
2012-09,1933,
2012-10,1887,
2012-11,1974,
2012-12,2305,
2013-01,2359,
2013-02,2370,
2013-03,2311,
2013-04,2397,
2013-05,2477,
2013-06,2644,
2013-07,2671,
2013-08,2576,
2013-09,2733,
2013-10,2857,
2013-11,3103,
2013-12,3173,
2014-01,3056,
2014-02,3247,
2014-03,4156,
2014-04,3157,
2014-05,3211,
2014-06,3579,
2014-07,3430,
2014-08,3511,
2014-09,3452,
2014-10,3878,
2014-11,3972,
