"",BBK01.QX8443,BBK01.QX8443_FLAGS
"",Banks in Germany: Foreign participating interests incl. working capital at foreign branches / Euro-area member states / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:07:29,
1994-12,9.362,
1995-01,.,No value available
1995-02,.,No value available
1995-03,.,No value available
1995-04,.,No value available
1995-05,.,No value available
1995-06,.,No value available
1995-07,.,No value available
1995-08,.,No value available
1995-09,.,No value available
1995-10,.,No value available
1995-11,.,No value available
1995-12,10.270,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,11.494,
1997-01,11.451,
1997-02,11.451,
1997-03,11.537,
1997-04,11.574,
1997-05,11.581,
1997-06,11.840,
1997-07,12.107,
1997-08,12.351,
1997-09,12.272,
1997-10,12.399,
1997-11,12.397,
1997-12,12.449,
1998-01,12.332,
1998-02,12.409,
1998-03,12.621,
1998-04,12.641,
1998-05,12.760,
1998-06,12.932,
1998-07,13.193,
1998-08,13.217,
1998-09,13.198,
1998-10,13.651,
1998-11,13.647,
1998-12,13.912,
1999-01,13.567,
1999-02,13.550,
1999-03,13.880,
1999-04,14.105,
1999-05,14.122,
1999-06,14.203,
1999-07,14.714,
1999-08,14.736,
1999-09,14.841,
1999-10,15.092,
1999-11,15.050,
1999-12,16.586,
2000-01,16.653,
2000-02,16.704,
2000-03,16.677,
2000-04,16.543,
2000-05,17.081,
2000-06,17.414,
2000-07,17.231,
2000-08,17.440,
2000-09,17.589,
2000-10,18.005,
2000-11,18.156,
2000-12,24.718,
2001-01,25.285,
2001-02,24.501,
2001-03,24.818,
2001-04,24.854,
2001-05,24.915,
2001-06,24.529,
2001-07,24.605,
2001-08,24.847,
2001-09,24.679,
2001-10,25.247,
2001-11,25.288,
2001-12,23.616,
2002-01,24.078,
2002-02,24.151,
2002-03,23.859,
2002-04,23.809,
2002-05,23.861,
2002-06,23.739,
2002-07,23.903,
2002-08,23.636,
2002-09,23.731,
2002-10,23.661,
2002-11,23.604,
2002-12,23.661,
2003-01,23.234,
2003-02,23.192,
2003-03,24.065,
2003-04,23.881,
2003-05,22.522,
2003-06,22.906,
2003-07,23.222,
2003-08,23.182,
2003-09,24.030,
2003-10,23.474,
2003-11,22.739,
2003-12,22.617,
2004-01,22.685,
2004-02,21.462,
2004-03,21.260,
2004-04,20.748,
2004-05,20.685,
2004-06,20.227,
2004-07,20.201,
2004-08,20.224,
2004-09,20.033,
2004-10,20.250,
2004-11,20.046,
2004-12,21.823,
2005-01,22.021,
2005-02,22.552,
2005-03,22.764,
2005-04,22.456,
2005-05,22.543,
2005-06,22.545,
2005-07,22.578,
2005-08,22.546,
2005-09,22.533,
2005-10,22.420,
2005-11,20.998,
2005-12,21.135,
2006-01,22.588,
2006-02,22.646,
2006-03,22.623,
2006-04,23.267,
2006-05,24.278,
2006-06,24.255,
2006-07,24.271,
2006-08,24.270,
2006-09,31.871,
2006-10,31.961,
2006-11,32.119,
2006-12,31.006,
2007-01,24.209,
2007-02,24.204,
2007-03,24.394,
2007-04,24.394,
2007-05,24.360,
2007-06,24.535,
2007-07,24.544,
2007-08,24.538,
2007-09,24.533,
2007-10,26.220,
2007-11,25.953,
2007-12,26.104,
2008-01,31.549,
2008-02,32.804,
2008-03,32.646,
2008-04,32.413,
2008-05,32.522,
2008-06,32.891,
2008-07,32.827,
2008-08,32.835,
2008-09,32.510,
2008-10,32.333,
2008-11,32.078,
2008-12,28.263,
2009-01,33.986,
2009-02,33.613,
2009-03,33.868,
2009-04,34.255,
2009-05,34.131,
2009-06,34.151,
2009-07,34.120,
2009-08,34.143,
2009-09,34.170,
2009-10,34.112,
2009-11,36.307,
2009-12,28.949,
2010-01,30.705,
2010-02,30.394,
2010-03,31.833,
2010-04,32.495,
2010-05,32.466,
2010-06,38.278,
2010-07,32.597,
2010-08,34.099,
2010-09,33.986,
2010-10,34.404,
2010-11,34.947,
2010-12,31.319,
2011-01,33.011,
2011-02,32.364,
2011-03,32.087,
2011-04,32.205,
2011-05,32.089,
2011-06,32.231,
2011-07,32.493,
2011-08,32.357,
2011-09,32.399,
2011-10,32.516,
2011-11,33.107,
2011-12,27.616,
2012-01,31.717,
2012-02,31.633,
2012-03,31.654,
2012-04,31.626,
2012-05,32.679,
2012-06,32.667,
2012-07,32.780,
2012-08,33.061,
2012-09,33.011,
2012-10,33.076,
2012-11,33.056,
2012-12,28.201,
2013-01,31.718,
2013-02,31.738,
2013-03,31.773,
2013-04,32.451,
2013-05,32.538,
2013-06,32.699,
2013-07,32.874,
2013-08,32.886,
2013-09,32.866,
2013-10,32.885,
2013-11,30.866,
2013-12,26.133,
2014-01,28.176,
2014-02,26.800,
2014-03,26.802,
2014-04,26.802,
2014-05,26.435,
2014-06,25.377,
2014-07,25.744,
2014-08,25.745,
2014-09,25.798,
2014-10,26.209,
2014-11,27.052,
2014-12,25.183,
