"",BBK01.QUV773,BBK01.QUV773_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Slovenia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:34,
2001-12,0.835,
2002-01,0.832,
2002-02,0.836,
2002-03,0.826,
2002-04,0.833,
2002-05,0.800,
2002-06,0.844,
2002-07,0.851,
2002-08,0.849,
2002-09,0.836,
2002-10,0.843,
2002-11,0.893,
2002-12,0.938,
2003-01,0.932,
2003-02,0.948,
2003-03,0.953,
2003-04,0.965,
2003-05,0.951,
2003-06,0.995,
2003-07,1.025,
2003-08,1.025,
2003-09,1.046,
2003-10,1.077,
2003-11,1.071,
2003-12,1.053,
2004-01,1.053,
2004-02,1.045,
2004-03,1.087,
2004-04,1.127,
2004-05,1.135,
2004-06,1.185,
2004-07,1.195,
2004-08,1.354,
2004-09,1.377,
2004-10,1.380,
2004-11,1.344,
2004-12,1.365,
2005-01,1.352,
2005-02,1.408,
2005-03,1.406,
2005-04,1.421,
2005-05,1.440,
2005-06,1.683,
2005-07,1.740,
2005-08,1.892,
2005-09,2.052,
2005-10,2.105,
2005-11,2.196,
2005-12,2.292,
2006-01,2.324,
2006-02,2.312,
2006-03,2.444,
2006-04,2.472,
2006-05,2.757,
2006-06,2.772,
2006-07,2.814,
2006-08,2.889,
2006-09,2.955,
2006-10,2.932,
2006-11,2.918,
2006-12,2.877,
2007-01,2.930,
2007-02,2.936,
2007-03,2.930,
2007-04,3.148,
2007-05,3.434,
2007-06,3.437,
2007-07,3.430,
2007-08,3.380,
2007-09,3.378,
2007-10,3.394,
2007-11,3.410,
2007-12,3.396,
2008-01,3.387,
2008-02,3.447,
2008-03,3.444,
2008-04,3.378,
2008-05,3.383,
2008-06,3.342,
2008-07,3.365,
2008-08,3.353,
2008-09,3.331,
2008-10,3.412,
2008-11,3.438,
2008-12,3.415,
2009-01,3.403,
2009-02,3.432,
2009-03,3.376,
2009-04,3.337,
2009-05,3.290,
2009-06,3.188,
2009-07,3.135,
2009-08,3.117,
2009-09,3.128,
2009-10,3.037,
2009-11,3.005,
2009-12,2.929,
2010-01,2.985,
2010-02,2.932,
2010-03,3.006,
2010-04,2.852,
2010-05,2.885,
2010-06,2.757,
2010-07,2.749,
2010-08,2.643,
2010-09,2.628,
2010-10,2.536,
2010-11,2.478,
2010-12,2.365,
2011-01,2.179,
2011-02,2.235,
2011-03,2.140,
2011-04,2.055,
2011-05,1.964,
2011-06,1.905,
2011-07,1.937,
2011-08,1.920,
2011-09,1.832,
2011-10,1.756,
2011-11,1.725,
2011-12,1.780,
2012-01,1.763,
2012-02,1.732,
2012-03,1.799,
2012-04,1.727,
2012-05,1.699,
2012-06,1.672,
2012-07,1.659,
2012-08,1.650,
2012-09,1.623,
2012-10,1.566,
2012-11,1.506,
2012-12,1.428,
2013-01,1.392,
2013-02,1.379,
2013-03,1.398,
2013-04,1.461,
2013-05,1.451,
2013-06,1.435,
2013-07,1.412,
2013-08,1.416,
2013-09,1.407,
2013-10,1.375,
2013-11,1.336,
2013-12,1.314,
2014-01,1.314,
2014-02,1.307,
2014-03,1.279,
2014-04,1.279,
2014-05,1.271,
2014-06,1.275,
2014-07,1.253,
2014-08,1.250,
2014-09,1.250,
2014-10,1.247,
2014-11,1.176,
2014-12,1.179,
