"",BBK01.WX4211,BBK01.WX4211_FLAGS
"",Total purchases of domestic and foreign shares by non-banks,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 09:16:26,
2000-01,-7871,
2000-02,-10012,
2000-03,-28925,
2000-04,8677,
2000-05,524,
2000-06,13123,
2000-07,21085,
2000-08,7751,
2000-09,10583,
2000-10,11607,
2000-11,74,
2000-12,114745,
2001-01,10417,
2001-02,2700,
2001-03,-32273,
2001-04,545,
2001-05,-2485,
2001-06,9427,
2001-07,8674,
2001-08,6697,
2001-09,-3894,
2001-10,7383,
2001-11,3014,
2001-12,2257,
2002-01,-2401,
2002-02,12040,
2002-03,1262,
2002-04,8783,
2002-05,-3012,
2002-06,13617,
2002-07,9437,
2002-08,374,
2002-09,2337,
2002-10,1127,
2002-11,618,
2002-12,-2548,
2003-01,1475,
2003-02,600,
2003-03,139,
2003-04,-9879,
2003-05,6799,
2003-06,2823,
2003-07,2742,
2003-08,-2611,
2003-09,-3234,
2003-10,-9972,
2003-11,-7618,
2003-12,-3441,
2004-01,-1540,
2004-02,2672,
2004-03,-1885,
2004-04,7319,
2004-05,16091,
2004-06,-925,
2004-07,-1208,
2004-08,-2127,
2004-09,-4777,
2004-10,290,
2004-11,-4491,
2004-12,-7032,
2005-01,-1896,
2005-02,3500,
2005-03,-2659,
2005-04,6269,
2005-05,3278,
2005-06,-9231,
2005-07,-964,
2005-08,-1239,
2005-09,-5194,
2005-10,4664,
2005-11,5993,
2005-12,-11693,
2006-01,12760,
2006-02,-4314,
2006-03,-6599,
2006-04,-2364,
2006-05,1650,
2006-06,1437,
2006-07,8207,
2006-08,-4083,
2006-09,12428,
2006-10,-7979,
2006-11,-5661,
2006-12,-9277,
2007-01,-14024,
2007-02,-8709,
2007-03,-10409,
2007-04,-8019,
2007-05,6853,
2007-06,-10424,
2007-07,1397,
2007-08,-4129,
2007-09,-17696,
2007-10,7248,
2007-11,-1418,
2007-12,3724,
2008-01,-1765,
2008-02,6807,
2008-03,3585,
2008-04,11331,
2008-05,5669,
2008-06,11302,
2008-07,4874,
2008-08,-534,
2008-09,-3018,
2008-10,-2775,
2008-11,-2659,
2008-12,-6995,
2009-01,26731,
2009-02,-1340,
2009-03,-1187,
2009-04,3449,
2009-05,3259,
2009-06,7021,
2009-07,559,
2009-08,3876,
2009-09,-4018,
2009-10,-4610,
2009-11,3200,
2009-12,1891,
2010-01,683,
2010-02,2889,
2010-03,2311,
2010-04,9170,
2010-05,3357,
2010-06,-930,
2010-07,-6265,
2010-08,-129,
2010-09,1893,
2010-10,8760,
2010-11,4377,
2010-12,2950,
2011-01,2632,
2011-02,2720,
2011-03,-2277,
2011-04,4097,
2011-05,12438,
2011-06,6114,
2011-07,-3323,
2011-08,4871,
2011-09,2209,
2011-10,3213,
2011-11,4393,
2011-12,801,
2012-01,2123,
2012-02,-107,
2012-03,1772,
2012-04,-1341,
2012-05,7987,
2012-06,-10827,
2012-07,2575,
2012-08,-5944,
2012-09,-1303,
2012-10,4459,
2012-11,2124,
2012-12,6245,
2013-01,3823,
2013-02,-52,
2013-03,1883,
2013-04,3678,
2013-05,5791,
2013-06,3137,
2013-07,1916,
2013-08,447,
2013-09,-2805,
2013-10,5787,
2013-11,-4986,
2013-12,-5617,
2014-01,2940,
2014-02,1623,
2014-03,-1065,
2014-04,2103,
2014-05,10845,
2014-06,-51,
2014-07,3468,
2014-08,-881,
2014-09,-4199,
2014-10,135,
2014-11,-4379,
2014-12,6184,
