"",BBK01.OEAH73Q,BBK01.OEAH73Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:23,
2002-01,1.278,
2002-04,1.228,
2002-07,1.052,
2002-10,1.093,
2003-01,0.974,
2003-04,0.925,
2003-07,0.912,
2003-10,0.945,
2004-01,0.850,
2004-04,0.860,
2004-07,0.832,
2004-10,1.453,
2005-01,1.019,
2005-04,1.101,
2005-07,1.063,
2005-10,1.175,
2006-01,1.239,
2006-04,1.864,
2006-07,1.826,
2006-10,2.337,
2007-01,2.197,
2007-04,3.083,
2007-07,3.231,
2007-10,3.585,
2008-01,3.571,
2008-04,3.670,
2008-07,4.220,
2008-10,4.161,
2009-01,4.209,
2009-04,3.423,
2009-07,3.405,
2009-10,3.496,
2010-01,3.392,
2010-04,3.365,
2010-07,3.846,
2010-10,3.422,
2011-01,2.558,
2011-04,2.717,
2011-07,3.800,
2011-10,4.769,
2012-01,4.211,
2012-04,4.919,
2012-07,5.043,
2012-10,5.502,
2013-01,5.929,
2013-04,7.463,
2013-07,7.219,
2013-10,6.287,
2014-01,7.661,
2014-04,7.404,
2014-07,6.910,
