"",BBK01.OUP109,BBK01.OUP109_FLAGS
"",Domestic securities / Mutual fund shares and other securities / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:51:21,
1985-12,0.018,
1986-01,0.013,
1986-02,0.011,
1986-03,0.009,
1986-04,0.019,
1986-05,0.012,
1986-06,0.022,
1986-07,0.025,
1986-08,0.008,
1986-09,0.010,
1986-10,0.013,
1986-11,0.015,
1986-12,0.017,
1987-01,0.027,
1987-02,0.025,
1987-03,0.020,
1987-04,0.021,
1987-05,0.031,
1987-06,0.014,
1987-07,0.019,
1987-08,0.009,
1987-09,0.025,
1987-10,0.024,
1987-11,0.053,
1987-12,0.049,
1988-01,0.046,
1988-02,0.044,
1988-03,0.051,
1988-04,0.046,
1988-05,0.058,
1988-06,0.058,
1988-07,0.057,
1988-08,0.067,
1988-09,0.069,
1988-10,0.073,
1988-11,0.085,
1988-12,0.086,
1989-01,0.083,
1989-02,0.083,
1989-03,0.081,
1989-04,0.102,
1989-05,0.119,
1989-06,0.119,
1989-07,0.102,
1989-08,0.117,
1989-09,0.132,
1989-10,0.134,
1989-11,0.127,
1989-12,0.091,
1990-01,0.159,
1990-02,0.157,
1990-03,0.184,
1990-04,0.171,
1990-05,0.159,
1990-06,0.141,
1990-07,0.148,
1990-08,0.150,
1990-09,0.144,
1990-10,0.132,
1990-11,0.128,
1990-12,0.151,
1991-01,0.116,
1991-02,0.104,
1991-03,0.117,
1991-04,0.125,
1991-05,0.122,
1991-06,0.117,
1991-07,0.114,
1991-08,0.128,
1991-09,0.129,
1991-10,0.130,
1991-11,0.134,
1991-12,0.151,
1992-01,0.117,
1992-02,0.114,
1992-03,0.119,
1992-04,0.129,
1992-05,0.127,
1992-06,0.154,
1992-07,0.169,
1992-08,0.195,
1992-09,0.211,
1992-10,0.203,
1992-11,0.228,
1992-12,0.183,
1993-01,0.172,
1993-02,0.180,
1993-03,0.202,
1993-04,0.197,
1993-05,0.206,
1993-06,0.211,
1993-07,0.290,
1993-08,0.299,
1993-09,0.292,
1993-10,0.324,
1993-11,0.323,
1993-12,0.237,
1994-01,0.445,
1994-02,0.476,
1994-03,0.454,
1994-04,0.459,
1994-05,0.500,
1994-06,0.427,
1994-07,0.471,
1994-08,0.481,
1994-09,0.490,
1994-10,0.538,
1994-11,0.448,
1994-12,0.394,
1995-01,0.353,
1995-02,0.381,
1995-03,0.366,
1995-04,0.376,
1995-05,0.433,
1995-06,0.382,
1995-07,0.395,
1995-08,0.422,
1995-09,0.451,
1995-10,0.427,
1995-11,0.468,
1995-12,0.341,
1996-01,0.347,
1996-02,0.462,
1996-03,0.511,
1996-04,0.374,
1996-05,0.470,
1996-06,0.410,
1996-07,0.400,
1996-08,0.393,
1996-09,0.533,
1996-10,0.547,
1996-11,1.290,
1996-12,1.018,
1997-01,1.220,
1997-02,1.122,
1997-03,1.046,
1997-04,1.070,
1997-05,1.301,
1997-06,1.221,
1997-07,1.497,
1997-08,1.587,
1997-09,1.568,
1997-10,1.633,
1997-11,2.620,
1997-12,2.351,
1998-01,2.375,
1998-02,2.337,
1998-03,2.634,
1998-04,2.829,
1998-05,2.942,
1998-06,3.148,
1998-07,2.408,
1998-08,2.645,
1998-09,2.611,
1998-10,3.041,
1998-11,2.820,
1998-12,3.502,
1999-01,4.443,
1999-02,4.380,
1999-03,4.296,
1999-04,4.239,
1999-05,4.249,
1999-06,4.229,
1999-07,4.267,
1999-08,4.103,
1999-09,3.815,
1999-10,3.923,
1999-11,3.881,
1999-12,3.490,
2000-01,3.990,
2000-02,3.872,
2000-03,3.520,
2000-04,3.556,
2000-05,4.087,
2000-06,2.380,
2000-07,2.497,
2000-08,2.581,
2000-09,2.318,
2000-10,2.941,
2000-11,3.123,
2000-12,3.011,
2001-01,3.265,
2001-02,9.105,
2001-03,11.368,
2001-04,12.504,
2001-05,9.733,
2001-06,9.604,
2001-07,9.952,
2001-08,9.975,
2001-09,10.371,
2001-10,14.133,
2001-11,14.449,
2001-12,13.412,
2002-01,13.015,
2002-02,13.001,
2002-03,1.338,
2002-04,1.299,
2002-05,1.794,
2002-06,1.143,
2002-07,1.179,
2002-08,1.251,
2002-09,1.278,
2002-10,1.334,
2002-11,1.186,
2002-12,0.976,
2003-01,0.752,
2003-02,0.761,
2003-03,0.763,
2003-04,1.029,
2003-05,0.671,
2003-06,0.581,
2003-07,0.581,
2003-08,0.590,
2003-09,0.583,
2003-10,0.582,
2003-11,0.589,
2003-12,0.779,
2004-01,0.817,
2004-02,0.964,
2004-03,0.978,
2004-04,0.987,
2004-05,0.972,
2004-06,0.952,
2004-07,1.041,
2004-08,1.055,
2004-09,0.990,
2004-10,0.969,
2004-11,0.972,
2004-12,0.947,
2005-01,0.943,
2005-02,1.017,
2005-03,1.021,
2005-04,1.031,
2005-05,1.093,
2005-06,1.037,
2005-07,1.157,
2005-08,1.168,
2005-09,1.162,
2005-10,1.161,
2005-11,1.172,
2005-12,2.392,
2006-01,2.447,
2006-02,3.855,
2006-03,3.754,
2006-04,3.653,
2006-05,3.818,
2006-06,3.648,
2006-07,3.683,
2006-08,4.120,
2006-09,3.524,
2006-10,3.814,
2006-11,3.894,
2006-12,4.058,
2007-01,3.966,
2007-02,4.194,
2007-03,4.416,
2007-04,4.317,
2007-05,4.212,
2007-06,4.290,
2007-07,4.528,
2007-08,5.366,
2007-09,5.530,
2007-10,4.593,
2007-11,4.501,
2007-12,4.422,
2008-01,4.482,
2008-02,4.280,
2008-03,4.782,
2008-04,4.732,
2008-05,4.570,
2008-06,4.617,
2008-07,4.615,
2008-08,4.604,
2008-09,4.256,
2008-10,4.326,
2008-11,4.115,
2008-12,3.874,
2009-01,4.132,
2009-02,3.971,
2009-03,4.093,
2009-04,3.754,
2009-05,3.866,
2009-06,3.593,
2009-07,3.592,
2009-08,3.606,
2009-09,3.562,
2009-10,3.803,
2009-11,3.821,
2009-12,4.758,
2010-01,4.693,
2010-02,4.742,
2010-03,4.036,
2010-04,4.136,
2010-05,4.059,
2010-06,4.277,
2010-07,4.341,
2010-08,4.025,
2010-09,3.984,
