"",BBDE1.M.DE.Y.BAA1.N2C310000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C310000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 31.0 Manufacture of furniture / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:56,
1991-01,164.1,
1991-02,165.0,
1991-03,170.5,
1991-04,165.4,
1991-05,164.2,
1991-06,181.4,
1991-07,173.6,
1991-08,147.8,
1991-09,163.8,
1991-10,164.2,
1991-11,169.3,
1991-12,160.7,
1992-01,166.7,
1992-02,168.0,
1992-03,165.3,
1992-04,168.2,
1992-05,165.7,
1992-06,163.0,
1992-07,158.3,
1992-08,150.1,
1992-09,158.2,
1992-10,158.3,
1992-11,158.9,
1992-12,159.4,
1993-01,160.5,
1993-02,158.6,
1993-03,156.0,
1993-04,156.2,
1993-05,154.1,
1993-06,152.4,
1993-07,140.0,
1993-08,155.8,
1993-09,152.8,
1993-10,154.1,
1993-11,152.0,
1993-12,151.1,
1994-01,149.6,
1994-02,149.3,
1994-03,149.4,
1994-04,149.9,
1994-05,150.1,
1994-06,147.5,
1994-07,130.4,
1994-08,150.7,
1994-09,142.8,
1994-10,147.6,
1994-11,149.0,
1994-12,152.2,
1995-01,152.7,
1995-02,152.2,
1995-03,149.7,
1995-04,152.1,
1995-05,149.5,
1995-06,147.8,
1995-07,150.1,
1995-08,145.4,
1995-09,147.4,
1995-10,146.5,
1995-11,143.9,
1995-12,143.3,
1996-01,144.3,
1996-02,141.0,
1996-03,142.9,
1996-04,142.5,
1996-05,141.7,
1996-06,145.0,
1996-07,141.5,
1996-08,143.4,
1996-09,142.5,
1996-10,141.8,
1996-11,141.5,
1996-12,142.3,
1997-01,138.3,
1997-02,137.1,
1997-03,139.1,
1997-04,135.1,
1997-05,129.8,
1997-06,139.8,
1997-07,144.4,
1997-08,128.9,
1997-09,137.4,
1997-10,137.4,
1997-11,137.9,
1997-12,138.2,
1998-01,137.5,
1998-02,141.5,
1998-03,146.9,
1998-04,141.8,
1998-05,144.3,
1998-06,141.5,
1998-07,140.8,
1998-08,139.3,
1998-09,139.9,
1998-10,137.9,
1998-11,137.9,
1998-12,135.2,
1999-01,137.9,
1999-02,135.5,
1999-03,136.4,
1999-04,135.1,
1999-05,134.8,
1999-06,134.8,
1999-07,133.9,
1999-08,140.3,
1999-09,133.8,
1999-10,138.4,
1999-11,137.2,
1999-12,135.1,
2000-01,134.6,
2000-02,135.8,
2000-03,133.0,
2000-04,138.5,
2000-05,142.1,
2000-06,132.2,
2000-07,133.3,
2000-08,141.2,
2000-09,136.1,
2000-10,134.1,
2000-11,133.0,
2000-12,130.6,
2001-01,135.9,
2001-02,133.3,
2001-03,131.7,
2001-04,132.2,
2001-05,132.1,
2001-06,135.4,
2001-07,126.6,
2001-08,134.4,
2001-09,128.6,
2001-10,125.0,
2001-11,122.8,
2001-12,125.0,
2002-01,118.9,
2002-02,115.2,
2002-03,116.6,
2002-04,113.6,
2002-05,108.8,
2002-06,112.9,
2002-07,112.2,
2002-08,109.4,
2002-09,111.0,
2002-10,108.9,
2002-11,110.0,
2002-12,111.3,
2003-01,108.1,
2003-02,108.3,
2003-03,108.4,
2003-04,107.1,
2003-05,105.2,
2003-06,103.1,
2003-07,118.6,
2003-08,91.9,
2003-09,102.4,
2003-10,105.1,
2003-11,107.5,
2003-12,107.0,
2004-01,107.6,
2004-02,106.8,
2004-03,106.7,
2004-04,107.1,
2004-05,106.9,
2004-06,104.5,
2004-07,114.5,
2004-08,98.1,
2004-09,100.8,
2004-10,103.0,
2004-11,102.7,
2004-12,100.3,
2005-01,106.7,
2005-02,105.6,
2005-03,105.0,
2005-04,105.8,
2005-05,104.7,
2005-06,108.3,
2005-07,111.3,
2005-08,100.5,
2005-09,107.8,
2005-10,108.1,
2005-11,105.5,
2005-12,109.8,
2006-01,108.9,
2006-02,109.4,
2006-03,109.1,
2006-04,112.7,
2006-05,114.8,
2006-06,113.9,
2006-07,114.4,
2006-08,113.7,
2006-09,115.7,
2006-10,115.3,
2006-11,116.9,
2006-12,132.7,
2007-01,115.9,
2007-02,117.8,
2007-03,117.0,
2007-04,113.1,
2007-05,117.9,
2007-06,115.7,
2007-07,114.2,
2007-08,122.9,
2007-09,118.5,
2007-10,118.5,
2007-11,115.7,
2007-12,118.1,
2008-01,117.2,
2008-02,117.7,
2008-03,118.7,
2008-04,117.4,
2008-05,113.6,
2008-06,118.1,
2008-07,111.0,
2008-08,120.5,
2008-09,113.1,
2008-10,110.7,
2008-11,109.7,
2008-12,106.2,
2009-01,102.0,
2009-02,97.5,
2009-03,98.2,
2009-04,98.8,
2009-05,98.6,
2009-06,99.9,
2009-07,98.1,
2009-08,99.7,
2009-09,96.5,
2009-10,93.8,
2009-11,97.7,
2009-12,96.0,
2010-01,98.9,
2010-02,97.5,
2010-03,96.3,
2010-04,95.3,
2010-05,100.9,
2010-06,100.2,
2010-07,100.2,
2010-08,100.1,
2010-09,99.8,
2010-10,100.9,
2010-11,102.2,
2010-12,100.7,
2011-01,99.9,
2011-02,99.9,
2011-03,101.7,
2011-04,102.2,
2011-05,105.2,
2011-06,98.1,
2011-07,110.5,
2011-08,102.3,
2011-09,103.6,
2011-10,105.0,
2011-11,104.3,
2011-12,102.3,
2012-01,102.7,
2012-02,103.0,
2012-03,102.7,
2012-04,100.5,
2012-05,104.3,
2012-06,101.9,
2012-07,102.7,
2012-08,102.7,
2012-09,102.4,
2012-10,100.9,
2012-11,97.9,
2012-12,98.7,
2013-01,100.7,
2013-02,98.4,
2013-03,98.2,
2013-04,99.7,
2013-05,96.2,
2013-06,99.1,
2013-07,99.0,
2013-08,94.1,
2013-09,96.4,
2013-10,94.0,
2013-11,95.5,
2013-12,96.6,
2014-01,96.5,
2014-02,99.0,
2014-03,99.5,
2014-04,99.6,
2014-05,98.7,
2014-06,99.0,
2014-07,98.6,
2014-08,92.6,
2014-09,95.8,
2014-10,96.8,Provisional value
2014-11,97.6,Provisional value
2014-12,100.3,Provisional value
