"",BBK01.QUX693,BBK01.QUX693_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Romania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:16,
2002-03,0.264,
2002-04,0.228,
2002-05,0.201,
2002-06,0.293,
2002-07,0.266,
2002-08,0.247,
2002-09,0.259,
2002-10,0.260,
2002-11,0.250,
2002-12,0.267,
2003-01,0.369,
2003-02,0.293,
2003-03,0.293,
2003-04,0.288,
2003-05,0.280,
2003-06,0.306,
2003-07,0.322,
2003-08,0.458,
2003-09,0.451,
2003-10,0.439,
2003-11,0.467,
2003-12,0.440,
2004-01,0.406,
2004-02,0.370,
2004-03,0.374,
2004-04,0.412,
2004-05,0.435,
2004-06,0.545,
2004-07,0.520,
2004-08,0.506,
2004-09,0.543,
2004-10,0.638,
2004-11,0.634,
2004-12,1.025,
2005-01,1.002,
2005-02,1.161,
2005-03,1.141,
2005-04,0.974,
2005-05,0.984,
2005-06,1.131,
2005-07,1.378,
2005-08,1.515,
2005-09,1.527,
2005-10,1.466,
2005-11,1.596,
2005-12,0.497,
2006-01,0.504,
2006-02,0.547,
2006-03,0.569,
2006-04,0.531,
2006-05,0.583,
2006-06,0.423,
2006-07,8.019,
2006-08,6.595,
2006-09,0.511,
2006-10,0.516,
2006-11,12.580,
2006-12,12.700,
2007-01,12.793,
2007-02,0.531,
2007-03,12.565,
2007-04,12.504,
2007-05,12.527,
2007-06,12.531,
2007-07,12.532,
2007-08,12.525,
2007-09,12.359,
2007-10,12.297,
2007-11,12.197,
2007-12,12.138,
2008-01,12.087,
2008-02,10.893,
2008-03,0.579,
2008-04,0.571,
2008-05,0.607,
2008-06,0.624,
2008-07,0.822,
2008-08,0.862,
2008-09,1.042,
2008-10,0.935,
2008-11,1.095,
2008-12,1.206,
2009-01,1.002,
2009-02,0.945,
2009-03,0.959,
2009-04,0.972,
2009-05,0.905,
2009-06,0.883,
2009-07,0.838,
2009-08,0.889,
2009-09,0.853,
2009-10,0.937,
2009-11,0.753,
2009-12,0.788,
2010-01,0.712,
2010-02,0.684,
2010-03,0.628,
2010-04,0.640,
2010-05,0.965,
2010-06,0.627,
2010-07,0.487,
2010-08,0.715,
2010-09,0.650,
2010-10,0.640,
2010-11,0.602,
2010-12,0.623,
2011-01,0.489,
2011-02,0.485,
2011-03,0.431,
2011-04,0.416,
2011-05,0.460,
2011-06,0.518,
2011-07,0.585,
2011-08,0.596,
2011-09,0.631,
2011-10,0.614,
2011-11,0.613,
2011-12,0.677,
2012-01,0.757,
2012-02,0.696,
2012-03,0.720,
2012-04,0.665,
2012-05,0.682,
2012-06,0.656,
2012-07,0.751,
2012-08,0.721,
2012-09,0.778,
2012-10,1.148,
2012-11,1.199,
2012-12,1.042,
2013-01,0.749,
2013-02,0.650,
2013-03,0.663,
2013-04,0.719,
2013-05,0.838,
2013-06,0.830,
2013-07,0.758,
2013-08,0.697,
2013-09,0.652,
2013-10,0.646,
2013-11,0.624,
2013-12,0.699,
2014-01,0.637,
2014-02,0.594,
2014-03,0.653,
2014-04,0.638,
2014-05,0.632,
2014-06,0.949,
2014-07,0.882,
2014-08,0.654,
2014-09,0.215,
2014-10,0.225,
