"",BBK01.OUK353,BBK01.OUK353_FLAGS
"",Loans to the federal states for up to and including one year / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:34,
1999-01,0.174,
1999-02,0.336,
1999-03,0.249,
1999-04,0.153,
1999-05,0.199,
1999-06,0.071,
1999-07,0.209,
1999-08,0.117,
1999-09,0.174,
1999-10,0.085,
1999-11,1.211,
1999-12,0.284,
2000-01,0.475,
2000-02,0.829,
2000-03,0.611,
2000-04,0.510,
2000-05,0.109,
2000-06,0.010,
2000-07,0.192,
2000-08,1.004,
2000-09,0.023,
2000-10,0.301,
2000-11,0.478,
2000-12,0.015,
2001-01,0.285,
2001-02,0.017,
2001-03,0.351,
2001-04,0.079,
2001-05,0.475,
2001-06,0.018,
2001-07,0.325,
2001-08,0.709,
2001-09,0.181,
2001-10,0.043,
2001-11,0.414,
2001-12,0.664,
2002-01,0.508,
2002-02,0.407,
2002-03,0.005,
2002-04,0.604,
2002-05,0.264,
2002-06,0.005,
2002-07,0.257,
2002-08,0.045,
2002-09,0.025,
2002-10,0.027,
2002-11,0.657,
2002-12,0.251,
2003-01,0.397,
2003-02,0.149,
2003-03,0.419,
2003-04,0.420,
2003-05,0.370,
2003-06,0.301,
2003-07,0.053,
2003-08,0.269,
2003-09,0.313,
2003-10,0.169,
2003-11,0.976,
2003-12,0.278,
2004-01,0.527,
2004-02,0.514,
2004-03,0.270,
2004-04,0.510,
2004-05,0.350,
2004-06,0.318,
2004-07,0.118,
2004-08,0.943,
2004-09,0.010,
2004-10,0.085,
2004-11,0.205,
2004-12,0.882,
2005-01,0.082,
2005-02,0.005,
2005-03,0.200,
2005-04,0.470,
2005-05,0.065,
2005-06,0.450,
2005-07,0.015,
2005-08,0.250,
2005-09,0.063,
2005-10,0.402,
2005-11,0.003,
2005-12,0.678,
2006-01,0.453,
2006-02,0.005,
2006-03,0.008,
2006-04,0.600,
2006-05,0.008,
2006-06,0.608,
2006-07,0.009,
2006-08,0.208,
2006-09,0.242,
2006-10,1.458,
2006-11,0.070,
2006-12,0.524,
2007-01,0.022,
2007-02,0.169,
2007-03,0.034,
2007-04,0.031,
2007-05,0.132,
2007-06,-,Nothing exists
2007-07,0.500,
2007-08,0.500,
2007-09,0.168,
2007-10,0.750,
2007-11,0.100,
2007-12,0.050,
2008-01,-,Nothing exists
2008-02,0.250,
2008-03,0.730,
2008-04,0.200,
2008-05,0.605,
2008-06,-,Nothing exists
2008-07,0.005,
2008-08,0.120,
2008-09,-,Nothing exists
2008-10,1.434,
2008-11,0.950,
2008-12,-,Nothing exists
2009-01,-,Nothing exists
2009-02,0.360,
2009-03,-,Nothing exists
2009-04,0.060,
2009-05,0.020,
2009-06,0.150,
2009-07,0.262,
2009-08,0.075,
2009-09,0.075,
2009-10,0.136,
2009-11,0.275,
2009-12,0.425,
2010-01,0.275,
2010-02,0.038,
2010-03,-,Nothing exists
2010-04,0.450,
2010-05,0.522,
2010-06,-,Nothing exists
2010-07,0.054,
2010-08,0.300,
2010-09,0.121,
2010-10,0.006,
2010-11,0.306,
2010-12,0.001,
2011-01,1.189,
2011-02,0.039,
2011-03,0.300,
2011-04,0.448,
2011-05,0.220,
2011-06,0.018,
2011-07,0.600,
2011-08,0.510,
2011-09,-,Nothing exists
2011-10,0.800,
2011-11,-,Nothing exists
2011-12,-,Nothing exists
2012-01,0.125,
2012-02,0.130,
2012-03,0.050,
2012-04,0.545,
2012-05,0.202,
2012-06,0.202,
2012-07,0.203,
2012-08,0.051,
2012-09,0.351,
2012-10,0.001,
2012-11,-,Nothing exists
2012-12,-,Nothing exists
2013-01,-,Nothing exists
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,-,Nothing exists
2013-05,-,Nothing exists
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,-,Nothing exists
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,0.605,
2014-02,0.305,
2014-03,0.255,
2014-04,0.054,
2014-05,0.645,
2014-06,-,Nothing exists
2014-07,-,Nothing exists
2014-08,0.002,
2014-09,0.122,
2014-10,0.003,
2014-11,0.006,
2014-12,0.012,Provisional value
