"",BBK01.SU0253,BBK01.SU0253_FLAGS
"",Money market rates reported by Frankfurt banks / Twelve-month funds / Monthly average,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2012-06-06 13:53:01,
1981-04,12.31,
1981-05,13.10,
1981-06,13.04,
1981-07,12.89,
1981-08,13.00,
1981-09,12.50,
1981-10,11.44,
1981-11,10.67,
1981-12,10.36,Estimated value
1982-01,10.42,
1982-02,10.29,Estimated value
1982-03,9.63,
1982-04,9.15,
1982-05,8.93,
1982-06,9.32,Estimated value
1982-07,9.61,Estimated value
1982-08,9.06,
1982-09,8.37,
1982-10,7.53,
1982-11,7.28,
1982-12,6.69,
1983-01,5.91,
1983-02,6.00,
1983-03,5.53,
1983-04,5.49,
1983-05,5.77,
1983-06,6.46,
1983-07,6.41,
1983-08,6.68,
1983-09,6.88,
1983-10,6.59,
1983-11,6.68,
1983-12,6.86,
1984-01,6.79,
1984-02,6.54,
1984-03,6.27,
1984-04,6.31,
1984-05,6.59,
1984-06,6.75,
1984-07,6.86,
1984-08,6.69,
1984-09,6.33,
1984-10,6.22,
1984-11,5.98,
1984-12,5.85,
1985-01,5.97,
1985-02,6.60,
1985-03,6.81,
1985-04,6.32,
1985-05,6.01,
1985-06,5.77,
1985-07,5.46,
1985-08,4.91,
1985-09,4.85,
1985-10,4.98,
1985-11,4.98,
1985-12,4.98,
1986-01,4.83,
1986-02,4.68,
1986-03,4.53,
1986-04,4.49,
1986-05,4.61,
1986-06,4.72,
1986-07,4.75,
1986-08,4.62,
1986-09,4.56,
1986-10,4.65,
1986-11,4.74,
1986-12,4.80,
1987-01,4.59,
1987-02,4.17,
1987-03,4.14,
1987-04,4.04,
1987-05,3.90,
1987-06,3.88,
1987-07,4.03,
1987-08,4.32,
1987-09,4.51,
1987-10,4.93,
1987-11,4.15,
1987-12,3.86,
1988-01,3.70,
1988-02,3.60,
1988-03,3.60,
1988-04,3.66,
1988-05,3.93,
1988-06,4.33,
1988-07,5.21,
1988-08,5.69,
1988-09,5.42,
1988-10,5.27,
1988-11,5.06,
1988-12,5.48,
1989-01,5.96,
1989-02,6.76,
1989-03,7.00,
1989-04,6.90,
1989-05,7.27,
1989-06,7.18,
1989-07,7.08,
1989-08,7.02,
1989-09,7.49,
1989-10,8.03,
1989-11,8.23,
1989-12,8.23,
1990-01,8.56,
1990-02,8.93,
1990-03,9.16,
1990-04,8.97,
1990-05,8.92,
1990-06,8.87,
1990-07,8.68,
1990-08,8.85,
1990-09,8.93,
1990-10,8.94,
1990-11,9.06,
1990-12,9.24,
1991-01,9.49,
1991-02,9.12,
1991-03,9.09,
1991-04,9.27,
1991-05,9.15,
1991-06,9.10,
1991-07,9.34,
1991-08,9.47,
1991-09,9.39,
1991-10,9.39,
1991-11,9.38,
1991-12,9.48,
1992-01,9.33,
1992-02,9.34,
1992-03,9.53,
1992-04,9.67,
1992-05,9.69,
1992-06,9.66,
1992-07,9.70,
1992-08,9.82,
1992-09,9.32,
1992-10,8.22,
1992-11,8.02,
1992-12,8.05,
1993-01,7.58,
1993-02,7.41,
1993-03,6.86,
1993-04,6.87,
1993-05,6.72,
1993-06,6.77,
1993-07,6.50,
1993-08,6.05,
1993-09,5.98,
1993-10,5.91,
1993-11,5.55,
1993-12,5.32,
1994-01,5.28,
1994-02,5.37,
1994-03,5.47,
1994-04,5.35,
1994-05,5.09,
1994-06,5.16,
1994-07,5.07,
1994-08,5.23,
1994-09,5.53,
1994-10,5.67,
1994-11,5.60,
1994-12,5.77,
1995-01,5.79,
1995-02,5.67,
1995-03,5.48,
1995-04,4.93,
1995-05,4.74,
1995-06,4.56,
1995-07,4.65,
1995-08,4.46,
1995-09,4.16,
1995-10,4.05,
1995-11,3.90,
1995-12,3.75,
1996-01,3.43,
1996-02,3.35,
1996-03,3.41,
1996-04,3.35,
1996-05,3.33,
1996-06,3.56,
1996-07,3.59,
1996-08,3.43,
1996-09,3.30,
1996-10,3.23,
1996-11,3.29,
1996-12,3.26,
1997-01,3.18,
1997-02,3.21,
1997-03,3.37,
1997-04,3.37,
1997-05,3.33,
1997-06,3.26,
1997-07,3.31,
1997-08,3.56,
1997-09,3.65,
1997-10,4.00,
1997-11,4.08,
1997-12,4.01,
1998-01,3.81,
1998-02,3.75,
1998-03,3.74,
1998-04,3.90,
1998-05,3.91,
1998-06,3.85,
1998-07,3.79,
1998-08,3.71,
1998-09,3.56,
1998-10,3.47,
1998-11,3.50,
1998-12,3.22,
1999-01,3.03,
1999-02,3.01,
1999-03,3.02,
1999-04,2.71,
1999-05,2.66,
1999-06,2.81,
1999-07,3.01,
1999-08,3.22,
1999-09,3.28,
1999-10,3.66,
1999-11,3.66,
1999-12,3.80,
2000-01,3.92,
2000-02,4.09,
2000-03,4.24,
2000-04,4.34,
2000-05,4.82,
2000-06,4.94,
2000-07,5.09,
2000-08,5.23,
2000-09,5.20,
2000-10,5.20,
2000-11,5.17,
2000-12,4.85,
2001-01,4.55,
2001-02,4.57,
2001-03,4.45,
2001-04,4.46,
2001-05,4.50,
2001-06,4.29,
2001-07,4.29,
2001-08,4.09,
2001-09,3.74,
2001-10,3.35,
2001-11,3.18,
2001-12,3.28,
2002-01,3.47,
2002-02,3.58,
2002-03,3.79,
2002-04,3.84,
2002-05,3.93,
2002-06,3.85,
2002-07,3.63,
2002-08,3.42,
2002-09,3.22,
2002-10,3.11,
2002-11,3.00,
2002-12,2.86,
2003-01,2.68,
2003-02,2.48,
2003-03,2.40,
2003-04,2.43,
2003-05,2.24,
2003-06,2.00,
2003-07,2.06,
2003-08,2.26,
2003-09,2.24,
2003-10,2.29,
2003-11,2.40,
2003-12,2.37,
2004-01,2.20,
2004-02,2.14,
2004-03,2.03,
2004-04,2.15,
2004-05,2.28,
2004-06,2.38,
2004-07,2.34,
2004-08,2.28,
2004-09,2.36,
2004-10,2.30,
2004-11,2.31,
2004-12,2.28,
2005-01,2.29,
2005-02,2.29,
2005-03,2.32,
2005-04,2.25,
2005-05,2.18,
2005-06,2.08,
2005-07,2.15,
2005-08,2.21,
2005-09,2.20,
2005-10,2.40,
2005-11,2.66,
2005-12,2.76,
2006-01,2.81,
2006-02,2.90,
2006-03,3.09,
2006-04,3.21,
2006-05,3.29,
2006-06,3.38,
2006-07,3.52,
2006-08,3.59,
2006-09,3.69,
2006-10,3.78,
2006-11,3.84,
2006-12,3.90,
2007-01,4.04,
2007-02,4.07,
2007-03,4.09,
2007-04,4.24,
2007-05,4.35,
2007-06,4.49,
2007-07,4.55,
2007-08,4.64,
2007-09,4.69,
2007-10,4.61,
2007-11,4.57,
2007-12,4.76,
2008-01,4.45,
2008-02,4.32,
2008-03,4.56,
2008-04,4.80,
2008-05,4.97,
2008-06,5.33,
2008-07,5.36,
2008-08,5.30,
2008-09,5.35,
2008-10,5.25,
2008-11,4.41,
2008-12,3.53,
2009-01,2.60,
2009-02,2.12,
2009-03,1.90,
2009-04,1.77,
2009-05,1.63,
2009-06,1.59,
2009-07,1.38,
2009-08,1.31,
2009-09,1.21,
2009-10,1.20,
2009-11,1.20,
2009-12,1.20,
2010-01,1.18,
2010-02,1.15,
2010-03,1.13,
2010-04,1.14,
2010-05,1.16,
2010-06,1.20,
2010-07,1.31,
