"",BBK01.OUE047,BBK01.OUE047_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:32:53,
1968-12,0.005,
1969-01,0.005,
1969-02,0.007,
1969-03,0.007,
1969-04,0.009,
1969-05,0.011,
1969-06,0.016,
1969-07,0.015,
1969-08,0.020,
1969-09,0.033,
1969-10,0.034,
1969-11,0.030,
1969-12,0.015,
1970-01,0.014,
1970-02,0.009,
1970-03,0.009,
1970-04,0.008,
1970-05,0.008,
1970-06,0.006,
1970-07,0.008,
1970-08,0.008,
1970-09,0.007,
1970-10,0.007,
1970-11,0.007,
1970-12,0.008,
1971-01,0.009,
1971-02,0.010,
1971-03,0.010,
1971-04,0.011,
1971-05,0.009,
1971-06,0.010,
1971-07,0.011,
1971-08,0.011,
1971-09,0.011,
1971-10,0.012,
1971-11,0.011,
1971-12,0.012,
1972-01,0.013,
1972-02,0.015,
1972-03,0.014,
1972-04,0.014,
1972-05,0.013,
1972-06,0.013,
1972-07,0.015,
1972-08,0.015,
1972-09,0.014,
1972-10,0.016,
1972-11,0.024,
1972-12,0.033,
1973-01,0.031,
1973-02,0.025,
1973-03,0.022,
1973-04,0.029,
1973-05,0.037,
1973-06,0.044,
1973-07,0.046,
1973-08,0.059,
1973-09,0.064,
1973-10,0.066,
1973-11,0.059,
1973-12,0.058,
1974-01,0.041,
1974-02,0.029,
1974-03,0.038,
1974-04,0.028,
1974-05,0.027,
1974-06,0.032,
1974-07,0.032,
1974-08,0.030,
1974-09,0.030,
1974-10,0.029,
1974-11,0.026,
1974-12,0.024,
1975-01,0.024,
1975-02,0.026,
1975-03,0.025,
1975-04,0.023,
1975-05,0.021,
1975-06,0.021,
1975-07,0.024,
1975-08,0.025,
1975-09,0.021,
1975-10,0.020,
1975-11,0.020,
1975-12,0.019,
1976-01,0.024,
1976-02,0.018,
1976-03,0.021,
1976-04,0.012,
1976-05,0.013,
1976-06,0.015,
1976-07,0.014,
1976-08,0.014,
1976-09,0.015,
1976-10,0.016,
1976-11,0.014,
1976-12,0.013,
1977-01,0.014,
1977-02,0.013,
1977-03,0.014,
1977-04,0.015,
1977-05,0.013,
1977-06,0.011,
1977-07,0.014,
1977-08,0.019,
1977-09,0.014,
1977-10,0.013,
1977-11,0.011,
1977-12,0.013,
1978-01,0.016,
1978-02,0.013,
1978-03,0.021,
1978-04,0.025,
1978-05,0.020,
1978-06,0.014,
1978-07,0.013,
1978-08,0.014,
1978-09,0.012,
1978-10,0.013,
1978-11,0.014,
1978-12,0.017,
1979-01,0.020,
1979-02,0.025,
1979-03,0.020,
1979-04,0.022,
1979-05,0.022,
1979-06,0.017,
1979-07,0.018,
1979-08,0.022,
1979-09,0.025,
1979-10,0.022,
1979-11,0.019,
1979-12,0.024,
1980-01,0.020,
1980-02,0.021,
1980-03,0.022,
1980-04,0.023,
1980-05,0.023,
1980-06,0.021,
1980-07,0.021,
1980-08,0.024,
1980-09,0.022,
1980-10,0.020,
1980-11,0.025,
1980-12,0.024,
1981-01,0.025,
1981-02,0.027,
1981-03,0.026,
1981-04,0.030,
1981-05,0.026,
1981-06,0.027,
1981-07,0.029,
1981-08,0.024,
1981-09,0.023,
1981-10,0.025,
1981-11,0.026,
1981-12,0.027,
1982-01,0.027,
1982-02,0.025,
1982-03,0.027,
1982-04,0.028,
1982-05,0.028,
1982-06,0.029,
1982-07,0.029,
1982-08,0.029,
1982-09,0.027,
1982-10,0.027,
1982-11,0.026,
1982-12,0.028,
1983-01,0.027,
1983-02,0.027,
1983-03,0.027,
1983-04,0.028,
1983-05,0.028,
1983-06,0.028,
1983-07,0.030,
1983-08,0.031,
1983-09,0.032,
1983-10,0.029,
1983-11,0.030,
1983-12,0.031,
1984-01,0.035,
1984-02,0.033,
1984-03,0.028,
1984-04,0.028,
1984-05,0.027,
1984-06,0.029,
1984-07,0.029,
1984-08,0.031,
1984-09,0.029,
1984-10,0.031,
1984-11,0.032,
1984-12,0.030,
1985-01,0.030,
1985-02,0.027,
1985-03,0.027,
1985-04,0.028,
1985-05,0.034,
1985-06,0.030,
1985-07,0.037,
1985-08,0.052,
1985-09,0.041,
1985-10,0.039,
1985-11,0.036,
1985-12,0.029,
1986-01,0.032,
1986-02,0.030,
1986-03,0.036,
1986-04,0.036,
1986-05,0.024,
1986-06,0.022,
1986-07,0.026,
1986-08,0.021,
1986-09,0.025,
1986-10,0.018,
1986-11,0.021,
1986-12,0.018,
1987-01,0.017,
1987-02,0.017,
1987-03,0.018,
1987-04,0.018,
1987-05,0.019,
1987-06,0.018,
1987-07,0.018,
1987-08,0.020,
1987-09,0.021,
1987-10,0.025,
1987-11,0.021,
1987-12,0.018,
1988-01,0.019,
1988-02,0.019,
1988-03,0.017,
1988-04,0.015,
1988-05,0.018,
1988-06,0.018,
1988-07,0.018,
1988-08,0.018,
1988-09,0.019,
1988-10,0.018,
1988-11,0.018,
1988-12,0.014,
1989-01,0.015,
1989-02,0.011,
1989-03,0.011,
1989-04,0.011,
1989-05,0.011,
1989-06,0.011,
1989-07,0.014,
1989-08,0.015,
1989-09,0.019,
1989-10,0.016,
1989-11,0.014,
1989-12,0.017,
1990-01,0.019,
1990-02,0.017,
1990-03,0.018,
1990-04,0.019,
1990-05,0.017,
1990-06,0.014,
1990-07,0.013,
1990-08,0.015,
1990-09,0.012,
1990-10,0.009,
1990-11,0.011,
1990-12,0.010,
1991-01,0.010,
1991-02,0.010,
1991-03,0.011,
1991-04,0.014,
1991-05,0.015,
1991-06,0.011,
1991-07,0.012,
1991-08,0.015,
1991-09,0.014,
1991-10,0.017,
1991-11,0.017,
1991-12,0.019,
1992-01,0.018,
1992-02,0.020,
1992-03,0.018,
1992-04,0.018,
1992-05,0.021,
1992-06,0.020,
1992-07,0.018,
1992-08,0.019,
1992-09,0.017,
1992-10,0.017,
1992-11,0.020,
1992-12,0.017,
1993-01,0.014,
1993-02,0.020,
1993-03,0.029,
1993-04,0.021,
1993-05,0.021,
1993-06,0.016,
1993-07,0.019,
1993-08,0.026,
1993-09,0.024,
1993-10,0.029,
1993-11,0.028,
1993-12,0.027,
1994-01,0.027,
1994-02,0.028,
1994-03,0.027,
1994-04,0.029,
1994-05,0.028,
1994-06,0.026,
1994-07,0.019,
1994-08,0.021,
1994-09,0.021,
1994-10,0.021,
1994-11,0.023,
1994-12,0.029,
1995-01,0.032,
1995-02,0.038,
1995-03,0.037,
1995-04,0.029,
1995-05,0.030,
1995-06,0.041,
1995-07,0.041,
1995-08,0.031,
1995-09,0.026,
1995-10,0.019,
1995-11,0.018,
1995-12,0.020,
1996-01,0.018,
1996-02,0.017,
1996-03,0.020,
1996-04,0.016,
1996-05,0.012,
1996-06,0.011,
1996-07,0.010,
1996-08,0.011,
1996-09,0.012,
1996-10,0.011,
1996-11,0.011,
1996-12,0.009,
1997-01,0.009,
1997-02,0.010,
1997-03,0.008,
1997-04,0.009,
1997-05,0.009,
1997-06,0.010,
1997-07,0.009,
1997-08,0.010,
1997-09,0.008,
1997-10,0.009,
1997-11,0.010,
1997-12,0.011,
1998-01,0.012,
1998-02,0.016,
1998-03,0.014,
1998-04,0.019,
1998-05,0.018,
1998-06,0.025,
1998-07,0.022,
1998-08,0.016,
1998-09,0.016,
1998-10,0.018,
1998-11,0.045,
1998-12,0.042,
1999-01,0.028,
1999-02,0.030,
1999-03,0.033,
1999-04,0.030,
1999-05,0.029,
1999-06,0.028,
1999-07,0.030,
1999-08,0.028,
1999-09,0.029,
1999-10,0.033,
1999-11,0.035,
1999-12,0.048,
2000-01,0.046,
2000-02,0.050,
2000-03,0.036,
2000-04,0.039,
2000-05,0.038,
2000-06,0.040,
2000-07,0.040,
2000-08,0.041,
2000-09,0.036,
2000-10,0.038,
2000-11,0.038,
2000-12,0.035,
2001-01,0.038,
2001-02,0.036,
2001-03,0.037,
2001-04,0.037,
2001-05,0.036,
2001-06,0.036,
2001-07,0.036,
2001-08,0.036,
2001-09,0.038,
2001-10,0.041,
2001-11,0.036,
2001-12,0.036,
2002-01,0.043,
2002-02,0.044,
2002-03,0.030,
2002-04,0.032,
2002-05,0.031,
2002-06,0.030,
2002-07,0.029,
2002-08,0.031,
2002-09,0.030,
2002-10,0.039,
2002-11,0.030,
2002-12,0.031,
2003-01,0.030,
2003-02,0.033,
2003-03,0.038,
2003-04,0.040,
2003-05,0.043,
2003-06,0.035,
2003-07,0.035,
2003-08,0.040,
2003-09,0.036,
2003-10,0.035,
2003-11,0.037,
2003-12,0.037,
2004-01,0.040,
2004-02,0.039,
2004-03,0.039,
2004-04,0.034,
2004-05,0.035,
2004-06,0.031,
2004-07,0.030,
2004-08,0.030,
2004-09,0.029,
2004-10,0.029,
2004-11,0.028,
2004-12,0.029,
2005-01,0.028,
2005-02,0.028,
2005-03,0.028,
2005-04,0.029,
2005-05,0.025,
2005-06,0.027,
2005-07,0.027,
2005-08,0.028,
2005-09,0.028,
2005-10,0.028,
2005-11,0.027,
2005-12,0.020,
2006-01,0.029,
2006-02,0.055,
2006-03,0.051,
2006-04,0.048,
2006-05,0.051,
2006-06,0.042,
2006-07,0.041,
2006-08,0.042,
2006-09,0.042,
2006-10,0.044,
2006-11,0.048,
2006-12,0.042,
2007-01,0.042,
2007-02,0.040,
2007-03,0.043,
2007-04,0.043,
2007-05,0.052,
2007-06,0.067,
2007-07,0.065,
2007-08,0.065,
2007-09,0.098,
2007-10,0.090,
2007-11,0.084,
2007-12,0.104,
2008-01,0.100,
2008-02,0.100,
2008-03,0.105,
2008-04,0.115,
2008-05,0.115,
2008-06,0.118,
2008-07,0.110,
2008-08,0.117,
2008-09,0.105,
2008-10,0.124,
2008-11,0.125,
2008-12,0.136,
2009-01,0.133,
2009-02,0.137,
2009-03,0.127,
2009-04,0.118,
2009-05,0.092,
2009-06,0.095,
2009-07,0.092,
2009-08,0.146,
2009-09,0.144,
2009-10,0.085,
2009-11,0.083,
2009-12,0.087,
2010-01,0.084,
2010-02,0.088,
2010-03,0.093,
2010-04,0.089,
2010-05,0.095,
2010-06,0.087,
2010-07,0.093,
2010-08,0.093,
2010-09,0.092,
2010-10,0.093,
2010-11,0.102,
2010-12,0.108,
2011-01,0.112,
2011-02,0.124,
2011-03,0.152,
2011-04,0.168,
2011-05,0.173,
2011-06,0.192,
2011-07,0.207,
2011-08,0.223,
2011-09,0.232,
2011-10,0.242,
2011-11,0.266,
2011-12,0.295,
2012-01,0.315,
2012-02,0.402,
2012-03,0.430,
2012-04,0.479,
2012-05,0.506,
2012-06,0.517,
2012-07,0.534,
2012-08,0.547,
2012-09,0.590,
2012-10,0.659,
2012-11,0.690,
2012-12,0.707,
2013-01,0.766,
2013-02,0.804,
2013-03,0.808,
2013-04,0.809,
2013-05,0.856,
2013-06,0.842,
2013-07,0.844,
2013-08,0.866,
2013-09,0.879,
2013-10,0.871,
2013-11,0.906,
2013-12,0.954,
2014-01,1.030,
2014-02,1.069,
2014-03,1.094,
2014-04,1.244,
2014-05,1.279,
2014-06,1.347,
2014-07,1.416,
2014-08,1.434,
2014-09,1.413,
2014-10,1.415,
2014-11,1.448,
2014-12,1.468,Provisional value
