"",BBDE1.M.DE.Y.AEB1.N2C260000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C260000.F.V.I10.A_FLAGS
"","Orders received from the domestic market / At current prices / Germany / 26 Manufacture of computer, electronic and optical products / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:45,
1991-01,151.5,
1991-02,132.3,
1991-03,131.9,
1991-04,138.5,
1991-05,134.6,
1991-06,132.5,
1991-07,119.2,
1991-08,163.2,
1991-09,118.0,
1991-10,134.7,
1991-11,122.5,
1991-12,115.8,
1992-01,124.0,
1992-02,132.4,
1992-03,133.6,
1992-04,161.3,
1992-05,150.0,
1992-06,130.2,
1992-07,133.2,
1992-08,128.2,
1992-09,147.9,
1992-10,117.3,
1992-11,113.7,
1992-12,120.1,
1993-01,105.3,
1993-02,116.5,
1993-03,104.6,
1993-04,92.4,
1993-05,96.4,
1993-06,101.0,
1993-07,106.1,
1993-08,111.9,
1993-09,129.4,
1993-10,110.1,
1993-11,95.5,
1993-12,102.9,
1994-01,87.9,
1994-02,89.6,
1994-03,94.8,
1994-04,93.0,
1994-05,94.3,
1994-06,94.1,
1994-07,98.6,
1994-08,93.4,
1994-09,97.1,
1994-10,97.9,
1994-11,102.3,
1994-12,98.9,
1995-01,95.6,
1995-02,101.9,
1995-03,98.9,
1995-04,97.4,
1995-05,93.3,
1995-06,102.0,
1995-07,103.0,
1995-08,104.5,
1995-09,102.4,
1995-10,89.4,
1995-11,99.0,
1995-12,99.9,
1996-01,108.7,
1996-02,107.7,
1996-03,100.9,
1996-04,110.2,
1996-05,103.3,
1996-06,113.1,
1996-07,113.2,
1996-08,102.5,
1996-09,100.2,
1996-10,113.2,
1996-11,118.2,
1996-12,109.8,
1997-01,107.1,
1997-02,98.3,
1997-03,101.7,
1997-04,104.2,
1997-05,102.3,
1997-06,98.8,
1997-07,99.8,
1997-08,97.7,
1997-09,92.8,
1997-10,98.6,
1997-11,100.1,
1997-12,97.0,
1998-01,104.7,
1998-02,106.5,
1998-03,103.8,
1998-04,99.8,
1998-05,115.4,
1998-06,105.6,
1998-07,102.2,
1998-08,96.4,
1998-09,100.1,
1998-10,96.6,
1998-11,93.6,
1998-12,96.1,
1999-01,97.0,
1999-02,103.3,
1999-03,101.8,
1999-04,99.2,
1999-05,105.7,
1999-06,133.7,
1999-07,120.7,
1999-08,123.1,
1999-09,121.3,
1999-10,121.0,
1999-11,127.7,
1999-12,123.8,
2000-01,118.9,
2000-02,126.7,
2000-03,127.4,
2000-04,143.5,
2000-05,133.6,
2000-06,136.3,
2000-07,140.2,
2000-08,142.9,
2000-09,141.5,
2000-10,153.7,
2000-11,137.9,
2000-12,140.7,
2001-01,137.7,
2001-02,134.0,
2001-03,138.1,
2001-04,132.4,
2001-05,123.5,
2001-06,116.7,
2001-07,122.0,
2001-08,117.9,
2001-09,114.9,
2001-10,114.1,
2001-11,116.8,
2001-12,114.9,
2002-01,114.5,
2002-02,120.2,
2002-03,114.9,
2002-04,121.3,
2002-05,118.2,
2002-06,122.3,
2002-07,113.1,
2002-08,118.8,
2002-09,116.0,
2002-10,116.0,
2002-11,116.2,
2002-12,114.2,
2003-01,113.4,
2003-02,122.2,
2003-03,114.3,
2003-04,116.4,
2003-05,111.7,
2003-06,118.7,
2003-07,116.1,
2003-08,117.8,
2003-09,121.1,
2003-10,115.2,
2003-11,123.6,
2003-12,125.3,
2004-01,114.6,
2004-02,114.1,
2004-03,114.0,
2004-04,113.8,
2004-05,117.1,
2004-06,116.9,
2004-07,114.2,
2004-08,111.5,
2004-09,111.4,
2004-10,114.7,
2004-11,111.0,
2004-12,111.3,
2005-01,119.3,
2005-02,111.6,
2005-03,117.4,
2005-04,109.9,
2005-05,113.1,
2005-06,113.7,
2005-07,115.3,
2005-08,115.5,
2005-09,118.5,
2005-10,119.4,
2005-11,122.2,
2005-12,121.1,
2006-01,124.9,
2006-02,126.7,
2006-03,123.2,
2006-04,124.9,
2006-05,121.9,
2006-06,121.2,
2006-07,120.1,
2006-08,129.8,
2006-09,122.9,
2006-10,126.0,
2006-11,124.7,
2006-12,127.8,
2007-01,123.2,
2007-02,123.3,
2007-03,125.2,
2007-04,128.9,
2007-05,129.4,
2007-06,121.0,
2007-07,129.1,
2007-08,127.8,
2007-09,131.8,
2007-10,131.7,
2007-11,134.4,
2007-12,132.4,
2008-01,140.4,
2008-02,127.1,
2008-03,128.0,
2008-04,126.0,
2008-05,126.0,
2008-06,124.5,
2008-07,126.0,
2008-08,125.7,
2008-09,121.8,
2008-10,118.2,
2008-11,112.8,
2008-12,120.8,
2009-01,90.4,
2009-02,83.1,
2009-03,78.1,
2009-04,86.0,
2009-05,83.9,
2009-06,83.4,
2009-07,90.6,
2009-08,93.0,
2009-09,97.2,
2009-10,93.6,
2009-11,96.8,
2009-12,94.0,
2010-01,89.4,
2010-02,94.9,
2010-03,99.3,
2010-04,94.6,
2010-05,106.8,
2010-06,102.9,
2010-07,101.1,
2010-08,102.4,
2010-09,100.8,
2010-10,105.8,
2010-11,99.7,
2010-12,96.3,
2011-01,95.5,
2011-02,103.5,
2011-03,94.2,
2011-04,101.9,
2011-05,102.5,
2011-06,100.3,
2011-07,101.0,
2011-08,99.1,
2011-09,98.6,
2011-10,102.8,
2011-11,92.8,
2011-12,88.1,
2012-01,92.5,
2012-02,91.8,
2012-03,94.5,
2012-04,90.2,
2012-05,90.9,
2012-06,91.2,
2012-07,96.4,
2012-08,89.2,
2012-09,85.0,
2012-10,86.7,
2012-11,92.6,
2012-12,88.2,
2013-01,93.0,
2013-02,87.8,
2013-03,88.5,
2013-04,90.6,
2013-05,84.6,
2013-06,86.4,
2013-07,86.5,
2013-08,86.5,
2013-09,84.4,
2013-10,86.4,
2013-11,88.3,
2013-12,89.5,
2014-01,95.4,
2014-02,90.8,
2014-03,90.5,
2014-04,92.7,
2014-05,91.4,
2014-06,94.6,
2014-07,94.7,
2014-08,94.2,
2014-09,90.0,
2014-10,89.0,
2014-11,86.5,
2014-12,93.7,Provisional value
