"",BBK01.TVD436,BBK01.TVD436_FLAGS
"",Deposits of non-banks in the euro area / in the home country / At agreed notice / of which up to 3 months / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:13,
1980-01,0,
1980-02,-333,
1980-03,-1494,
1980-04,-1929,
1980-05,-756,
1980-06,-275,
1980-07,458,
1980-08,303,
1980-09,6,
1980-10,443,
1980-11,629,
1980-12,7211,
1981-01,924,
1981-02,-294,
1981-03,-3204,
1981-04,-2129,
1981-05,-1273,
1981-06,-1327,
1981-07,-649,
1981-08,-749,
1981-09,-1111,
1981-10,-66,
1981-11,896,
1981-12,8518,
1982-01,2044,
1982-02,501,
1982-03,-416,
1982-04,-27,
1982-05,246,
1982-06,-17,
1982-07,1100,
1982-08,64,
1982-09,103,
1982-10,882,
1982-11,1274,
1982-12,10029,
1983-01,4337,
1983-02,1606,
1983-03,274,
1983-04,709,
1983-05,-100,
1983-06,-648,
1983-07,2547,
1983-08,24,
1983-09,-574,
1983-10,384,
1983-11,436,
1983-12,6716,
1984-01,1300,
1984-02,-692,
1984-03,-567,
1984-04,-530,
1984-05,-820,
1984-06,-553,
1984-07,568,
1984-08,-511,
1984-09,-251,
1984-10,569,
1984-11,752,
1984-12,8078,
1985-01,2481,
1985-02,590,
1985-03,-686,
1985-04,-567,
1985-05,-841,
1985-06,-134,
1985-07,804,
1985-08,77,
1985-09,489,
1985-10,276,
1985-11,317,
1985-12,8240,
1986-01,1516,
1986-02,467,
1986-03,-25,
1986-04,507,
1986-05,75,
1986-06,164,
1986-07,1294,
1986-08,751,
1986-09,221,
1986-10,1286,
1986-11,1407,
1986-12,8405,
1987-01,2588,
1987-02,504,
1987-03,16,
1987-04,27,
1987-05,-146,
1987-06,175,
1987-07,1520,
1987-08,465,
1987-09,-198,
1987-10,380,
1987-11,531,
1987-12,7963,
1988-01,2684,
1988-02,1414,
1988-03,-11,
1988-04,785,
1988-05,37,
1988-06,27,
1988-07,715,
1988-08,269,
1988-09,-377,
1988-10,598,
1988-11,374,
1988-12,7170,
1989-01,2287,
1989-02,-547,
1989-03,-2394,
1989-04,-1857,
1989-05,-1699,
1989-06,-1928,
1989-07,-672,
1989-08,-1596,
1989-09,-1354,
1989-10,-2045,
1989-11,-2264,
1989-12,6665,
1990-01,-3384,
1990-02,-2727,
1990-03,-4007,
1990-04,-2979,
1990-05,-2959,
1990-06,-1329,
1990-07,-5100,
1990-08,-4606,
1990-09,-2682,
1990-10,-2850,
