"",BBK01.TS5151,BBK01.TS5151_FLAGS
"",Deposits of non-MFIs / Other financial intermediaries / Short term / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:43,
1999-01,31.3,
1999-02,32.3,
1999-03,31.7,
1999-04,31.0,
1999-05,33.2,
1999-06,32.6,
1999-07,34.1,
1999-08,34.4,
1999-09,34.9,
1999-10,34.9,
1999-11,34.8,
1999-12,36.3,
2000-01,43.8,
2000-02,42.5,
2000-03,42.1,
2000-04,44.9,
2000-05,47.5,
2000-06,41.9,
2000-07,41.2,
2000-08,39.5,
2000-09,42.0,
2000-10,39.6,
2000-11,41.7,
2000-12,44.6,
2001-01,43.0,
2001-02,47.9,
2001-03,47.8,
2001-04,47.8,
2001-05,46.5,
2001-06,46.9,
2001-07,46.9,
2001-08,51.3,
2001-09,54.1,
2001-10,58.7,
2001-11,54.4,
2001-12,55.1,
2002-01,53.0,
2002-02,51.0,
2002-03,50.7,
2002-04,49.7,
2002-05,50.9,
2002-06,58.2,
2002-07,55.3,
2002-08,55.7,
2002-09,55.7,
2002-10,57.4,
2002-11,64.1,
2002-12,57.5,
2003-01,62.4,
2003-02,59.3,
2003-03,63.1,
2003-04,67.4,
2003-05,68.1,
2003-06,70.5,
2003-07,67.2,
2003-08,69.5,
2003-09,67.3,
2003-10,65.5,
2003-11,67.0,
2003-12,63.1,
2004-01,62.8,
2004-02,61.4,
2004-03,63.9,
2004-04,68.1,
2004-05,65.0,
2004-06,61.4,
2004-07,63.6,
2004-08,65.3,
2004-09,61.6,
2004-10,62.1,
2004-11,62.9,
2004-12,57.2,
2005-01,63.6,
2005-02,62.0,
2005-03,60.6,
2005-04,64.7,
2005-05,66.8,
2005-06,66.5,
2005-07,71.1,
2005-08,71.3,
2005-09,71.8,
2005-10,69.9,
2005-11,67.3,
2005-12,64.4,
2006-01,65.6,
2006-02,63.6,
2006-03,67.5,
2006-04,73.5,
2006-05,75.7,
2006-06,75.3,
2006-07,71.9,
2006-08,71.0,
2006-09,73.7,
2006-10,71.6,
2006-11,72.8,
2006-12,77.7,
2007-01,81.2,
2007-02,79.3,
2007-03,80.5,
2007-04,86.0,
2007-05,84.3,
2007-06,89.3,
2007-07,92.1,
2007-08,93.4,
2007-09,96.7,
2007-10,93.5,
2007-11,95.2,
2007-12,96.1,
2008-01,104.5,
2008-02,106.0,
2008-03,112.4,
2008-04,112.3,
2008-05,114.6,
2008-06,114.4,
2008-07,119.2,
2008-08,115.7,
2008-09,117.5,
2008-10,116.3,
2008-11,113.8,
2008-12,111.5,
2009-01,118.8,
2009-02,114.6,
2009-03,110.1,
2009-04,109.3,
2009-05,102.2,
2009-06,102.3,
2009-07,91.0,
2009-08,84.7,
2009-09,85.0,
2009-10,83.2,
2009-11,82.8,
2009-12,76.1,
2010-01,83.0,
2010-02,84.3,
2010-03,79.1,
2010-04,81.5,
2010-05,86.7,
2010-06,86.5,
2010-07,86.5,
2010-08,84.5,
2010-09,84.4,
2010-10,82.4,
2010-11,83.2,
2010-12,79.8,
2011-01,91.6,
2011-02,91.2,
2011-03,88.4,
2011-04,92.8,
2011-05,91.0,
2011-06,93.8,
2011-07,95.2,
2011-08,101.3,
2011-09,103.1,
2011-10,103.2,
2011-11,106.7,
2011-12,101.1,
2012-01,101.6,
2012-02,97.5,
2012-03,97.2,
2012-04,100.6,
2012-05,103.5,
2012-06,103.4,
2012-07,101.6,
2012-08,98.7,
2012-09,99.1,
2012-10,99.3,
2012-11,97.5,
2012-12,95.8,
2013-01,95.7,
2013-02,95.8,
2013-03,99.3,
2013-04,98.3,
2013-05,98.2,
2013-06,102.7,
2013-07,102.1,
2013-08,100.4,
2013-09,99.0,
2013-10,101.3,
2013-11,94.6,
2013-12,97.2,
2014-01,97.5,
2014-02,98.4,
2014-03,99.2,
2014-04,102.0,
2014-05,102.4,
2014-06,99.4,
2014-07,99.2,
2014-08,99.6,
2014-09,98.3,
2014-10,97.6,
2014-11,96.2,
2014-12,101.7,Provisional value
2015-01,110.4,
