"",BBK01.QUY095,BBK01.QUY095_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / Guatemala / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:30,
2002-03,0.175,
2002-04,0.152,
2002-05,0.135,
2002-06,0.124,
2002-07,0.123,
2002-08,0.122,
2002-09,0.119,
2002-10,0.126,
2002-11,0.109,
2002-12,0.103,
2003-01,0.107,
2003-02,0.090,
2003-03,0.091,
2003-04,0.088,
2003-05,0.082,
2003-06,0.079,
2003-07,0.083,
2003-08,0.086,
2003-09,0.090,
2003-10,0.088,
2003-11,0.100,
2003-12,0.079,
2004-01,0.078,
2004-02,0.076,
2004-03,0.103,
2004-04,0.085,
2004-05,0.084,
2004-06,0.082,
2004-07,0.082,
2004-08,0.079,
2004-09,0.070,
2004-10,0.070,
2004-11,0.067,
2004-12,0.070,
2005-01,0.073,
2005-02,0.074,
2005-03,0.079,
2005-04,0.075,
2005-05,0.075,
2005-06,0.060,
2005-07,0.049,
2005-08,0.048,
2005-09,0.050,
2005-10,0.055,
2005-11,0.054,
2005-12,0.048,
2006-01,0.037,
2006-02,0.035,
2006-03,0.038,
2006-04,0.037,
2006-05,0.038,
2006-06,0.039,
2006-07,0.039,
2006-08,0.028,
2006-09,0.033,
2006-10,0.037,
2006-11,0.041,
2006-12,0.048,
2007-01,0.043,
2007-02,0.055,
2007-03,0.059,
2007-04,0.060,
2007-05,0.061,
2007-06,0.063,
2007-07,0.061,
2007-08,0.076,
2007-09,0.086,
2007-10,0.090,
2007-11,0.111,
2007-12,0.101,
2008-01,0.112,
2008-02,0.101,
2008-03,0.104,
2008-04,0.108,
2008-05,0.099,
2008-06,0.104,
2008-07,0.110,
2008-08,0.118,
2008-09,0.124,
2008-10,0.119,
2008-11,0.104,
2008-12,0.088,
2009-01,0.074,
2009-02,0.071,
2009-03,0.071,
2009-04,0.081,
2009-05,0.067,
2009-06,0.066,
2009-07,0.048,
2009-08,0.048,
2009-09,0.037,
2009-10,0.037,
2009-11,0.017,
2009-12,0.025,
2010-01,0.017,
2010-02,0.017,
2010-03,0.029,
2010-04,0.016,
2010-05,0.013,
2010-06,0.016,
2010-07,0.017,
2010-08,0.025,
2010-09,0.022,
2010-10,0.020,
2010-11,0.021,
2010-12,0.030,
2011-01,0.044,
2011-02,0.043,
2011-03,0.064,
2011-04,0.067,
2011-05,0.087,
2011-06,0.089,
2011-07,0.090,
2011-08,0.083,
2011-09,0.091,
2011-10,0.088,
2011-11,0.090,
2011-12,0.099,
2012-01,0.090,
2012-02,0.088,
2012-03,0.083,
2012-04,0.079,
2012-05,0.105,
2012-06,0.088,
2012-07,0.103,
2012-08,0.136,
2012-09,0.159,
2012-10,0.155,
2012-11,0.133,
2012-12,0.137,
2013-01,0.137,
2013-02,0.142,
2013-03,0.153,
2013-04,0.175,
2013-05,0.190,
2013-06,0.196,
2013-07,0.244,
2013-08,0.228,
2013-09,0.224,
2013-10,0.186,
2013-11,0.135,
2013-12,0.224,
2014-01,0.247,
2014-02,0.258,
2014-03,0.253,
2014-04,0.244,
2014-05,0.271,
2014-06,0.265,
2014-07,0.248,
2014-08,0.199,
2014-09,0.256,
2014-10,0.238,
