"",BBK01.OEAH22T,BBK01.OEAH22T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:47,
2002-01,2.036,
2002-04,2.075,
2002-07,2.088,
2002-10,2.094,
2003-01,2.098,
2003-04,2.058,
2003-07,2.015,
2003-10,2.019,
2004-01,2.017,
2004-04,2.036,
2004-07,1.991,
2004-10,1.979,
2005-01,1.939,
2005-04,1.948,
2005-07,1.885,
2005-10,1.902,
2006-01,1.899,
2006-04,1.902,
2006-07,1.916,
2006-10,1.923,
2007-01,1.919,
2007-04,1.939,
2007-07,1.949,
2007-10,2.059,
2008-01,2.088,
2008-04,2.118,
2008-07,2.156,
2008-10,2.139,
2009-01,2.080,
2009-04,1.960,
2009-07,1.855,
2009-10,1.743,
2010-01,1.715,
2010-04,1.688,
2010-07,1.672,
2010-10,1.661,
2011-01,1.695,
2011-04,1.739,
2011-07,1.742,
2011-10,1.797,
2012-01,1.764,
2012-04,1.744,
2012-07,1.671,
2012-10,1.547,
2013-01,1.382,
2013-04,1.308,
2013-07,1.261,
2013-10,1.242,
2014-01,1.196,
2014-04,1.148,
2014-07,1.135,
