"",BBK01.QUX167,BBK01.QUX167_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / South Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:30,
2001-12,0.566,
2002-01,0.579,
2002-02,0.567,
2002-03,0.529,
2002-04,0.512,
2002-05,0.485,
2002-06,0.457,
2002-07,0.356,
2002-08,0.395,
2002-09,0.326,
2002-10,0.422,
2002-11,0.442,
2002-12,0.436,
2003-01,0.398,
2003-02,0.420,
2003-03,0.398,
2003-04,0.263,
2003-05,0.266,
2003-06,0.314,
2003-07,0.256,
2003-08,0.259,
2003-09,0.303,
2003-10,0.298,
2003-11,0.286,
2003-12,0.272,
2004-01,0.267,
2004-02,0.264,
2004-03,0.275,
2004-04,0.280,
2004-05,0.233,
2004-06,0.231,
2004-07,0.196,
2004-08,0.164,
2004-09,0.145,
2004-10,0.143,
2004-11,0.146,
2004-12,0.148,
2005-01,0.149,
2005-02,0.149,
2005-03,0.145,
2005-04,0.150,
2005-05,0.154,
2005-06,0.131,
2005-07,0.110,
2005-08,0.063,
2005-09,0.058,
2005-10,0.052,
2005-11,0.061,
2005-12,0.061,
2006-01,0.060,
2006-02,0.060,
2006-03,0.060,
2006-04,0.059,
2006-05,0.080,
2006-06,0.109,
2006-07,0.450,
2006-08,0.438,
2006-09,0.271,
2006-10,0.198,
2006-11,0.136,
2006-12,0.108,
2007-01,0.053,
2007-02,0.053,
2007-03,0.052,
2007-04,0.050,
2007-05,0.068,
2007-06,0.067,
2007-07,0.066,
2007-08,0.066,
2007-09,0.064,
2007-10,0.062,
2007-11,0.095,
2007-12,0.090,
2008-01,0.090,
2008-02,0.086,
2008-03,0.077,
2008-04,0.075,
2008-05,0.080,
2008-06,0.085,
2008-07,0.086,
2008-08,0.089,
2008-09,0.093,
2008-10,0.152,
2008-11,0.152,
2008-12,0.140,
2009-01,0.145,
2009-02,0.136,
2009-03,0.132,
2009-04,0.132,
2009-05,0.102,
2009-06,0.102,
2009-07,0.095,
2009-08,0.095,
2009-09,0.085,
2009-10,0.084,
2009-11,0.063,
2009-12,0.054,
2010-01,0.056,
2010-02,0.057,
2010-03,0.058,
2010-04,0.047,
2010-05,0.050,
2010-06,0.050,
2010-07,0.061,
2010-08,0.062,
2010-09,0.059,
2010-10,0.058,
2010-11,0.058,
2010-12,0.057,
2011-01,0.049,
2011-02,0.048,
2011-03,0.047,
2011-04,0.045,
2011-05,0.036,
2011-06,0.021,
2011-07,0.021,
2011-08,0.020,
2011-09,0.020,
2011-10,0.004,
2011-11,0.003,
2011-12,0.004,
2012-01,0.004,
2012-02,0.023,
2012-03,0.024,
2012-04,0.024,
2012-05,0.025,
2012-06,0.023,
2012-07,0.024,
2012-08,0.024,
2012-09,0.023,
2012-10,0.036,
2012-11,0.036,
2012-12,0.043,
2013-01,0.042,
2013-02,0.035,
2013-03,0.043,
2013-04,0.042,
2013-05,0.043,
2013-06,0.044,
2013-07,0.043,
2013-08,0.043,
2013-09,0.040,
2013-10,0.035,
2013-11,0.030,
2013-12,0.030,
2014-01,0.002,
2014-02,0.020,
2014-03,0.019,
2014-04,0.020,
2014-05,0.020,
2014-06,0.020,
2014-07,0.020,
2014-08,0.017,
2014-09,0.011,
2014-10,0.011,
2014-11,0.006,
