"",BBK01.TSD434,BBK01.TSD434_FLAGS
"",Deposits of non-MFIs / Total / With an agreed maturity of up to 2 years / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:41,
1999-01,235.5,
1999-02,234.5,
1999-03,237.4,
1999-04,233.9,
1999-05,231.0,
1999-06,228.7,
1999-07,229.8,
1999-08,229.0,
1999-09,229.7,
1999-10,234.5,
1999-11,236.9,
1999-12,241.3,
2000-01,236.4,
2000-02,237.8,
2000-03,239.0,
2000-04,238.2,
2000-05,243.9,
2000-06,246.4,
2000-07,247.1,
2000-08,250.9,
2000-09,259.3,
2000-10,259.8,
2000-11,264.9,
2000-12,267.1,
2001-01,273.6,
2001-02,276.0,
2001-03,281.9,
2001-04,281.4,
2001-05,280.0,
2001-06,286.7,
2001-07,287.9,
2001-08,287.9,
2001-09,291.9,
2001-10,289.7,
2001-11,286.3,
2001-12,282.5,
2002-01,279.0,
2002-02,277.5,
2002-03,279.0,
2002-04,277.1,
2002-05,275.1,
2002-06,281.2,
2002-07,280.0,
2002-08,279.6,
2002-09,274.9,
2002-10,280.8,
2002-11,274.9,
2002-12,272.2,
2003-01,273.7,
2003-02,272.0,
2003-03,267.5,
2003-04,267.8,
2003-05,270.3,
2003-06,263.5,
2003-07,260.9,
2003-08,259.1,
2003-09,248.9,
2003-10,243.4,
2003-11,246.7,
2003-12,241.1,
2004-01,231.4,
2004-02,230.3,
2004-03,232.1,
2004-04,227.8,
2004-05,231.4,
2004-06,226.6,
2004-07,230.1,
2004-08,226.9,
2004-09,226.2,
2004-10,225.8,
2004-11,221.2,
2004-12,232.3,
2005-01,223.9,
2005-02,220.8,
2005-03,215.5,
2005-04,222.1,
2005-05,222.4,
2005-06,221.3,
2005-07,222.0,
2005-08,219.6,
2005-09,222.0,
2005-10,223.4,
2005-11,226.9,
2005-12,227.9,
2006-01,232.3,
2006-02,236.4,
2006-03,239.0,
2006-04,248.5,
2006-05,248.9,
2006-06,258.4,
2006-07,262.0,
2006-08,268.1,
2006-09,279.4,
2006-10,286.8,
2006-11,296.7,
2006-12,303.5,
2007-01,312.1,
2007-02,318.7,
2007-03,327.2,
2007-04,345.4,
2007-05,348.9,
2007-06,363.8,
2007-07,367.8,
2007-08,388.6,
2007-09,404.3,
2007-10,420.5,
2007-11,434.6,
2007-12,465.4,
2008-01,475.5,
2008-02,494.2,
2008-03,498.7,
2008-04,521.0,
2008-05,532.9,
2008-06,535.1,
2008-07,566.2,
2008-08,570.7,
2008-09,576.5,
2008-10,597.7,
2008-11,607.8,
2008-12,583.6,
2009-01,556.9,
2009-02,537.4,
2009-03,521.7,
2009-04,511.9,
2009-05,494.9,
2009-06,466.9,
2009-07,443.8,
2009-08,419.5,
2009-09,396.7,
2009-10,367.2,
2009-11,356.1,
2009-12,346.9,
2010-01,330.8,
2010-02,326.2,
2010-03,329.1,
2010-04,302.8,
2010-05,298.8,
2010-06,298.4,
2010-07,295.2,
2010-08,295.4,
2010-09,298.5,
2010-10,301.7,
2010-11,298.6,
2010-12,299.9,
2011-01,301.7,
2011-02,307.6,
2011-03,309.4,
2011-04,318.2,
2011-05,326.4,
2011-06,329.6,
2011-07,339.4,
2011-08,343.5,
2011-09,355.3,
2011-10,356.9,
2011-11,359.7,
2011-12,357.5,
2012-01,363.4,
2012-02,364.6,
2012-03,366.0,
2012-04,370.8,
2012-05,370.2,
2012-06,377.2,
2012-07,375.8,
2012-08,371.5,
2012-09,362.9,
2012-10,358.1,
2012-11,349.7,
2012-12,317.3,
2013-01,313.2,
2013-02,306.4,
2013-03,309.5,
2013-04,308.5,
2013-05,304.7,
2013-06,301.2,
2013-07,295.6,
2013-08,293.2,
2013-09,290.3,
2013-10,293.0,
2013-11,292.6,
2013-12,292.8,
2014-01,296.7,
2014-02,301.1,
2014-03,301.0,
2014-04,299.1,
2014-05,300.7,
2014-06,301.4,
2014-07,300.4,
2014-08,299.1,
2014-09,296.6,
2014-10,292.9,
2014-11,293.7,
2014-12,294.2,Provisional value
2015-01,295.9,
