"",BBK01.OUZ122,BBK01.OUZ122_FLAGS
"","Balance sheet, total, Branches of foreign banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:53,
1999-01,110.504,
1999-02,104.236,
1999-03,105.313,
1999-04,109.266,
1999-05,107.467,
1999-06,103.619,
1999-07,105.021,
1999-08,105.625,
1999-09,102.957,
1999-10,102.723,
1999-11,108.010,
1999-12,105.135,
2000-01,111.490,
2000-02,114.963,
2000-03,116.384,
2000-04,120.298,
2000-05,121.697,
2000-06,110.285,
2000-07,112.458,
2000-08,117.048,
2000-09,117.213,
2000-10,121.171,
2000-11,124.668,
2000-12,121.407,
2001-01,128.125,
2001-02,135.777,
2001-03,140.651,
2001-04,148.768,
2001-05,142.777,
2001-06,132.943,
2001-07,129.162,
2001-08,127.525,
2001-09,131.737,
2001-10,134.676,
2001-11,138.285,
2001-12,129.693,
2002-01,131.294,
2002-02,125.535,
2002-03,116.836,
2002-04,126.855,
2002-05,121.114,
2002-06,111.210,
2002-07,112.525,
2002-08,108.219,
2002-09,108.643,
2002-10,108.008,
2002-11,112.018,
2002-12,108.558,
2003-01,105.860,
2003-02,110.248,
2003-03,112.926,
2003-04,114.961,
2003-05,114.440,
2003-06,110.361,
2003-07,100.473,
2003-08,100.993,
2003-09,95.889,
2003-10,93.507,
2003-11,91.542,
2003-12,87.850,
2004-01,87.348,
2004-02,88.759,
2004-03,94.856,
2004-04,100.422,
2004-05,99.970,
2004-06,88.248,
2004-07,85.995,
2004-08,88.148,
2004-09,91.453,
2004-10,91.128,
2004-11,90.965,
2004-12,93.337,
2005-01,104.158,
2005-02,97.910,
2005-03,98.131,
2005-04,110.452,
2005-05,109.150,
2005-06,102.919,
2005-07,107.614,
2005-08,101.036,
2005-09,108.480,
2005-10,111.967,
2005-11,113.580,
2005-12,103.344,
2006-01,113.271,
2006-02,112.108,
2006-03,121.618,
2006-04,128.999,
2006-05,136.912,
2006-06,123.238,
2006-07,129.389,
2006-08,128.264,
2006-09,131.541,
2006-10,129.987,
2006-11,125.317,
2006-12,129.542,
2007-01,140.607,
2007-02,143.388,
2007-03,147.877,
2007-04,151.231,
2007-05,155.380,
2007-06,143.532,
2007-07,140.300,
2007-08,138.607,
2007-09,138.463,
2007-10,137.980,
2007-11,147.652,
2007-12,163.415,
2008-01,153.957,
2008-02,159.816,
2008-03,169.427,
2008-04,184.120,
2008-05,177.322,
2008-06,171.163,
2008-07,170.003,
2008-08,174.305,
2008-09,193.468,
2008-10,200.328,
2008-11,185.064,
2008-12,197.210,
2009-01,191.848,
2009-02,199.853,
2009-03,201.925,
2009-04,201.269,
2009-05,193.853,
2009-06,211.895,
2009-07,193.863,
2009-08,186.151,
2009-09,187.008,
2009-10,183.787,
2009-11,187.412,
2009-12,182.222,
2010-01,190.957,
2010-02,194.467,
2010-03,199.874,
2010-04,205.409,
2010-05,225.328,
2010-06,213.138,
2010-07,192.174,
2010-08,199.332,
2010-09,197.996,
2010-10,190.006,
2010-11,209.116,
2010-12,203.673,
2011-01,209.504,
2011-02,210.801,
2011-03,210.510,
2011-04,209.519,
2011-05,209.044,
2011-06,207.840,
2011-07,212.604,
2011-08,225.539,
2011-09,233.409,
2011-10,252.874,
2011-11,263.237,
2011-12,239.942,
2012-01,309.688,
2012-02,344.223,
2012-03,371.484,
2012-04,373.507,
2012-05,374.626,
2012-06,373.811,
2012-07,355.153,
2012-08,384.538,
2012-09,370.271,
2012-10,342.865,
2012-11,321.215,
2012-12,310.942,
2013-01,277.896,
2013-02,270.874,
2013-03,265.450,
2013-04,252.954,
2013-05,236.249,
2013-06,256.086,
2013-07,243.522,
2013-08,228.088,
2013-09,226.802,
2013-10,228.003,
2013-11,231.958,
2013-12,230.273,
2014-01,237.430,
2014-02,236.115,
2014-03,233.255,
2014-04,234.359,
2014-05,238.424,
2014-06,228.101,
2014-07,235.917,
2014-08,235.607,
2014-09,244.020,
2014-10,247.735,
2014-11,245.229,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
