"",BBK01.OUU325,BBK01.OUU325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:56,
1999-01,0.428,
1999-02,0.438,
1999-03,0.442,
1999-04,0.451,
1999-05,0.452,
1999-06,0.454,
1999-07,0.456,
1999-08,0.456,
1999-09,0.459,
1999-10,0.460,
1999-11,0.462,
1999-12,0.481,
2000-01,0.482,
2000-02,0.482,
2000-03,0.483,
2000-04,0.483,
2000-05,0.483,
2000-06,0.476,
2000-07,0.474,
2000-08,0.473,
2000-09,0.473,
2000-10,0.471,
2000-11,0.469,
2000-12,0.488,
2001-01,0.484,
2001-02,0.483,
2001-03,0.485,
2001-04,0.483,
2001-05,0.481,
2001-06,0.480,
2001-07,0.477,
2001-08,0.504,
2001-09,0.504,
2001-10,0.508,
2001-11,0.562,
2001-12,0.582,
2002-01,0.585,
2002-02,0.586,
2002-03,0.586,
2002-04,0.596,
2002-05,0.709,
2002-06,0.709,
2002-07,0.707,
2002-08,0.733,
2002-09,0.733,
2002-10,0.735,
2002-11,0.740,
2002-12,0.762,
2003-01,0.765,
2003-02,0.773,
2003-03,0.776,
2003-04,0.775,
2003-05,0.796,
2003-06,0.783,
2003-07,0.808,
2003-08,0.811,
2003-09,0.817,
2003-10,0.820,
2003-11,0.821,
2003-12,0.840,
2004-01,0.842,
2004-02,0.845,
2004-03,0.702,
2004-04,0.701,
2004-05,0.696,
2004-06,0.697,
2004-07,0.695,
2004-08,0.695,
2004-09,0.695,
2004-10,0.694,
2004-11,0.695,
2004-12,0.706,
2005-01,0.706,
2005-02,0.709,
2005-03,0.711,
2005-04,0.712,
2005-05,0.711,
2005-06,0.707,
2005-07,0.707,
2005-08,0.707,
2005-09,0.712,
2005-10,0.708,
2005-11,0.709,
2005-12,0.725,
2006-01,0.726,
2006-02,0.728,
2006-03,0.729,
2006-04,0.727,
2006-05,0.726,
2006-06,0.725,
2006-07,0.725,
2006-08,0.728,
2006-09,0.728,
2006-10,0.731,
2006-11,0.730,
2006-12,0.773,
2007-01,0.777,
2007-02,0.777,
2007-03,0.778,
2007-04,0.777,
2007-05,0.774,
2007-06,0.778,
2007-07,0.828,
2007-08,0.827,
2007-09,0.829,
2007-10,0.828,
2007-11,0.826,
2007-12,0.835,
2008-01,0.907,
2008-02,0.912,
2008-03,0.890,
2008-04,0.913,
2008-05,0.917,
2008-06,0.917,
2008-07,0.914,
2008-08,0.914,
2008-09,0.915,
2008-10,0.916,
2008-11,0.917,
2008-12,0.910,
2009-01,0.915,
2009-02,0.916,
2009-03,0.918,
2009-04,0.920,
2009-05,0.920,
2009-06,0.872,
2009-07,0.875,
2009-08,0.879,
2009-09,0.882,
2009-10,0.884,
2009-11,0.885,
2009-12,0.902,
2010-01,0.907,
2010-02,0.907,
2010-03,0.912,
2010-04,0.917,
2010-05,0.914,
2010-06,0.895,
2010-07,0.898,
2010-08,0.902,
2010-09,0.904,
2010-10,0.882,
2010-11,0.886,
2010-12,0.905,
2011-01,0.906,
2011-02,0.911,
2011-03,0.912,
2011-04,0.914,
2011-05,0.914,
2011-06,0.915,
2011-07,0.919,
2011-08,0.922,
2011-09,0.896,
2011-10,0.897,
2011-11,0.872,
2011-12,0.885,
2012-01,0.886,
2012-02,0.890,
2012-03,0.889,
2012-04,0.889,
2012-05,0.778,
2012-06,0.780,
2012-07,0.775,
2012-08,0.772,
2012-09,0.774,
2012-10,0.777,
2012-11,0.777,
2012-12,0.795,
2013-01,0.799,
2013-02,0.805,
2013-03,0.803,
2013-04,0.802,
2013-05,0.804,
2013-06,0.808,
2013-07,0.807,
2013-08,0.807,
2013-09,0.812,
2013-10,0.814,
2013-11,0.813,
2013-12,0.825,
2014-01,0.834,
2014-02,0.839,
2014-03,0.841,
2014-04,0.837,
2014-05,0.841,
2014-06,0.842,
2014-07,0.847,
2014-08,0.848,
2014-09,0.852,
2014-10,0.853,
2014-11,0.855,
2014-12,0.879,Provisional value
