"",BBK01.OEAC01N,BBK01.OEAC01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:49:30,
2002-01,217.467,
2002-04,218.033,
2002-07,216.339,
2002-10,217.041,
2003-01,212.335,
2003-04,210.306,
2003-07,209.118,
2003-10,200.539,
2004-01,198.536,
2004-04,197.207,
2004-07,196.209,
2004-10,193.589,
2005-01,199.524,
2005-04,196.825,
2005-07,196.750,
2005-10,197.224,
2006-01,209.222,
2006-04,211.907,
2006-07,214.689,
2006-10,213.577,
2007-01,217.542,
2007-04,221.378,
2007-07,222.094,
2007-10,228.004,
2008-01,233.298,
2008-04,239.097,
2008-07,239.892,
2008-10,244.944,
2009-01,241.892,
2009-04,247.766,
2009-07,252.019,
2009-10,244.803,
2010-01,245.629,
2010-04,255.235,
2010-07,257.897,
2010-10,258.355,
2011-01,261.501,
2011-04,266.023,
2011-07,282.779,
2011-10,280.334,
2012-01,275.270,
2012-04,263.297,
2012-07,264.681,
2012-10,258.630,
2013-01,264.314,
2013-04,262.703,
2013-07,240.587,
2013-10,239.984,
2014-01,243.731,
2014-04,245.322,
2014-07,245.152,
