"",BBK01.QUX987,BBK01.QUX987_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Hong Kong / Currency of the debtor country",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:54,
2002-03,4.000,
2002-04,3.741,
2002-05,3.490,
2002-06,3.165,
2002-07,2.741,
2002-08,2.374,
2002-09,2.480,
2002-10,1.613,
2002-11,1.338,
2002-12,0.647,
2003-01,0.433,
2003-02,0.507,
2003-03,0.327,
2003-04,0.145,
2003-05,0.030,
2003-06,0.080,
2003-07,-0.275,
2003-08,0.567,
2003-09,0.839,
2003-10,1.259,
2003-11,1.269,
2003-12,1.332,
2004-01,1.137,
2004-02,1.287,
2004-03,1.952,
2004-04,2.123,
2004-05,2.118,
2004-06,1.864,
2004-07,2.049,
2004-08,2.155,
2004-09,1.802,
2004-10,2.144,
2004-11,2.296,
2004-12,1.425,
2005-01,1.834,
2005-02,1.752,
2005-03,1.787,
2005-04,1.355,
2005-05,2.239,
2005-06,1.454,
2005-07,0.740,
2005-08,1.611,
2005-09,1.602,
2005-10,1.526,
2005-11,1.222,
2005-12,2.765,
2006-01,2.484,
2006-02,2.745,
2006-03,3.147,
2006-04,2.801,
2006-05,2.888,
2006-06,3.698,
2006-07,3.620,
2006-08,3.635,
2006-09,3.791,
2006-10,3.500,
2006-11,3.634,
2006-12,4.037,
2007-01,5.422,
2007-02,3.788,
2007-03,3.825,
2007-04,4.297,
2007-05,4.203,
2007-06,4.288,
2007-07,4.077,
2007-08,4.211,
2007-09,2.666,
2007-10,4.398,
2007-11,3.893,
2007-12,2.818,
2008-01,4.390,
2008-02,3.880,
2008-03,3.999,
2008-04,4.034,
2008-05,3.630,
2008-06,2.565,
2008-07,2.448,
2008-08,2.998,
2008-09,3.400,
2008-10,4.353,
2008-11,2.776,
2008-12,2.394,
2009-01,2.438,
2009-02,2.603,
2009-03,2.086,
2009-04,2.652,
2009-05,2.099,
2009-06,2.368,
2009-07,1.668,
2009-08,2.085,
2009-09,2.445,
2009-10,1.949,
2009-11,2.411,
2009-12,2.564,
2010-01,1.749,
2010-02,1.580,
2010-03,2.293,
2010-04,3.175,
2010-05,2.214,
2010-06,2.207,
2010-07,2.368,
2010-08,3.206,
2010-09,4.017,
2010-10,3.360,
2010-11,4.488,
2010-12,4.393,
2011-01,3.845,
2011-02,3.172,
2011-03,2.916,
2011-04,3.594,
2011-05,2.774,
2011-06,2.831,
2011-07,1.869,
2011-08,2.479,
2011-09,2.821,
2011-10,2.431,
2011-11,2.334,
2011-12,2.337,
2012-01,2.590,
2012-02,2.456,
2012-03,2.078,
2012-04,2.301,
2012-05,2.683,
2012-06,1.904,
2012-07,2.350,
2012-08,2.280,
2012-09,2.551,
2012-10,2.857,
2012-11,3.168,
2012-12,2.929,
2013-01,3.150,
2013-02,2.774,
2013-03,3.115,
2013-04,3.345,
2013-05,4.215,
2013-06,3.325,
2013-07,2.999,
2013-08,3.337,
2013-09,3.090,
2013-10,2.991,
2013-11,3.131,
2013-12,2.825,
2014-01,3.249,
2014-02,2.208,
2014-03,2.151,
2014-04,1.864,
2014-05,1.360,
2014-06,1.491,
2014-07,1.418,
2014-08,1.409,
2014-09,1.308,
2014-10,1.405,
