"",BBK01.CEH302,BBK01.CEH302_FLAGS
"",Securities other than shares debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:07,
1991-01,10.9,
1991-04,11.2,
1991-07,12.2,
1991-10,10.3,
1992-01,22.6,
1992-04,16.1,
1992-07,33.0,
1992-10,24.8,
1993-01,22.4,
1993-04,10.4,
1993-07,22.3,
1993-10,37.6,
1994-01,37.0,
1994-04,24.2,
1994-07,16.6,
1994-10,4.5,
1995-01,7.9,
1995-04,2.1,
1995-07,20.5,
1995-10,26.4,
1996-01,34.6,
1996-04,26.4,
1996-07,16.5,
1996-10,16.4,
1997-01,56.3,
1997-04,34.4,
1997-07,27.4,
1997-10,-5.4,
1998-01,53.3,
1998-04,59.2,
1998-07,3.8,
1998-10,41.9,
1999-01,29.7,
1999-04,55.6,
1999-07,38.8,
1999-10,12.4,
2000-01,59.2,
2000-04,23.5,
2000-07,23.4,
2000-10,-3.8,
2001-01,31.5,
2001-04,24.7,
2001-07,-3.5,
2001-10,10.6,
2002-01,39.7,
2002-04,13.8,
2002-07,8.3,
2002-10,-10.3,
2003-01,32.0,
2003-04,20.7,
2003-07,27.0,
2003-10,29.9,
2004-01,56.4,
2004-04,49.6,
2004-07,25.4,
2004-10,-6.4,
2005-01,63.5,
2005-04,41.6,
2005-07,1.4,
2005-10,17.2,
2006-01,29.8,
2006-04,46.2,
2006-07,9.0,
2006-10,17.1,
2007-01,65.7,
2007-04,35.2,
2007-07,4.1,
2007-10,39.0,
2008-01,31.7,
2008-04,40.6,
2008-07,15.4,
2008-10,3.3,
2009-01,22.1,
2009-04,45.5,
2009-07,20.2,
2009-10,-3.6,
2010-01,35.4,
2010-04,11.8,
2010-07,-16.4,
2010-10,-26.7,
2011-01,-3.5,
2011-04,-11.0,
2011-07,-19.3,
2011-10,-6.0,
2012-01,30.9,
2012-04,10.0,
2012-07,25.6,
2012-10,-2.1,
2013-01,0.2,
2013-04,12.8,
2013-07,3.4,
2013-10,19.4,
2014-01,25.6,
