"",BBK01.OEAH18Q,BBK01.OEAH18Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:04,
2002-01,6.283,
2002-04,6.110,
2002-07,6.099,
2002-10,6.072,
2003-01,5.671,
2003-04,4.885,
2003-07,5.108,
2003-10,4.930,
2004-01,4.925,
2004-04,4.927,
2004-07,4.967,
2004-10,8.961,
2005-01,6.730,
2005-04,6.651,
2005-07,6.700,
2005-10,6.895,
2006-01,7.040,
2006-04,7.690,
2006-07,8.552,
2006-10,8.982,
2007-01,9.346,
2007-04,10.359,
2007-07,12.159,
2007-10,15.551,
2008-01,16.848,
2008-04,20.722,
2008-07,22.839,
2008-10,20.862,
2009-01,20.834,
2009-04,17.831,
2009-07,16.491,
2009-10,14.298,
2010-01,14.315,
2010-04,18.851,
2010-07,19.764,
2010-10,17.899,
2011-01,10.130,
2011-04,10.155,
2011-07,11.148,
2011-10,11.667,
2012-01,12.292,
2012-04,14.369,
2012-07,14.881,
2012-10,15.744,
2013-01,11.969,
2013-04,12.256,
2013-07,12.016,
2013-10,11.704,
2014-01,12.917,
2014-04,13.380,
2014-07,12.574,
