"",BBK01.QX5714,BBK01.QX5714_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Czech Republic / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:17:39,
1994-03,0.083,
1994-04,0.096,
1994-05,0.110,
1994-06,0.103,
1994-07,0.130,
1994-08,0.145,
1994-09,0.112,
1994-10,0.126,
1994-11,0.115,
1994-12,0.171,
1995-01,0.105,
1995-02,0.131,
1995-03,0.118,
1995-04,0.115,
1995-05,0.137,
1995-06,0.146,
1995-07,0.163,
1995-08,0.192,
1995-09,0.190,
1995-10,0.201,
1995-11,0.193,
1995-12,0.167,
1996-01,0.573,
1996-02,0.631,
1996-03,0.677,
1996-04,0.662,
1996-05,0.698,
1996-06,0.740,
1996-07,0.631,
1996-08,0.650,
1996-09,0.726,
1996-10,0.753,
1996-11,0.804,
1996-12,0.874,
1997-01,0.882,
1997-02,0.853,
1997-03,0.884,
1997-04,0.925,
1997-05,0.870,
1997-06,0.816,
1997-07,0.824,
1997-08,0.913,
1997-09,0.907,
1997-10,0.993,
1997-11,0.944,
1997-12,0.943,
1998-01,0.905,
1998-02,0.824,
1998-03,0.811,
1998-04,0.914,
1998-05,1.014,
1998-06,1.088,
1998-07,1.141,
1998-08,1.047,
1998-09,1.342,
1998-10,1.328,
1998-11,1.338,
1998-12,1.527,
1999-01,1.288,
1999-02,1.297,
1999-03,1.409,
1999-04,1.419,
1999-05,1.482,
1999-06,1.424,
1999-07,1.141,
1999-08,1.238,
1999-09,1.258,
1999-10,1.547,
1999-11,1.611,
1999-12,1.598,
2000-01,1.479,
2000-02,1.334,
2000-03,1.462,
2000-04,2.121,
2000-05,2.115,
2000-06,2.443,
2000-07,2.298,
2000-08,2.490,
2000-09,2.705,
2000-10,3.066,
2000-11,3.053,
2000-12,2.744,
2001-01,2.844,
2001-02,2.788,
2001-03,2.932,
2001-04,3.018,
2001-05,3.790,
2001-06,5.361,
2001-07,5.545,
2001-08,5.233,
2001-09,5.448,
2001-10,5.507,
2001-11,5.426,
2001-12,5.650,
2002-01,5.686,
2002-02,5.735,
2002-03,5.702,
2002-04,6.042,
2002-05,5.751,
2002-06,6.056,
2002-07,5.908,
2002-08,5.682,
2002-09,5.960,
2002-10,5.836,
2002-11,5.686,
2002-12,5.358,
2003-01,5.488,
2003-02,3.909,
2003-03,3.951,
2003-04,3.852,
2003-05,3.841,
2003-06,4.063,
2003-07,3.821,
2003-08,3.996,
2003-09,3.836,
2003-10,3.636,
2003-11,3.803,
2003-12,3.702,
2004-01,3.570,
2004-02,3.619,
2004-03,3.658,
2004-04,3.640,
2004-05,3.837,
2004-06,3.953,
2004-07,3.812,
2004-08,3.976,
2004-09,3.769,
2004-10,3.698,
2004-11,3.544,
2004-12,3.499,
2005-01,3.691,
2005-02,3.638,
2005-03,3.877,
2005-04,3.816,
2005-05,3.938,
2005-06,4.181,
2005-07,3.959,
2005-08,4.293,
2005-09,4.223,
2005-10,4.463,
2005-11,4.371,
2005-12,4.734,
2006-01,4.474,
2006-02,4.594,
2006-03,4.586,
2006-04,4.677,
2006-05,4.633,
2006-06,4.922,
2006-07,4.588,
2006-08,4.598,
2006-09,5.021,
2006-10,4.924,
2006-11,4.648,
2006-12,4.802,
2007-01,0.166,
2007-02,0.128,
2007-03,0.118,
2007-04,0.144,
2007-05,0.209,
2007-06,0.256,
2007-07,0.347,
2007-08,0.302,
2007-09,0.274,
2007-10,0.263,
2007-11,0.261,
2007-12,0.246,
2008-01,0.091,
2008-02,0.166,
2008-03,0.220,
2008-04,0.308,
2008-05,0.364,
2008-06,0.458,
2008-07,0.493,
2008-08,0.530,
2008-09,1.370,
2008-10,1.315,
2008-11,1.394,
2008-12,1.429,
2009-01,1.427,
2009-02,1.469,
2009-03,1.439,
2009-04,1.388,
2009-05,1.498,
2009-06,1.462,
2009-07,1.567,
2009-08,1.574,
2009-09,1.595,
2009-10,1.696,
2009-11,1.590,
2009-12,1.648,
2010-01,1.675,
2010-02,1.708,
2010-03,1.632,
2010-04,1.667,
2010-05,1.642,
2010-06,1.560,
2010-07,1.646,
2010-08,1.599,
2010-09,1.570,
2010-10,1.626,
2010-11,1.539,
2010-12,1.611,
2011-01,1.528,
2011-02,1.493,
2011-03,1.444,
2011-04,1.418,
2011-05,1.640,
2011-06,1.476,
2011-07,1.503,
2011-08,1.500,
2011-09,1.405,
2011-10,1.420,
2011-11,1.410,
2011-12,1.506,
2012-01,1.463,
2012-02,1.496,
2012-03,1.520,
2012-04,1.530,
2012-05,1.432,
2012-06,1.509,
2012-07,1.489,
2012-08,1.488,
2012-09,1.528,
2012-10,1.519,
2012-11,1.551,
2012-12,1.613,
2013-01,1.587,
2013-02,1.659,
2013-03,1.661,
2013-04,1.667,
2013-05,1.703,
2013-06,1.702,
2013-07,1.756,
2013-08,1.717,
2013-09,1.703,
2013-10,1.742,
2013-11,1.645,
2013-12,1.651,
2014-01,1.589,
2014-02,1.556,
2014-03,1.519,
2014-04,1.503,
2014-05,1.573,
2014-06,1.522,
2014-07,1.556,
2014-08,1.560,
2014-09,0.958,
2014-10,0.986,
2014-11,0.958,
