"",BBK01.QUX156,BBK01.QUX156_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / United Kingdom / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:18:00,
2001-12,16.182,
2002-01,16.037,
2002-02,15.541,
2002-03,15.686,
2002-04,13.079,
2002-05,12.930,
2002-06,12.290,
2002-07,12.615,
2002-08,12.358,
2002-09,12.332,
2002-10,12.132,
2002-11,12.013,
2002-12,11.488,
2003-01,10.626,
2003-02,11.413,
2003-03,11.088,
2003-04,10.970,
2003-05,10.939,
2003-06,11.467,
2003-07,11.423,
2003-08,12.363,
2003-09,11.724,
2003-10,11.328,
2003-11,11.064,
2003-12,11.003,
2004-01,11.110,
2004-02,10.786,
2004-03,10.757,
2004-04,11.603,
2004-05,11.549,
2004-06,11.761,
2004-07,11.389,
2004-08,10.698,
2004-09,10.743,
2004-10,10.666,
2004-11,12.237,
2004-12,12.462,
2005-01,11.316,
2005-02,12.226,
2005-03,12.285,
2005-04,11.059,
2005-05,10.072,
2005-06,9.831,
2005-07,9.764,
2005-08,10.228,
2005-09,10.498,
2005-10,10.604,
2005-11,8.619,
2005-12,8.694,
2006-01,7.584,
2006-02,7.631,
2006-03,7.564,
2006-04,7.564,
2006-05,8.599,
2006-06,7.474,
2006-07,7.580,
2006-08,7.512,
2006-09,7.938,
2006-10,8.334,
2006-11,8.079,
2006-12,9.062,
2007-01,7.633,
2007-02,7.547,
2007-03,7.323,
2007-04,7.284,
2007-05,7.286,
2007-06,7.450,
2007-07,7.712,
2007-08,6.572,
2007-09,7.868,
2007-10,6.902,
2007-11,6.697,
2007-12,5.612,
2008-01,5.371,
2008-02,5.359,
2008-03,5.540,
2008-04,5.484,
2008-05,5.402,
2008-06,5.402,
2008-07,7.220,
2008-08,7.134,
2008-09,7.448,
2008-10,9.116,
2008-11,8.963,
2008-12,8.615,
2009-01,8.737,
2009-02,8.850,
2009-03,8.684,
2009-04,9.287,
2009-05,8.725,
2009-06,8.888,
2009-07,8.816,
2009-08,8.660,
2009-09,8.527,
2009-10,8.588,
2009-11,8.551,
2009-12,8.518,
2010-01,8.819,
2010-02,8.732,
2010-03,8.761,
2010-04,8.817,
2010-05,8.855,
2010-06,8.948,
2010-07,8.408,
2010-08,8.484,
2010-09,8.316,
2010-10,8.302,
2010-11,8.422,
2010-12,8.347,
2011-01,8.341,
2011-02,8.371,
2011-03,8.109,
2011-04,7.699,
2011-05,8.210,
2011-06,7.744,
2011-07,6.816,
2011-08,7.158,
2011-09,7.262,
2011-10,7.238,
2011-11,7.262,
2011-12,7.293,
2012-01,7.326,
2012-02,8.294,
2012-03,8.785,
2012-04,8.831,
2012-05,8.866,
2012-06,8.869,
2012-07,8.969,
2012-08,9.676,
2012-09,8.181,
2012-10,5.715,
2012-11,5.812,
2012-12,5.789,
2013-01,5.835,
2013-02,5.762,
2013-03,4.639,
2013-04,4.756,
2013-05,4.500,
2013-06,4.428,
2013-07,4.586,
2013-08,4.509,
2013-09,4.613,
2013-10,4.405,
2013-11,4.462,
2013-12,4.721,
2014-01,4.638,
2014-02,4.475,
2014-03,4.719,
2014-04,4.800,
2014-05,4.627,
2014-06,4.679,
2014-07,4.848,
2014-08,4.887,
2014-09,4.902,
2014-10,5.008,
2014-11,4.970,
