"",BBK01.QUX610,BBK01.QUX610_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Denmark / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:47,
2002-03,14.081,
2002-04,15.896,
2002-05,12.810,
2002-06,11.765,
2002-07,11.616,
2002-08,14.308,
2002-09,14.574,
2002-10,14.313,
2002-11,14.964,
2002-12,17.629,
2003-01,17.309,
2003-02,17.674,
2003-03,16.349,
2003-04,14.881,
2003-05,15.243,
2003-06,18.454,
2003-07,18.224,
2003-08,18.024,
2003-09,17.781,
2003-10,13.441,
2003-11,13.619,
2003-12,14.273,
2004-01,14.143,
2004-02,14.576,
2004-03,14.366,
2004-04,14.838,
2004-05,13.669,
2004-06,14.743,
2004-07,16.177,
2004-08,16.329,
2004-09,16.892,
2004-10,15.607,
2004-11,15.800,
2004-12,16.790,
2005-01,18.452,
2005-02,18.590,
2005-03,19.637,
2005-04,21.470,
2005-05,16.954,
2005-06,19.140,
2005-07,18.630,
2005-08,17.607,
2005-09,19.889,
2005-10,18.202,
2005-11,18.639,
2005-12,18.586,
2006-01,20.130,
2006-02,20.195,
2006-03,18.953,
2006-04,20.374,
2006-05,20.389,
2006-06,19.746,
2006-07,21.614,
2006-08,21.272,
2006-09,23.193,
2006-10,21.796,
2006-11,20.959,
2006-12,23.149,
2007-01,23.190,
2007-02,23.591,
2007-03,24.133,
2007-04,25.276,
2007-05,23.256,
2007-06,28.721,
2007-07,28.087,
2007-08,23.858,
2007-09,25.273,
2007-10,25.286,
2007-11,24.922,
2007-12,25.508,
2008-01,26.305,
2008-02,23.997,
2008-03,24.399,
2008-04,25.135,
2008-05,25.908,
2008-06,29.299,
2008-07,31.111,
2008-08,26.767,
2008-09,26.165,
2008-10,26.534,
2008-11,24.929,
2008-12,22.528,
2009-01,26.405,
2009-02,26.134,
2009-03,26.357,
2009-04,30.026,
2009-05,29.129,
2009-06,27.042,
2009-07,28.727,
2009-08,28.010,
2009-09,22.796,
2009-10,21.795,
2009-11,21.565,
2009-12,21.704,
2010-01,20.261,
2010-02,22.527,
2010-03,22.961,
2010-04,23.213,
2010-05,27.207,
2010-06,23.166,
2010-07,20.093,
2010-08,20.330,
2010-09,22.295,
2010-10,20.888,
2010-11,22.537,
2010-12,18.543,
2011-01,15.083,
2011-02,17.559,
2011-03,16.481,
2011-04,16.459,
2011-05,16.202,
2011-06,13.893,
2011-07,12.610,
2011-08,12.532,
2011-09,11.278,
2011-10,15.420,
2011-11,10.969,
2011-12,10.653,
2012-01,13.574,
2012-02,16.064,
2012-03,14.467,
2012-04,14.283,
2012-05,17.302,
2012-06,15.492,
2012-07,18.283,
2012-08,19.025,
2012-09,15.826,
2012-10,17.226,
2012-11,18.247,
2012-12,15.470,
2013-01,17.509,
2013-02,17.266,
2013-03,16.627,
2013-04,16.350,
2013-05,15.191,
2013-06,15.570,
2013-07,12.051,
2013-08,14.952,
2013-09,14.536,
2013-10,12.424,
2013-11,13.544,
2013-12,9.204,
2014-01,10.378,
2014-02,11.805,
2014-03,10.256,
2014-04,10.874,
2014-05,10.519,
2014-06,9.260,
2014-07,8.668,
2014-08,10.083,
2014-09,9.642,
2014-10,9.065,
