"",BBK01.OEAH35G,BBK01.OEAH35G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:19,
2002-01,46.173,
2002-04,46.264,
2002-07,45.549,
2002-10,46.522,
2003-01,47.175,
2003-04,45.933,
2003-07,48.625,
2003-10,48.666,
2004-01,49.729,
2004-04,50.741,
2004-07,50.806,
2004-10,50.323,
2005-01,46.562,
2005-04,47.214,
2005-07,47.064,
2005-10,46.109,
2006-01,46.394,
2006-04,46.448,
2006-07,47.326,
2006-10,47.767,
2007-01,48.273,
2007-04,49.888,
2007-07,50.563,
2007-10,51.808,
2008-01,45.006,
2008-04,49.631,
2008-07,54.098,
2008-10,53.881,
2009-01,59.308,
2009-04,72.724,
2009-07,72.361,
2009-10,70.666,
2010-01,69.456,
2010-04,68.611,
2010-07,67.028,
2010-10,67.353,
2011-01,66.338,
2011-04,65.130,
2011-07,65.964,
2011-10,63.182,
2012-01,61.683,
2012-04,48.220,
2012-07,45.626,
2012-10,41.424,
2013-01,40.809,
2013-04,39.759,
2013-07,38.287,
2013-10,36.646,
2014-01,35.521,
2014-04,34.013,
2014-07,32.982,
