"",BBK01.WX0077,BBK01.WX0077_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 5.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:24,
2002-01,4.777,
2002-02,4.775,
2002-03,5.146,
2002-04,4.969,
2002-05,5.046,
2002-06,4.774,
2002-07,4.535,
2002-08,4.291,
2002-09,3.919,
2002-10,4.049,
2002-11,4.056,
2002-12,3.689,
2003-01,3.544,
2003-02,3.244,
2003-03,3.442,
2003-04,3.448,
2003-05,3.044,
2003-06,3.115,
2003-07,3.616,
2003-08,3.669,
2003-09,3.373,
2003-10,3.785,
2003-11,3.951,
2003-12,3.727,
2004-01,3.659,
2004-02,3.382,
2004-03,3.235,
2004-04,3.571,
2004-05,3.795,
2004-06,3.780,
2004-07,3.679,
2004-08,3.440,
2004-09,3.440,
2004-10,3.295,
2004-11,3.179,
2004-12,3.169,
2005-01,3.067,
2005-02,3.253,
2005-03,3.157,
2005-04,2.932,
2005-05,2.791,
2005-06,2.602,
2005-07,2.802,
2005-08,2.690,
2005-09,2.839,
2005-10,3.126,
2005-11,3.215,
2005-12,3.197,
2006-01,3.387,
2006-02,3.432,
2006-03,3.770,
2006-04,3.900,
2006-05,3.899,
2006-06,4.044,
2006-07,3.919,
2006-08,3.791,
2006-09,3.818,
2006-10,3.854,
2006-11,3.827,
2006-12,4.113,
2007-01,4.218,
2007-02,4.082,
2007-03,4.206,
2007-04,4.310,
2007-05,4.616,
2007-06,4.774,
2007-07,4.634,
2007-08,4.524,
2007-09,4.535,
2007-10,4.534,
2007-11,4.411,
2007-12,4.541,
2008-01,4.046,
2008-02,3.920,
2008-03,4.144,
2008-04,4.365,
2008-05,4.717,
2008-06,5.111,
2008-07,4.827,
2008-08,4.651,
2008-09,4.650,
2008-10,4.040,
2008-11,3.471,
2008-12,3.229,
2009-01,3.016,
2009-02,2.802,
2009-03,2.680,
2009-04,2.710,
2009-05,2.863,
2009-06,2.876,
2009-07,2.788,
2009-08,2.764,
2009-09,2.718,
2009-10,2.785,
2009-11,2.697,
2009-12,2.829,
2010-01,2.608,
2010-02,2.458,
2010-03,2.409,
2010-04,2.330,
2010-05,2.131,
2010-06,2.096,
2010-07,2.151,
2010-08,1.712,
2010-09,1.965,
2010-10,2.168,
2010-11,2.307,
2010-12,2.582,
2011-01,2.863,
2011-02,2.845,
2011-03,3.111,
2011-04,3.051,
2011-05,2.780,
2011-06,2.822,
2011-07,2.492,
2011-08,2.193,
2011-09,1.959,
2011-10,1.980,
2011-11,2.042,
2011-12,1.719,
2012-01,1.528,
2012-02,1.554,
2012-03,1.586,
2012-04,1.419,
2012-05,1.162,
2012-06,1.290,
2012-07,1.019,
2012-08,0.927,
2012-09,0.934,
2012-10,0.946,
2012-11,0.842,
2012-12,0.750,
2013-01,1.183,
2013-02,0.912,
2013-03,0.919,
2013-04,0.737,
2013-05,0.960,
2013-06,1.238,
2013-07,1.150,
2013-08,1.364,
2013-09,1.214,
2013-10,1.093,
2013-11,1.061,
2013-12,1.258,
2014-01,0.990,
2014-02,1.025,
2014-03,0.958,
2014-04,0.906,
2014-05,0.765,
2014-06,0.653,
2014-07,0.641,
2014-08,0.499,
2014-09,0.447,
2014-10,0.423,
2014-11,0.381,
2014-12,0.355,
2015-01,0.281,
