"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D3.F4.T._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D3.F4.T._T._X.N_FLAGS
2010-12,1576.484,
2011-01,119.465,
2011-02,113.567,
2011-03,5.244,
2011-04,-66.394,
2011-05,237.074,
2011-06,299.658,
2011-07,-171.029,
2011-08,31.099,
2011-09,-148.392,
2011-10,-29.843,
2011-11,-263.885,
2011-12,1241.030,
2012-01,-1387.029,
2012-02,16.568,
2012-03,-152.528,
2012-04,-292.697,
2012-05,16.770,
2012-06,146.431,
2012-07,80.353,
2012-08,132.705,
2012-09,-8.020,
2012-10,-193.498,
2012-11,2408.256,
2012-12,53.508,
2013-01,-1235.684,
2013-02,-1063.009,
2013-03,2610.211,
2013-04,1286.039,
2013-05,423.492,
2013-06,1651.228,
2013-07,-2535.897,
2013-08,1031.478,
2013-09,-938.938,
2013-10,-5112.088,
2013-11,336.777,
2013-12,2332.971,
2014-01,-313.149,
2014-02,2065.041,Provisional value
2014-03,64.559,Provisional value
2014-04,3863.416,Provisional value
2014-05,1259.416,Provisional value
2014-06,-3356.086,Provisional value
2014-07,-205.197,Provisional value
2014-08,452.235,Provisional value
2014-09,1975.002,
2014-10,-7656.630,
2014-11,-1215.660,
2014-12,1295.398,Provisional value
