"",BBK01.XS8846,BBK01.XS8846_FLAGS
"",Exports / Product Classification for Production Statistics from 2002 / 29 Machines / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-28 07:39:10,
1995-01,4.78,
1995-02,4.83,
1995-03,4.87,
1995-04,4.83,
1995-05,5.11,
1995-06,5.06,
1995-07,4.70,
1995-08,5.37,
1995-09,5.33,
1995-10,5.23,
1995-11,5.40,
1995-12,5.83,
1996-01,5.37,
1996-02,5.46,
1996-03,5.33,
1996-04,5.46,
1996-05,5.51,
1996-06,5.34,
1996-07,5.56,
1996-08,5.42,
1996-09,5.52,
1996-10,5.78,
1996-11,5.78,
1996-12,5.98,
1997-01,5.53,
1997-02,5.78,
1997-03,5.79,
1997-04,5.65,
1997-05,5.97,
1997-06,6.07,
1997-07,6.02,
1997-08,6.00,
1997-09,6.37,
1997-10,6.27,
1997-11,6.37,
1997-12,6.44,
1998-01,6.38,
1998-02,6.50,
1998-03,6.58,
1998-04,6.75,
1998-05,6.50,
1998-06,6.60,
1998-07,6.55,
1998-08,6.61,
1998-09,6.33,
1998-10,6.37,
1998-11,6.23,
1998-12,6.14,
1999-01,6.42,
1999-02,6.15,
1999-03,6.40,
1999-04,6.41,
1999-05,6.05,
1999-06,6.53,
1999-07,6.50,
1999-08,6.08,
1999-09,6.33,
1999-10,6.24,
1999-11,6.75,
1999-12,6.39,
2000-01,6.86,
2000-02,6.74,
2000-03,7.06,
2000-04,7.08,
2000-05,7.29,
2000-06,7.03,
2000-07,7.28,
2000-08,7.54,
2000-09,7.15,
2000-10,7.78,
2000-11,7.58,
2000-12,7.91,
2001-01,7.60,
2001-02,8.05,
2001-03,7.85,
2001-04,7.92,
2001-05,7.87,
2001-06,7.87,
2001-07,7.85,
2001-08,7.88,
2001-09,7.76,
2001-10,7.94,
2001-11,7.55,
2001-12,7.60,
2002-01,7.66,
2002-02,7.75,
2002-03,7.67,
2002-04,7.80,
2002-05,7.42,
2002-06,8.49,
2002-07,7.73,
2002-08,7.84,
2002-09,8.18,
2002-10,7.97,
2002-11,8.27,
2002-12,8.15,
2003-01,7.93,
2003-02,8.06,
2003-03,7.52,
2003-04,7.57,
2003-05,7.91,
2003-06,7.97,
2003-07,7.75,
2003-08,8.10,
2003-09,8.02,
2003-10,7.39,
2003-11,8.02,
2003-12,8.05,
2004-01,8.65,
2004-02,8.27,
2004-03,8.55,
2004-04,8.75,
2004-05,9.14,
2004-06,8.70,
2004-07,8.85,
2004-08,8.76,
2004-09,8.69,
2004-10,8.96,
2004-11,8.64,
2004-12,9.08,
2005-01,9.75,
2005-02,9.05,
2005-03,9.26,
2005-04,9.36,
2005-05,9.40,
2005-06,9.65,
2005-07,9.49,
2005-08,9.86,
2005-09,9.63,
2005-10,9.36,
2005-11,9.25,
2005-12,9.74,
2006-01,9.97,
2006-02,10.57,
2006-03,10.15,
2006-04,10.44,
2006-05,10.34,
2006-06,10.24,
2006-07,10.76,
2006-08,10.81,
2006-09,11.63,
2006-10,11.49,
2006-11,12.11,
2006-12,11.47,
2007-01,11.40,
2007-02,11.76,
2007-03,11.64,
2007-04,11.57,
2007-05,11.69,
2007-06,11.91,
2007-07,11.71,
2007-08,12.47,
2007-09,12.01,
2007-10,12.13,
2007-11,12.15,
2007-12,12.10,
2008-01,12.27,
2008-02,12.52,
2008-03,12.39,
2008-04,12.37,
2008-05,12.04,
2008-06,12.90,
2008-07,12.26,
2008-08,12.14,
2008-09,12.53,
2008-10,12.48,
2008-11,11.45,
2008-12,11.31,
