"",BBK01.RU5835,BBK01.RU5835_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Thailand / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:27:20,
1982-06,0.038,
1982-07,0.049,
1982-08,0.046,
1982-09,0.043,
1982-10,0.053,
1982-11,0.040,
1982-12,0.043,
1983-01,0.060,
1983-02,0.046,
1983-03,0.047,
1983-04,0.049,
1983-05,0.062,
1983-06,0.047,
1983-07,0.054,
1983-08,0.058,
1983-09,0.048,
1983-10,0.053,
1983-11,0.053,
1983-12,0.077,
1984-01,0.065,
1984-02,0.070,
1984-03,0.074,
1984-04,0.079,
1984-05,0.071,
1984-06,0.086,
1984-07,0.074,
1984-08,0.093,
1984-09,0.091,
1984-10,0.088,
1984-11,0.082,
1984-12,0.078,
1985-01,0.060,
1985-02,0.060,
1985-03,0.072,
1985-04,0.072,
1985-05,0.065,
1985-06,0.079,
1985-07,0.098,
1985-08,0.089,
1985-09,0.086,
1985-10,0.092,
1985-11,0.086,
1985-12,0.088,
1986-01,0.100,
1986-02,0.083,
1986-03,0.103,
1986-04,0.070,
1986-05,0.093,
1986-06,0.064,
1986-07,0.070,
1986-08,0.077,
1986-09,0.090,
1986-10,0.074,
1986-11,0.064,
1986-12,0.105,
1987-01,0.082,
1987-02,0.096,
1987-03,0.077,
1987-04,0.086,
1987-05,0.073,
1987-06,0.086,
1987-07,0.067,
1987-08,0.067,
1987-09,0.093,
1987-10,0.070,
1987-11,0.111,
1987-12,0.090,
1988-01,0.089,
1988-02,0.101,
1988-03,0.072,
1988-04,0.092,
1988-05,0.096,
1988-06,0.115,
1988-07,0.160,
1988-08,0.094,
1988-09,0.320,
1988-10,0.135,
1988-11,0.117,
1988-12,0.229,
1989-01,0.273,
1989-02,0.227,
1989-03,0.233,
1989-04,0.233,
1989-05,0.297,
1989-06,0.276,
1989-07,0.251,
1989-08,0.248,
1989-09,0.188,
1989-10,0.182,
1989-11,0.171,
1989-12,0.262,
1990-01,0.276,
1990-02,0.394,
1990-03,0.442,
1990-04,0.406,
1990-05,0.561,
1990-06,0.481,
1990-07,0.516,
1990-08,0.492,
1990-09,0.399,
1990-10,0.428,
1990-11,0.228,
1990-12,0.233,
1991-01,0.278,
1991-02,0.299,
1991-03,0.216,
1991-04,0.277,
1991-05,0.263,
1991-06,0.306,
1991-07,0.357,
1991-08,0.414,
1991-09,0.370,
1991-10,0.439,
1991-11,0.321,
1991-12,0.266,
