"",BBK01.OEAH32N,BBK01.OEAH32N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:23,
2002-01,18.363,
2002-04,18.848,
2002-07,19.654,
2002-10,22.604,
2003-01,20.939,
2003-04,20.866,
2003-07,18.070,
2003-10,21.483,
2004-01,18.776,
2004-04,19.600,
2004-07,21.131,
2004-10,21.957,
2005-01,19.634,
2005-04,22.297,
2005-07,22.946,
2005-10,25.296,
2006-01,22.786,
2006-04,23.399,
2006-07,26.342,
2006-10,28.842,
2007-01,28.509,
2007-04,28.676,
2007-07,32.989,
2007-10,38.860,
2008-01,36.365,
2008-04,36.574,
2008-07,42.927,
2008-10,47.229,
2009-01,43.992,
2009-04,37.321,
2009-07,44.367,
2009-10,41.039,
2010-01,38.897,
2010-04,45.604,
2010-07,43.541,
2010-10,49.555,
2011-01,43.831,
2011-04,43.943,
2011-07,46.720,
2011-10,48.538,
2012-01,41.296,
2012-04,47.721,
2012-07,43.306,
2012-10,35.045,
2013-01,33.153,
2013-04,29.957,
2013-07,22.504,
2013-10,22.343,
2014-01,22.327,
2014-04,21.695,
2014-07,20.730,
