"",BBK01.CEB002,BBK01.CEB002_FLAGS
"",Acquisition of financial assets debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:35,
1991-01,3425.9,
1991-04,3479.7,
1991-07,3516.6,
1991-10,3786.3,
1992-01,3690.1,
1992-04,3723.7,
1992-07,3781.3,
1992-10,4073.4,
1993-01,4001.2,
1993-04,4209.4,
1993-07,4331.2,
1993-10,4645.6,
1994-01,4613.6,
1994-04,4639.2,
1994-07,4671.1,
1994-10,4829.1,
1995-01,4823.2,
1995-04,4935.9,
1995-07,5064.3,
1995-10,5307.9,
1996-01,5434.4,
1996-04,5537.2,
1996-07,5655.4,
1996-10,5897.2,
1997-01,6115.2,
1997-04,6312.8,
1997-07,6433.9,
1997-10,6622.0,
1998-01,6898.7,
1998-04,7142.4,
1998-07,7138.2,
1998-10,7422.3,
1999-01,7542.2,
1999-04,7725.1,
1999-07,7792.6,
1999-10,8270.1,
2000-01,8492.8,
2000-04,8575.1,
2000-07,8651.5,
2000-10,8680.4,
2001-01,8860.0,
2001-04,8886.3,
2001-07,8774.3,
2001-10,8946.3,
2002-01,8977.4,
2002-04,8886.8,
2002-07,8872.9,
2002-10,8953.6,
2003-01,9021.6,
2003-04,9215.2,
2003-07,9142.4,
2003-10,9214.6,
2004-01,9380.9,
2004-04,9405.3,
2004-07,9500.2,
2004-10,9608.8,
2005-01,9794.0,
2005-04,10044.4,
2005-07,10198.7,
2005-10,10222.0,
2006-01,10311.2,
2006-04,10366.7,
2006-07,10501.2,
2006-10,10618.8,
2007-01,10759.9,
2007-04,10875.7,
2007-07,11003.5,
2007-10,11198.1,
2008-01,11288.3,
2008-04,11272.8,
2008-07,11556.1,
2008-10,11659.3,
2009-01,11524.5,
2009-04,11588.3,
2009-07,11450.6,
2009-10,11480.7,
2010-01,11609.2,
2010-04,12028.9,
2010-07,11777.8,
2010-10,11684.6,
2011-01,11489.5,
2011-04,11551.5,
2011-07,11947.6,
2011-10,11978.1,
2012-01,12532.8,
2012-04,12726.6,
2012-07,12729.8,
2012-10,12500.2,
2013-01,12444.4,
2013-04,12329.8,
2013-07,12084.2,
2013-10,11997.8,
2014-01,12081.6,
