"",BBK01.OUM047,BBK01.OUM047_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / Total / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:32:59,
1968-12,0.030,
1969-01,0.032,
1969-02,0.032,
1969-03,0.033,
1969-04,0.034,
1969-05,0.035,
1969-06,0.033,
1969-07,0.034,
1969-08,0.034,
1969-09,0.034,
1969-10,0.034,
1969-11,0.035,
1969-12,0.038,
1970-01,0.039,
1970-02,0.039,
1970-03,0.040,
1970-04,0.040,
1970-05,0.039,
1970-06,0.039,
1970-07,0.041,
1970-08,0.041,
1970-09,0.042,
1970-10,0.041,
1970-11,0.041,
1970-12,0.042,
1971-01,0.036,
1971-02,0.037,
1971-03,0.040,
1971-04,0.040,
1971-05,0.042,
1971-06,0.041,
1971-07,0.049,
1971-08,0.054,
1971-09,0.054,
1971-10,0.056,
1971-11,0.059,
1971-12,0.069,
1972-01,0.080,
1972-02,0.078,
1972-03,0.082,
1972-04,0.083,
1972-05,0.083,
1972-06,0.090,
1972-07,0.090,
1972-08,0.092,
1972-09,0.103,
1972-10,0.109,
1972-11,0.114,
1972-12,0.135,
1973-01,0.140,
1973-02,0.141,
1973-03,0.151,
1973-04,0.153,
1973-05,0.146,
1973-06,0.137,
1973-07,0.135,
1973-08,0.152,
1973-09,0.147,
1973-10,0.145,
1973-11,0.155,
1973-12,0.178,
1974-01,0.163,
1974-02,0.174,
1974-03,0.184,
1974-04,0.197,
1974-05,0.201,
1974-06,0.204,
1974-07,0.206,
1974-08,0.231,
1974-09,0.232,
1974-10,0.237,
1974-11,0.254,
1974-12,0.274,
1975-01,0.260,
1975-02,0.262,
1975-03,0.243,
1975-04,0.230,
1975-05,0.224,
1975-06,0.210,
1975-07,0.179,
1975-08,0.191,
1975-09,0.193,
1975-10,0.190,
1975-11,0.203,
1975-12,0.237,
1976-01,0.307,
1976-02,0.285,
1976-03,0.259,
1976-04,0.265,
1976-05,0.274,
1976-06,0.274,
1976-07,0.276,
1976-08,0.280,
1976-09,0.286,
1976-10,0.289,
1976-11,0.319,
1976-12,0.579,
1977-01,0.701,
1977-02,0.722,
1977-03,0.736,
1977-04,0.739,
1977-05,0.742,
1977-06,0.742,
1977-07,0.750,
1977-08,0.755,
1977-09,0.759,
1977-10,0.758,
1977-11,0.765,
1977-12,0.777,
1978-01,0.818,
1978-02,0.825,
1978-03,0.822,
1978-04,0.817,
1978-05,0.820,
1978-06,0.827,
1978-07,0.826,
1978-08,0.817,
1978-09,0.819,
1978-10,0.819,
1978-11,0.855,
1978-12,0.998,
1979-01,1.024,
1979-02,1.027,
1979-03,1.037,
1979-04,1.025,
1979-05,1.027,
1979-06,1.044,
1979-07,1.046,
1979-08,1.082,
1979-09,1.091,
1979-10,1.133,
1979-11,1.269,
1979-12,1.377,
1980-01,1.449,
1980-02,1.446,
1980-03,1.436,
1980-04,1.477,
1980-05,1.479,
1980-06,1.483,
1980-07,1.531,
1980-08,1.650,
1980-09,1.696,
1980-10,1.659,
1980-11,1.660,
1980-12,1.917,
1981-01,1.869,
1981-02,1.880,
1981-03,1.862,
1981-04,1.867,
1981-05,1.881,
1981-06,1.885,
1981-07,1.890,
1981-08,1.917,
1981-09,1.906,
1981-10,1.902,
1981-11,1.906,
1981-12,1.994,
1982-01,2.023,
1982-02,2.011,
1982-03,2.013,
1982-04,1.977,
1982-05,1.977,
1982-06,1.990,
1982-07,2.022,
1982-08,2.067,
1982-09,2.064,
1982-10,2.059,
1982-11,2.074,
1982-12,2.447,
1983-01,2.503,
1983-02,2.494,
1983-03,2.496,
1983-04,2.467,
1983-05,2.436,
1983-06,2.376,
1983-07,2.394,
1983-08,2.424,
1983-09,2.419,
1983-10,2.397,
1983-11,2.491,
1983-12,3.008,
1984-01,2.950,
1984-02,2.875,
1984-03,2.869,
1984-04,2.853,
1984-05,2.867,
1984-06,2.866,
1984-07,2.848,
1984-08,2.842,
1984-09,2.840,
1984-10,2.818,
1984-11,2.813,
1984-12,2.811,
1985-01,2.814,
1985-02,2.810,
1985-03,2.810,
1985-04,2.787,
1985-05,2.680,
1985-06,2.786,
1985-07,2.786,
1985-08,2.780,
1985-09,2.780,
1985-10,2.773,
1985-11,2.986,
1985-12,3.116,
1986-01,3.086,
1986-02,3.064,
1986-03,3.065,
1986-04,3.041,
1986-05,3.031,
1986-06,3.030,
1986-07,3.039,
1986-08,3.038,
1986-09,3.037,
1986-10,3.029,
1986-11,3.109,
1986-12,3.321,
1987-01,3.316,
1987-02,3.310,
1987-03,3.304,
1987-04,3.278,
1987-05,3.280,
1987-06,3.281,
1987-07,3.282,
1987-08,3.280,
1987-09,3.282,
1987-10,3.267,
1987-11,3.312,
1987-12,3.701,
1988-01,3.660,
1988-02,3.660,
1988-03,3.661,
1988-04,3.609,
1988-05,3.619,
1988-06,3.615,
1988-07,3.606,
1988-08,3.604,
1988-09,3.611,
1988-10,3.582,
1988-11,3.628,
1988-12,4.343,
1989-01,4.389,
1989-02,4.286,
1989-03,4.301,
1989-04,4.326,
1989-05,4.270,
1989-06,4.262,
1989-07,4.285,
1989-08,4.272,
1989-09,4.272,
1989-10,4.225,
1989-11,4.306,
1989-12,4.946,
1990-01,4.928,
1990-02,4.874,
1990-03,4.861,
1990-04,4.878,
1990-05,4.841,
1990-06,4.851,
1990-07,4.881,
1990-08,4.896,
1990-09,4.907,
1990-10,4.974,
1990-11,4.990,
1990-12,5.847,
1991-01,6.017,
1991-02,5.853,
1991-03,5.846,
1991-04,5.656,
1991-05,5.652,
1991-06,5.686,
1991-07,5.701,
1991-08,5.718,
1991-09,5.769,
1991-10,5.827,
1991-11,6.290,
1991-12,6.853,
1992-01,7.118,
1992-02,7.089,
1992-03,7.085,
1992-04,7.090,
1992-05,7.027,
1992-06,7.027,
1992-07,7.024,
1992-08,7.018,
1992-09,7.017,
1992-10,7.005,
1992-11,6.942,
1992-12,6.930,
1993-01,2.673,
1993-02,2.672,
1993-03,2.656,
1993-04,2.624,
1993-05,2.641,
1993-06,2.640,
1993-07,2.639,
1993-08,2.651,
1993-09,2.679,
1993-10,2.664,
1993-11,2.650,
1993-12,2.633,
1994-01,2.638,
1994-02,2.630,
1994-03,2.627,
1994-04,2.598,
1994-05,2.596,
1994-06,2.595,
1994-07,2.595,
1994-08,2.592,
1994-09,2.577,
1994-10,2.550,
1994-11,2.537,
1994-12,2.540,
1995-01,2.555,
1995-02,2.545,
1995-03,2.529,
1995-04,2.488,
1995-05,2.482,
1995-06,2.477,
1995-07,2.473,
1995-08,2.464,
1995-09,2.459,
1995-10,2.423,
1995-11,2.430,
1995-12,2.426,
1996-01,2.423,
1996-02,2.424,
1996-03,2.421,
1996-04,2.390,
1996-05,2.387,
1996-06,2.387,
1996-07,2.395,
1996-08,2.388,
1996-09,2.380,
1996-10,2.338,
1996-11,2.336,
1996-12,2.342,
1997-01,2.346,
1997-02,2.341,
1997-03,2.334,
1997-04,2.294,
1997-05,2.298,
1997-06,2.293,
1997-07,2.292,
1997-08,2.288,
1997-09,2.307,
1997-10,2.282,
1997-11,2.281,
1997-12,2.290,
1998-01,2.291,
1998-02,2.215,
1998-03,2.209,
1998-04,2.109,
1998-05,2.107,
1998-06,2.110,
1998-07,2.100,
1998-08,2.094,
1998-09,2.093,
1998-10,2.014,
1998-11,1.966,
1998-12,1.986,
1999-01,1.987,
1999-02,1.968,
1999-03,1.962,
1999-04,1.926,
1999-05,1.917,
1999-06,1.914,
1999-07,1.909,
1999-08,1.907,
1999-09,1.901,
1999-10,1.860,
1999-11,1.859,
1999-12,1.851,
2000-01,1.839,
2000-02,1.834,
2000-03,1.832,
2000-04,1.798,
2000-05,1.799,
2000-06,1.796,
2000-07,1.805,
2000-08,1.801,
2000-09,1.796,
2000-10,1.768,
2000-11,1.768,
2000-12,1.771,
2001-01,1.775,
2001-02,1.778,
2001-03,1.773,
2001-04,1.728,
2001-05,1.722,
2001-06,1.730,
2001-07,1.725,
2001-08,1.717,
2001-09,1.716,
2001-10,1.645,
2001-11,1.641,
